Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.03   20.98     300/300         x264_slices_write [6]
[5]     73.5    0.03   20.98     300         x264_slice_write [5]
                0.05   19.16  118800/118800      x264_macroblock_analyse [7]
                0.02    1.18  118800/486606      x264_macroblock_encode [18]
                0.00    0.30    5700/5700        x264_fdec_filter_row [49]
                0.10    0.04  118800/118800      x264_macroblock_cache_load [75]
                0.00    0.07   26653/26653       x264_macroblock_write_cabac [91]
                0.04    0.03  118800/118800      x264_macroblock_cache_save [92]
                0.00    0.00  118008/118008      x264_cabac_mb_skip [158]
                0.00    0.00  118800/118800      x264_bitstream_check_buffer [182]
                0.00    0.00  118800/118800      x264_ratecontrol_mb [184]
                0.00    0.00  118500/118538      x264_cabac_encode_terminal [185]
                0.00    0.00     300/305         x264_nal_start [259]
                0.00    0.00     300/300         x264_slice_header_write [278]
                0.00    0.00     300/300         x264_cabac_context_init [267]
                0.00    0.00     300/300         x264_cabac_encode_init [269]
                0.00    0.00     300/300         x264_cabac_encode_flush [268]
                0.00    0.00     300/305         x264_nal_end [258]
-----------------------------------------------
                0.00   21.01     300/300         x264_encoder_encode [4]
[6]     73.5    0.00   21.01     300         x264_slices_write [6]
                0.03   20.98     300/300         x264_slice_write [5]
-----------------------------------------------
                0.05   19.16  118800/118800      x264_slice_write [5]
[7]     67.2    0.05   19.16  118800         x264_macroblock_analyse [7]
                0.03    5.36   84804/84804       x264_mb_analyse_inter_b16x16 [16]
                0.02    4.17   92569/92569       x264_mb_analyse_b_rd [20]
                0.01    2.47   14861/14861       x264_mb_analyse_inter_b8x8 [22]
                0.00    2.06   14665/14665       x264_mb_analyse_inter_p8x8_mixed_ref [27]
                0.02    1.50   30096/30096       x264_mb_analyse_inter_p16x16 [30]
                0.00    0.50   30318/30318       x264_mb_analyse_intra [42]
                0.00    0.45   14665/14665       x264_mb_analyse_p_rd [45]
                0.00    0.40   28681/367806      x264_rd_cost_mb [17]
                0.01    0.31   87912/466901      x264_mb_mc [29]
                0.00    0.25  354816/645025      x264_pixel_sa8d_8x8 [44]
                0.00    0.25    4911/4911        x264_mb_analyse_inter_p16x8 [55]
                0.00    0.25    4911/4911        x264_mb_analyse_inter_p8x16 [56]
                0.00    0.19   87912/455718      x264_pixel_hadamard_ac_16x16 [37]
                0.00    0.14   84804/84804       x264_mb_analyse_inter_direct [70]
                0.13    0.00 1419264/2958993     x264_pixel_satd_4x4 [50]
                0.00    0.12   14861/14861       x264_refine_bidir [78]
                0.09    0.00 1419264/1653904     x264_pixel_sad_4x4 [81]
                0.07    0.00  354816/11643684     x264_pixel_sad_8x8 [23]
                0.07    0.00   87912/455718      x264_pixel_ssd_16x16 [46]
                0.01    0.05   87912/87912       x264_mb_predict_mv_direct16x16 [96]
                0.00    0.05   14665/18939       x264_mb_analyse_intra_chroma [93]
                0.00    0.05   30318/30318       x264_intra_rd [101]
                0.00    0.04     450/450         x264_mb_analyse_inter_b16x8 [109]
                0.00    0.04     438/438         x264_mb_analyse_inter_b8x16 [112]
                0.03    0.00  175824/942557      x264_pixel_ssd_8x8 [71]
                0.02    0.00  114900/115057      x264_mb_analyse_load_costs [124]
                0.00    0.01  132050/479646      x264_analyse_update_cache [108]
                0.00    0.00  118800/119100      x264_ratecontrol_qp [180]
                0.00    0.00  118800/118800      x264_adaptive_quant [181]
                0.00    0.00  118800/118800      x264_mb_analyse_init [183]
                0.00    0.00   60192/60192       prefetch_ref_null [189]
-----------------------------------------------
                0.00    0.03    1752/855876      x264_mb_analyse_inter_b8x16 [112]
                0.00    0.04    1800/855876      x264_mb_analyse_inter_b16x8 [109]
                0.01    0.24   12149/855876      x264_mb_analyse_inter_p8x16 [56]
                0.01    0.24   12279/855876      x264_mb_analyse_inter_p16x8 [55]
                0.03    1.14   58112/855876      x264_mb_analyse_inter_p16x16 [30]
                0.05    2.01  101860/855876      x264_mb_analyse_inter_p8x8_mixed_ref [27]
                0.05    2.34  118888/855876      x264_mb_analyse_inter_b8x8 [22]
                0.11    4.96  252036/855876      x264_mb_analyse_inter_b16x16 [16]
                0.14    5.85  297000/855876      x264_slicetype_mb_cost [13]
[8]     60.3    0.39   16.85  855876         x264_me_search_ref [8]
                0.18    7.75  855876/855876      refine_subpel [9]
                0.00    2.78  620296/946919      x264_pixel_sad_x4_16x16 [19]
                0.03    2.11  626552/626552      x264_pixel_sad_x3_16x16 [26]
                1.50    0.00 1338410/7005742     x264_pixel_sad_16x16 [10]
                0.03    0.87 1035496/1569764     x264_pixel_sad_x4_8x8 [31]
                0.03    0.66 1046942/1046942     x264_pixel_sad_x3_8x8 [41]
                0.38    0.00 1810326/11643684     x264_pixel_sad_8x8 [23]
                0.29    0.00 1578802/9717286     get_ref [28]
                0.00    0.05   27802/42825       x264_pixel_sad_x4_8x16 [84]
                0.00    0.05   28158/43349       x264_pixel_sad_x4_16x8 [87]
                0.00    0.04   28691/28691       x264_pixel_sad_x3_8x16 [102]
                0.00    0.04   28907/28907       x264_pixel_sad_x3_16x8 [111]
                0.03    0.00   70742/328115      x264_pixel_sad_8x16 [63]
                0.03    0.00   71076/331193      x264_pixel_sad_16x8 [72]
-----------------------------------------------
                0.18    7.75  855876/855876      x264_me_search_ref [8]
[9]     27.8    0.18    7.75  855876         refine_subpel [9]
                0.07    2.62 1582646/1824701     x264_pixel_satd_16x16 [21]
                0.00    1.47  326623/946919      x264_pixel_sad_x4_16x16 [19]
                0.02    1.31 3170446/5538011     x264_pixel_satd_8x8 [24]
                1.17    0.00 6286093/9717286     get_ref [28]
                0.01    0.45  534268/1569764     x264_pixel_sad_x4_8x8 [31]
                0.32    0.00 1370409/4896650     mc_chroma [34]
                0.01    0.07   82357/86640       x264_pixel_satd_8x16 [83]
                0.07    0.00  772160/2958993     x264_pixel_satd_4x4 [50]
                0.00    0.07   83733/88297       x264_pixel_satd_16x8 [88]
                0.00    0.03   15023/42825       x264_pixel_sad_x4_8x16 [84]
                0.00    0.03   15191/43349       x264_pixel_sad_x4_16x8 [87]
                0.02    0.00   91364/26464742     x264_pixel_satd_8x4 [15]
                0.00    0.02   91586/91586       x264_pixel_satd_4x8 [130]
-----------------------------------------------
                1.50    0.00 1338410/7005742     x264_me_search_ref [8]
                2.11    0.00 1879656/7005742     x264_pixel_sad_x3_16x16 [26]
                4.25    0.00 3787676/7005742     x264_pixel_sad_x4_16x16 [19]
[10]    27.5    7.86    0.00 7005742         x264_pixel_sad_16x16 [10]
-----------------------------------------------
                0.00    0.18       2/80          x264_rc_analyse_slice [61]
                0.00    7.00      78/80          x264_slicetype_decide [14]
[11]    25.1    0.00    7.18      80         x264_slicetype_analyse [11]
                0.01    4.63    5638/8547        x264_slicetype_frame_cost [12]
                0.00    2.29      78/78          x264_macroblock_tree [25]
                0.00    0.25     309/309         scenecut [52]
                0.00    0.00      78/157         x264_lowres_context_init [165]
-----------------------------------------------
                0.00    0.25     309/8547        scenecut [52]
                0.00    2.14    2600/8547        x264_macroblock_tree [25]
                0.01    4.63    5638/8547        x264_slicetype_analyse [11]
[12]    24.6    0.01    7.02    8547         x264_slicetype_frame_cost [12]
                0.05    6.97  297792/297792      x264_slicetype_mb_cost [13]
                0.00    0.00     752/358521      x264_emms [170]
-----------------------------------------------
                0.05    6.97  297792/297792      x264_slicetype_frame_cost [12]
[13]    24.6    0.05    6.97  297792         x264_slicetype_mb_cost [13]
                0.14    5.85  297000/855876      x264_me_search_ref [8]
                0.01    0.76 1838758/5538011     x264_pixel_satd_8x8 [24]
                0.06    0.00  176220/206306      predict_8x8c_p [90]
                0.03    0.00  176220/202889      predict_8x8_hu [117]
                0.03    0.00  176220/203829      predict_8x8_vl [116]
                0.03    0.00  135624/9717286     get_ref [28]
                0.02    0.00   76558/892418      pixel_avg_8x8 [51]
                0.01    0.02  297792/772992      mc_copy_w8 [94]
                0.01    0.00  176220/205911      predict_8x8_filter [144]
                0.01    0.00  176220/207866      predict_8x8c_h [143]
                0.01    0.00  176220/209456      predict_8x8c_dc [142]
                0.00    0.00  176220/208700      predict_8x8c_v [173]
                0.00    0.00  176220/202495      predict_8x8_hd [177]
                0.00    0.00  176220/203070      predict_8x8_vr [175]
                0.00    0.00  176220/202725      predict_8x8_ddr [176]
                0.00    0.00  176220/203184      predict_8x8_ddl [174]
-----------------------------------------------
                0.00    7.00      78/78          x264_encoder_encode [4]
[14]    24.5    0.00    7.00      78         x264_slicetype_decide [14]
                0.00    7.00      78/80          x264_slicetype_analyse [11]
-----------------------------------------------
                0.02    0.00   91364/26464742     refine_subpel [9]
                0.07    0.00  346560/26464742     x264_pixel_satd_8x16 [83]
                0.07    0.00  353188/26464742     x264_pixel_satd_16x8 [88]
                2.30    0.00 11076022/26464742     x264_pixel_satd_8x8 [24]
                3.03    0.00 14597608/26464742     x264_pixel_satd_16x16 [21]
[15]    19.2    5.49    0.00 26464742         x264_pixel_satd_8x4 [15]
-----------------------------------------------
                0.03    5.36   84804/84804       x264_macroblock_analyse [7]
[16]    18.9    0.03    5.36   84804         x264_mb_analyse_inter_b16x16 [16]
                0.11    4.96  252036/855876      x264_me_search_ref [8]
                0.00    0.14   84804/1824701     x264_pixel_satd_16x16 [21]
                0.07    0.00   84804/173326      pixel_avg_16x16 [65]
                0.03    0.00  252036/310148      x264_mb_predict_mv_ref16x16 [104]
                0.03    0.00  169608/9717286     get_ref [28]
                0.00    0.00  252036/488930      x264_mb_predict_mv_16x16 [169]
-----------------------------------------------
                0.00    0.05    3467/367806      x264_intra_rd [101]
                0.00    0.10    6960/367806      x264_mb_analyse_inter_p16x16 [30]
                0.00    0.40   28681/367806      x264_macroblock_analyse [7]
                0.00    0.45   31964/367806      x264_mb_analyse_p_rd [45]
                0.01    4.14  296734/367806      x264_mb_analyse_b_rd [20]
[17]    18.0    0.01    5.13  367806         x264_rd_cost_mb [17]
                0.06    3.64  367806/486606      x264_macroblock_encode [18]
                0.00    0.80  367806/455718      x264_pixel_hadamard_ac_16x16 [37]
                0.30    0.00  367806/455718      x264_pixel_ssd_16x16 [46]
                0.07    0.16  279281/279281      x264_macroblock_size_cabac [57]
                0.11    0.00  735612/942557      x264_pixel_ssd_8x8 [71]
-----------------------------------------------
                0.02    1.18  118800/486606      x264_slice_write [5]
                0.06    3.64  367806/486606      x264_rd_cost_mb [17]
[18]    17.1    0.07    4.82  486606         x264_macroblock_encode [18]
                0.04    1.32  378989/466901      x264_mb_mc [29]
                1.02    0.00 5370528/6165565     quant_4x4 [33]
                0.01    0.87  339675/340854      sub16x16_dct [39]
                0.06    0.71  397283/397283      x264_mb_encode_8x8_chroma [40]
                0.30    0.00   98612/100696      x264_quant_8x8_trellis [47]
                0.00    0.14   53334/53334       sub16x16_dct8 [77]
                0.14    0.00  114724/135774      quant_8x8 [62]
                0.07    0.00   64272/179712      x264_quant_4x4_trellis [58]
                0.00    0.06   53820/66492       add8x8_idct [86]
                0.00    0.02    1179/1179        x264_mb_encode_i16x16 [129]
                0.01    0.00  183496/263678      dequant_4x4 [121]
                0.01    0.00   21916/21916       x264_decimate_score64 [149]
                0.01    0.00  140047/145896      x264_decimate_score16 [145]
                0.00    0.01    3463/23134       x264_mb_encode_i8x8 [97]
                0.01    0.00  183496/270840      zigzag_scan_4x4_frame [140]
                0.01    0.00   19686/38856       dequant_8x8 [147]
                0.01    0.00   19686/38856       add8x8_idct8 [146]
                0.00    0.00    4915/41096       x264_mb_encode_i4x4 [119]
                0.00    0.00     680/206306      predict_8x8c_p [90]
                0.00    0.00    3830/209456      predict_8x8c_dc [142]
                0.00    0.00    3463/205911      predict_8x8_filter [144]
                0.00    0.00     205/29682       predict_16x16_p [127]
                0.00    0.00    2326/247465      mc_copy_w16 [131]
                0.00    0.00    1514/207866      predict_8x8c_h [143]
                0.00    0.00     263/203829      predict_8x8_vl [116]
                0.00    0.00     213/202889      predict_8x8_hu [117]
                0.00    0.00   73892/89323       x264_macroblock_encode_skip [186]
                0.00    0.00   30284/49454       zigzag_scan_8x8_frame [191]
                0.00    0.00   15431/15431       x264_macroblock_encode_pskip [218]
                0.00    0.00    2148/208700      predict_8x8c_v [173]
                0.00    0.00    1303/46664       predict_4x4_v [193]
                0.00    0.00     825/30214       predict_8x8_v [206]
                0.00    0.00     748/28555       predict_8x8_h [212]
                0.00    0.00     652/33556       predict_8x8_dc [203]
                0.00    0.00     606/41271       predict_4x4_vr [198]
                0.00    0.00     589/54763       predict_4x4_dc [190]
                0.00    0.00     564/42794       predict_4x4_h [194]
                0.00    0.00     556/41551       predict_4x4_vl [196]
                0.00    0.00     393/29870       predict_16x16_dc [209]
                0.00    0.00     349/40827       predict_4x4_ddr [199]
                0.00    0.00     335/30281       predict_16x16_v [205]
                0.00    0.00     320/40457       predict_4x4_hd [201]
                0.00    0.00     320/40542       predict_4x4_hu [200]
                0.00    0.00     301/41417       predict_4x4_ddl [197]
                0.00    0.00     252/203070      predict_8x8_vr [175]
                0.00    0.00     204/30050       predict_16x16_h [208]
                0.00    0.00     184/1110        predict_8x8c_dc_top [233]
                0.00    0.00     176/902         predict_8x8c_dc_left [237]
                0.00    0.00     154/202725      predict_8x8_ddr [176]
                0.00    0.00     152/202495      predict_8x8_hd [177]
                0.00    0.00     145/203184      predict_8x8_ddl [174]
                0.00    0.00      39/976         predict_8x8_dc_top [235]
                0.00    0.00      26/495         predict_16x16_dc_top [244]
                0.00    0.00      18/502         predict_8x8_dc_left [243]
                0.00    0.00      16/22          predict_8x8c_dc_128 [291]
                0.00    0.00      14/383         predict_16x16_dc_left [247]
                0.00    0.00       6/310         predict_4x4_dc_left [255]
                0.00    0.00       2/5           predict_16x16_dc_128 [294]
                0.00    0.00       2/8           predict_8x8_dc_128 [293]
                0.00    0.00       1/253         predict_4x4_dc_top [279]
-----------------------------------------------
                0.00    1.47  326623/946919      refine_subpel [9]
                0.00    2.78  620296/946919      x264_me_search_ref [8]
[19]    14.9    0.00    4.25  946919         x264_pixel_sad_x4_16x16 [19]
                4.25    0.00 3787676/7005742     x264_pixel_sad_16x16 [10]
-----------------------------------------------
                0.02    4.17   92569/92569       x264_macroblock_analyse [7]
[20]    14.7    0.02    4.17   92569         x264_mb_analyse_b_rd [20]
                0.01    4.14  296734/367806      x264_rd_cost_mb [17]
                0.01    0.02  296734/479646      x264_analyse_update_cache [108]
-----------------------------------------------
                0.00    0.06   37664/1824701     x264_me_refine_bidir_satd [79]
                0.00    0.14   84804/1824701     x264_mb_analyse_inter_b16x16 [16]
                0.00    0.20  119587/1824701     x264_mb_analyse_intra [42]
                0.07    2.62 1582646/1824701     refine_subpel [9]
[21]    10.8    0.07    3.03 1824701         x264_pixel_satd_16x16 [21]
                3.03    0.00 14597608/26464742     x264_pixel_satd_8x4 [15]
-----------------------------------------------
                0.01    2.47   14861/14861       x264_macroblock_analyse [7]
[22]     8.7    0.01    2.47   14861         x264_mb_analyse_inter_b8x8 [22]
                0.05    2.34  118888/855876      x264_me_search_ref [8]
                0.00    0.02   59444/5538011     x264_pixel_satd_8x8 [24]
                0.02    0.00  118888/9717286     get_ref [28]
                0.02    0.00   59444/892418      pixel_avg_8x8 [51]
                0.01    0.00   59444/104548      x264_mb_cache_mv_b8x8 [134]
                0.01    0.00  118888/676289      x264_mb_predict_mv [114]
-----------------------------------------------
                0.01    0.00   58660/11643684     x264_mb_analyse_inter_p16x16 [30]
                0.07    0.00  354816/11643684     x264_macroblock_analyse [7]
                0.38    0.00 1810326/11643684     x264_me_search_ref [8]
                0.66    0.00 3140826/11643684     x264_pixel_sad_x3_8x8 [41]
                1.31    0.00 6279056/11643684     x264_pixel_sad_x4_8x8 [31]
[23]     8.5    2.44    0.00 11643684         x264_pixel_sad_8x8 [23]
-----------------------------------------------
                0.00    0.00    9213/5538011     x264_me_refine_bidir_satd [79]
                0.00    0.02   59444/5538011     x264_mb_analyse_inter_b8x8 [22]
                0.00    0.05  120934/5538011     x264_mb_analyse_intra_chroma [93]
                0.00    0.14  339216/5538011     x264_mb_analyse_inter_direct [70]
                0.01    0.76 1838758/5538011     x264_slicetype_mb_cost [13]
                0.02    1.31 3170446/5538011     refine_subpel [9]
[24]     8.2    0.04    2.30 5538011         x264_pixel_satd_8x8 [24]
                2.30    0.00 11076022/26464742     x264_pixel_satd_8x4 [15]
-----------------------------------------------
                0.00    2.29      78/78          x264_slicetype_analyse [11]
[25]     8.0    0.00    2.29      78         x264_macroblock_tree [25]
                0.00    2.14    2600/8547        x264_slicetype_frame_cost [12]
                0.12    0.02    2598/2598        x264_macroblock_tree_propagate [73]
                0.01    0.00      78/78          x264_macroblock_tree_finish [151]
-----------------------------------------------
                0.03    2.11  626552/626552      x264_me_search_ref [8]
[26]     7.5    0.03    2.11  626552         x264_pixel_sad_x3_16x16 [26]
                2.11    0.00 1879656/7005742     x264_pixel_sad_16x16 [10]
-----------------------------------------------
                0.00    2.06   14665/14665       x264_macroblock_analyse [7]
[27]     7.2    0.00    2.06   14665         x264_mb_analyse_inter_p8x8_mixed_ref [27]
                0.05    2.01  101860/855876      x264_me_search_ref [8]
                0.00    0.00  101860/676289      x264_mb_predict_mv [114]
-----------------------------------------------
                0.00    0.00    1752/9717286     x264_mb_analyse_inter_b8x16 [112]
                0.00    0.00    1800/9717286     x264_mb_analyse_inter_b16x8 [109]
                0.00    0.00    1848/9717286     x264_mb_mc_8x8 [74]
                0.01    0.00   30925/9717286     x264_me_refine_bidir_satd [79]
                0.02    0.00  102820/9717286     x264_mb_mc [29]
                0.02    0.00  118888/9717286     x264_mb_analyse_inter_b8x8 [22]
                0.03    0.00  135624/9717286     x264_slicetype_mb_cost [13]
                0.03    0.00  169608/9717286     x264_mb_analyse_inter_b16x16 [16]
                0.24    0.00 1289126/9717286     x264_mb_mc_direct8x8 [32]
                0.29    0.00 1578802/9717286     x264_me_search_ref [8]
                1.17    0.00 6286093/9717286     refine_subpel [9]
[28]     6.3    1.81    0.00 9717286         get_ref [28]
-----------------------------------------------
                0.01    0.31   87912/466901      x264_macroblock_analyse [7]
                0.04    1.32  378989/466901      x264_macroblock_encode [18]
[29]     5.9    0.05    1.63  466901         x264_mb_mc [29]
                0.10    1.07  635048/665626      x264_mb_mc_direct8x8 [32]
                0.16    0.00  688394/4896650     mc_chroma [34]
                0.01    0.13  122828/122828      x264_mb_mc_8x8 [74]
                0.06    0.01  241377/370868      mc_luma [80]
                0.04    0.00   50858/173326      pixel_avg_16x16 [65]
                0.03    0.00  101716/892418      pixel_avg_8x8 [51]
                0.02    0.00  102820/9717286     get_ref [28]
                0.00    0.00     560/560         pixel_avg_8x4 [241]
                0.00    0.00     544/544         pixel_avg_4x8 [242]
                0.00    0.00     280/4844        pixel_avg_16x8 [221]
                0.00    0.00     272/4555        pixel_avg_8x16 [222]
-----------------------------------------------
                0.02    1.50   30096/30096       x264_macroblock_analyse [7]
[30]     5.3    0.02    1.50   30096         x264_mb_analyse_inter_p16x16 [30]
                0.03    1.14   58112/855876      x264_me_search_ref [8]
                0.01    0.13   17102/17102       x264_macroblock_probe_skip [76]
                0.00    0.10    6960/367806      x264_rd_cost_mb [17]
                0.00    0.04   58660/645025      x264_pixel_sa8d_8x8 [44]
                0.02    0.00  234640/2958993     x264_pixel_satd_4x4 [50]
                0.01    0.00  234640/1653904     x264_pixel_sad_4x4 [81]
                0.01    0.00   58660/11643684     x264_pixel_sad_8x8 [23]
                0.01    0.00   58112/310148      x264_mb_predict_mv_ref16x16 [104]
                0.00    0.00   15431/479646      x264_analyse_update_cache [108]
                0.00    0.00   58112/488930      x264_mb_predict_mv_16x16 [169]
-----------------------------------------------
                0.01    0.45  534268/1569764     refine_subpel [9]
                0.03    0.87 1035496/1569764     x264_me_search_ref [8]
[31]     4.7    0.04    1.31 1569764         x264_pixel_sad_x4_8x8 [31]
                1.31    0.00 6279056/11643684     x264_pixel_sad_8x8 [23]
-----------------------------------------------
                0.01    0.05   30578/665626      x264_mb_mc_8x8 [74]
                0.10    1.07  635048/665626      x264_mb_mc [29]
[32]     4.3    0.11    1.12  665626         x264_mb_mc_direct8x8 [32]
                0.61    0.00 2620378/4896650     mc_chroma [34]
                0.24    0.00 1289126/9717286     get_ref [28]
                0.20    0.00  644563/892418      pixel_avg_8x8 [51]
                0.06    0.00 1289126/1290974     pixel_avg_4x4 [95]
                0.01    0.00   21063/370868      mc_luma [80]
-----------------------------------------------
                0.00    0.00   18256/6165565     x264_mb_encode_i16x16 [129]
                0.01    0.00   37128/6165565     x264_mb_encode_i4x4 [119]
                0.05    0.00  274061/6165565     x264_macroblock_probe_skip [76]
                0.09    0.00  465592/6165565     x264_mb_encode_8x8_chroma [40]
                1.02    0.00 5370528/6165565     x264_macroblock_encode [18]
[33]     4.1    1.18    0.00 6165565         quant_4x4 [33]
-----------------------------------------------
                0.01    0.00   31121/4896650     x264_macroblock_probe_skip [76]
                0.04    0.00  186348/4896650     x264_mb_mc_8x8 [74]
                0.16    0.00  688394/4896650     x264_mb_mc [29]
                0.32    0.00 1370409/4896650     refine_subpel [9]
                0.61    0.00 2620378/4896650     x264_mb_mc_direct8x8 [32]
[34]     4.0    1.14    0.00 4896650         mc_chroma [34]
-----------------------------------------------
                0.00    0.06   93917/1601447     x264_macroblock_probe_skip [76]
                0.01    0.09  144114/1601447     x264_mb_encode_8x8_chroma [40]
                0.05    0.82 1363416/1601447     sub16x16_dct [39]
[35]     3.6    0.06    0.96 1601447         sub8x8_dct [35]
                0.96    0.00 6405788/6446884     sub4x4_dct [38]
-----------------------------------------------
                0.99    0.00 1822872/1822872     x264_pixel_hadamard_ac_16x16 [37]
[36]     3.5    0.99    0.00 1822872         pixel_hadamard_ac [36]
-----------------------------------------------
                0.00    0.19   87912/455718      x264_macroblock_analyse [7]
                0.00    0.80  367806/455718      x264_rd_cost_mb [17]
[37]     3.5    0.00    0.99  455718         x264_pixel_hadamard_ac_16x16 [37]
                0.99    0.00 1822872/1822872     pixel_hadamard_ac [36]
-----------------------------------------------
                0.01    0.00   41096/6446884     x264_mb_encode_i4x4 [119]
                0.96    0.00 6405788/6446884     sub8x8_dct [35]
[38]     3.4    0.97    0.00 6446884         sub4x4_dct [38]
-----------------------------------------------
                0.00    0.00    1179/340854      x264_mb_encode_i16x16 [129]
                0.01    0.87  339675/340854      x264_macroblock_encode [18]
[39]     3.1    0.01    0.87  340854         sub16x16_dct [39]
                0.05    0.82 1363416/1601447     sub8x8_dct [35]
-----------------------------------------------
                0.06    0.71  397283/397283      x264_macroblock_encode [18]
[40]     2.7    0.06    0.71  397283         x264_mb_encode_8x8_chroma [40]
                0.30    0.00  740040/740040      pixel_var2_8x8 [48]
                0.12    0.00  110864/179712      x264_quant_4x4_trellis [58]
                0.01    0.09  144114/1601447     sub8x8_dct [35]
                0.09    0.00  465592/6165565     quant_4x4 [33]
                0.04    0.00   17066/17066       add8x8_idct_dc [106]
                0.00    0.02  128189/128189      sub8x8_dct_dc [123]
                0.02    0.00   40286/40324       x264_quant_dc_trellis [126]
                0.00    0.01    8648/66492       add8x8_idct [86]
                0.01    0.00  232017/259819      quant_2x2_dc [141]
                0.00    0.00   45287/263678      dequant_4x4 [121]
                0.00    0.00   45287/270840      zigzag_scan_4x4_frame [140]
                0.00    0.00   28494/29134       x264_decimate_score15 [211]
-----------------------------------------------
                0.03    0.66 1046942/1046942     x264_me_search_ref [8]
[41]     2.4    0.03    0.66 1046942         x264_pixel_sad_x3_8x8 [41]
                0.66    0.00 3140826/11643684     x264_pixel_sad_8x8 [23]
-----------------------------------------------
                0.00    0.50   30318/30318       x264_macroblock_analyse [7]
[42]     1.8    0.00    0.50   30318         x264_mb_analyse_intra [42]
                0.00    0.20  119587/1824701     x264_pixel_satd_16x16 [21]
                0.00    0.17  231549/645025      x264_pixel_sa8d_8x8 [44]
                0.00    0.05   19671/23134       x264_mb_encode_i8x8 [97]
                0.03    0.00  349757/2958993     x264_pixel_satd_4x4 [50]
                0.00    0.02   36181/41096       x264_mb_encode_i4x4 [119]
                0.02    0.00   29477/29682       predict_16x16_p [127]
                0.00    0.00   27346/203829      predict_8x8_vl [116]
                0.00    0.00   26456/202889      predict_8x8_hu [117]
                0.00    0.00   26228/205911      predict_8x8_filter [144]
                0.00    0.00    7539/247465      mc_copy_w16 [131]
                0.00    0.00   65311/65311       predict_4x4_mode_available [188]
                0.00    0.00   54174/54763       predict_4x4_dc [190]
                0.00    0.00   45361/46664       predict_4x4_v [193]
                0.00    0.00   42230/42794       predict_4x4_h [194]
                0.00    0.00   41116/41417       predict_4x4_ddl [197]
                0.00    0.00   40995/41551       predict_4x4_vl [196]
                0.00    0.00   40665/41271       predict_4x4_vr [198]
                0.00    0.00   40478/40827       predict_4x4_ddr [199]
                0.00    0.00   40222/40542       predict_4x4_hu [200]
                0.00    0.00   40137/40457       predict_4x4_hd [201]
                0.00    0.00   32904/33556       predict_8x8_dc [203]
                0.00    0.00   30318/30318       predict_16x16_mode_available [204]
                0.00    0.00   29946/30281       predict_16x16_v [205]
                0.00    0.00   29846/30050       predict_16x16_h [208]
                0.00    0.00   29477/29870       predict_16x16_dc [209]
                0.00    0.00   29389/30214       predict_8x8_v [206]
                0.00    0.00   27807/28555       predict_8x8_h [212]
                0.00    0.00   26819/203184      predict_8x8_ddl [174]
                0.00    0.00   26598/203070      predict_8x8_vr [175]
                0.00    0.00   26351/202725      predict_8x8_ddr [176]
                0.00    0.00   26123/202495      predict_8x8_hd [177]
                0.00    0.00     937/976         predict_8x8_dc_top [235]
                0.00    0.00     484/502         predict_8x8_dc_left [243]
                0.00    0.00     469/495         predict_16x16_dc_top [244]
                0.00    0.00     369/383         predict_16x16_dc_left [247]
                0.00    0.00     304/310         predict_4x4_dc_left [255]
                0.00    0.00     252/253         predict_4x4_dc_top [279]
                0.00    0.00       6/8           predict_8x8_dc_128 [293]
                0.00    0.00       4/4           predict_4x4_dc_128 [296]
                0.00    0.00       3/5           predict_16x16_dc_128 [294]
-----------------------------------------------
                0.46    0.00  645025/645025      x264_pixel_sa8d_8x8 [44]
[43]     1.6    0.46    0.00  645025         sa8d_8x8 [43]
-----------------------------------------------
                0.00    0.04   58660/645025      x264_mb_analyse_inter_p16x16 [30]
                0.00    0.17  231549/645025      x264_mb_analyse_intra [42]
                0.00    0.25  354816/645025      x264_macroblock_analyse [7]
[44]     1.6    0.00    0.46  645025         x264_pixel_sa8d_8x8 [44]
                0.46    0.00  645025/645025      sa8d_8x8 [43]
-----------------------------------------------
                0.00    0.45   14665/14665       x264_macroblock_analyse [7]
[45]     1.6    0.00    0.45   14665         x264_mb_analyse_p_rd [45]
                0.00    0.45   31964/367806      x264_rd_cost_mb [17]
                0.00    0.00   31964/479646      x264_analyse_update_cache [108]
-----------------------------------------------
                0.07    0.00   87912/455718      x264_macroblock_analyse [7]
                0.30    0.00  367806/455718      x264_rd_cost_mb [17]
[46]     1.3    0.37    0.00  455718         x264_pixel_ssd_16x16 [46]
-----------------------------------------------
                0.01    0.00    2084/100696      x264_mb_encode_i8x8 [97]
                0.30    0.00   98612/100696      x264_macroblock_encode [18]
[47]     1.1    0.31    0.00  100696         x264_quant_8x8_trellis [47]
-----------------------------------------------
                0.30    0.00  740040/740040      x264_mb_encode_8x8_chroma [40]
[48]     1.0    0.30    0.00  740040         pixel_var2_8x8 [48]
-----------------------------------------------
                0.00    0.30    5700/5700        x264_slice_write [5]
[49]     1.0    0.00    0.30    5700         x264_fdec_filter_row [49]
                0.00    0.25    1404/1404        x264_frame_filter [54]
                0.02    0.03    1404/1404        x264_frame_deblock_row [100]
                0.00    0.00    1404/1404        x264_frame_expand_border [228]
                0.00    0.00    1404/1404        x264_frame_expand_border_filtered [229]
-----------------------------------------------
