Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00  172073/3597017     predict_8x8c_h [111]
                0.01    0.00   80240/1129362     predict_16x16_dc [120]
                0.01    0.00   26967/3391992     predict_8x8c_p [77]
                0.01    0.00   83250/1159237     predict_16x16_h [133]
                0.00    0.00  177603/3559193     predict_8x8c_v [125]
                0.00    0.00   92516/1137086     predict_16x16_v [139]
                0.00    0.00   15642/70833       predict_8x8c_dc_left [164]
                0.00    0.00   84520/8630313     predict_4x4_dc [112]
                0.00    0.00   43737/6805888     predict_4x4_v [124]
                0.00    0.00   29782/6555880     predict_4x4_h [128]
                0.00    0.00    5579/5915942     predict_4x4_ddr [103]
                0.00    0.00    5556/5897632     predict_4x4_vr [109]
                0.00    0.00    4821/5928935     predict_4x4_hd [110]
                0.00    0.00    3557/5935100     predict_4x4_ddl [107]
                0.00    0.00    2784/5921427     predict_4x4_vl [105]
                0.00    0.00    3259/5908430     predict_4x4_hu [113]
                0.00    0.00    3665/30750       predict_16x16_dc_left [200]
                0.00    0.00    2291/15946       predict_8x8c_dc_top [201]
                0.00    0.00      31/234         predict_8x8c_dc_128 [228]
                0.00    0.00       4/107         predict_16x16_dc_128 [230]
                0.00    0.00       1/6859        predict_16x16_dc_top [202]
-----------------------------------------------
                0.03    4.49  295867/3175740     x264_mb_analyse_inter_p16x16 [6]
                0.05    6.89  453478/3175740     x264_intra_rd [37]
                0.28   36.84 2426395/3175740     x264_mb_analyse_p_rd [13]
[10]    11.7    0.37   48.22 3175740         x264_rd_cost_mb [10]
                1.80   35.11 3178672/4476451     x264_macroblock_encode [9]
                0.10    5.57 3184792/3184792     x264_pixel_hadamard_ac_16x16 [41]
                0.88    2.08 3140494/3140494     x264_macroblock_size_cavlc [52]
                1.83    0.00 3194658/3194658     x264_pixel_ssd_16x16 [62]
                0.84    0.00 6456317/6934578     x264_pixel_ssd_8x8 [82]
-----------------------------------------------
               13.47    0.00 52061598/181085429     x264_me_search_ref [3]
               33.39    0.00 129023831/181085429     refine_subpel [4]
[11]    11.3   46.86    0.00 181085429         get_ref [11]
-----------------------------------------------
                0.18    2.93 8366113/114525323     x264_mb_analyse_intra_chroma [43]
                0.29    4.61 13152984/114525323     x264_slicetype_mb_cost [21]
                2.05   32.59 93006226/114525323     refine_subpel [4]
[12]    10.2    2.52   40.13 114525323         x264_pixel_satd_8x8 [12]
               40.13    0.00 230297389/458171553     x264_pixel_satd_8x4 [5]
-----------------------------------------------
                0.14   38.14 1077946/1077946     x264_macroblock_analyse [2]
[13]     9.2    0.14   38.14 1077946         x264_mb_analyse_p_rd [13]
                0.28   36.84 2426395/3175740     x264_rd_cost_mb [10]
                0.24    0.78 2437292/4183702     x264_analyse_update_cache [63]
-----------------------------------------------
                                                 <spontaneous>
[14]     8.4    0.00   35.08                 main [14]
                0.00   35.08     398/398         Encode_frame [15]
                0.00    0.00       1/1           x264_encoder_open [191]
                0.00    0.00     353/353         read_frame_thread [221]
                0.00    0.00      32/32          x264_encoder_delayed_frames [233]
                0.00    0.00       2/2           x264_mdate [239]
                0.00    0.00       1/1           x264_param_default [268]
                0.00    0.00       1/1           open_file_bsf [252]
                0.00    0.00       1/1           x264_param_parse [269]
                0.00    0.00       1/1           open_file_yuv [254]
                0.00    0.00       1/2           x264_cpu_num_processors [238]
                0.00    0.00       1/1           open_file_thread [253]
                0.00    0.00       1/1           set_param_bsf [256]
                0.00    0.00       1/2           x264_picture_alloc [240]
                0.00    0.00       1/2           x264_picture_clean [241]
                0.00    0.00       1/1           x264_encoder_close [264]
                0.00    0.00       1/52192       x264_free [197]
                0.00    0.00       1/1           close_file_thread [247]
                0.00    0.00       1/1           close_file_bsf [246]
                0.00    0.00       1/1           get_frame_total_thread [249]
-----------------------------------------------
                0.00   35.08     398/398         main [14]
[15]     8.4    0.00   35.08     398         Encode_frame [15]
                0.00   35.06     395/395         x264_encoder_encode [16]
                0.02    0.00     355/355         x264_nal_encode [166]
                0.00    0.00     350/350         set_eop_bsf [224]
                0.00    0.00     345/345         write_nalu_bsf [225]
                0.00    0.00       1/52192       x264_free [197]
                0.00    0.00       1/1427        x264_malloc [205]
-----------------------------------------------
                0.00   35.06     395/395         Encode_frame [15]
[16]     8.4    0.00   35.06     395         x264_encoder_encode [16]
                0.00   31.02     358/358         x264_slicetype_decide [19]
                0.02    1.53     358/358         x264_frame_init_lowres [65]
                0.10    1.21     365/365         x264_adaptive_quant_frame [68]
                0.00    1.16     349/349         x264_ratecontrol_start [72]
                0.00    0.02     318/318         x264_encoder_frame_end [167]
                0.01    0.00     390/390         x264_thread_sync_ratecontrol [182]
                0.00    0.00     372/1315611     x264_ratecontrol_qp [147]
                0.00    0.00    1841/2189        x264_frame_push_unused [203]
                0.00    0.00    1069/1781        x264_frame_push [204]
                0.00    0.00    1067/1067        x264_frame_shift [207]
                0.00    0.00     765/768         x264_frame_pop_unused [209]
                0.00    0.00     357/357         x264_macroblock_slice_init [217]
                0.00    0.00     354/354         x264_slice_header_init [219]
                0.00    0.00     353/353         x264_frame_copy_picture [223]
                0.00    0.00       6/733         x264_frame_pop [210]
                0.00    0.00       5/344         x264_nal_start [227]
                0.00    0.00       5/361         x264_nal_end [216]
                0.00    0.00       2/2           x264_sps_write [245]
                0.00    0.00       2/2           x264_pps_write [242]
                0.00    0.00       1/1           x264_sei_version_write [282]
-----------------------------------------------
                0.22    6.05 4252669/22774688     x264_mb_analyse_intra [26]
                0.94   26.36 18522019/22774688     refine_subpel [4]
[17]     8.1    1.16   32.41 22774688         x264_pixel_satd_16x16 [17]
               32.41    0.00 186008437/458171553     x264_pixel_satd_8x4 [5]
-----------------------------------------------
                0.00    0.36       4/349         x264_rc_analyse_slice [70]
                0.00   31.02     345/349         x264_slicetype_decide [19]
[18]     7.5    0.00   31.38     349         x264_slicetype_analyse [18]
                0.05   28.10   13197/13906       x264_slicetype_frame_cost [20]
                1.75    0.71   12990/12990       x264_macroblock_tree_propagate [55]
                0.00    0.74     349/349         scenecut [87]
                0.03    0.00     361/361         x264_macroblock_tree_finish [152]
                0.00    0.00     351/710         x264_lowres_context_init [190]
-----------------------------------------------
                0.00   31.02     358/358         x264_encoder_encode [16]
[19]     7.5    0.00   31.02     358         x264_slicetype_decide [19]
                0.00   31.02     345/349         x264_slicetype_analyse [18]
-----------------------------------------------
                0.00    0.74     349/13906       scenecut [87]
                0.00    0.77     360/13906       x264_rc_analyse_slice [70]
                0.05   28.10   13197/13906       x264_slicetype_analyse [18]
[20]     7.1    0.05   29.61   13906         x264_slicetype_frame_cost [20]
                0.42   29.19 1310598/1310598     x264_slicetype_mb_cost [21]
                0.00    0.00     344/3950329     x264_emms [193]
-----------------------------------------------
                0.42   29.19 1310598/1310598     x264_slicetype_frame_cost [20]
[21]     7.1    0.42   29.19 1310598         x264_slicetype_mb_cost [21]
                0.43   22.30 1299549/16694799     x264_me_search_ref [3]
                0.29    4.61 13152984/114525323     x264_pixel_satd_8x8 [12]
                0.40    0.00 1301904/3391992     predict_8x8c_p [77]
                0.17    0.00 1308260/1308260     predict_8x8_filter [115]
                0.15    0.00 1313766/1313766     predict_8x8_ddr [116]
                0.14    0.00 1316034/1316034     predict_8x8_vr [117]
                0.11    0.00 1316795/1316795     predict_8x8_ddl [122]
                0.02    0.08 1310846/6531768     mc_copy_w8 [92]
                0.10    0.00 1312907/1312907     predict_8x8_vl [126]
                0.09    0.00 1304363/3945607     predict_8x8c_dc [104]
                0.09    0.00 1315925/1315925     predict_8x8_hd [130]
                0.09    0.00 1314963/1314963     predict_8x8_hu [131]
                0.07    0.00 1305002/3597017     predict_8x8c_h [111]
                0.04    0.00 1305011/3559193     predict_8x8c_v [125]
-----------------------------------------------
                0.07   10.06 3555838/10331409     refine_subpel [4]
                0.13   19.17 6775571/10331409     x264_me_search_ref [3]
[22]     7.1    0.20   29.24 10331409         x264_pixel_sad_x4_16x16 [22]
               29.24    0.00 41484974/89478775     x264_pixel_sad_16x16 [7]
-----------------------------------------------
                0.27    9.42 11957039/35343093     refine_subpel [4]
                0.53   18.41 23386054/35343093     x264_me_search_ref [3]
[23]     6.9    0.80   27.83 35343093         x264_pixel_sad_x4_8x8 [23]
               27.83    0.00 142813811/270695970     x264_pixel_sad_8x8 [8]
-----------------------------------------------
                0.10    0.00  483199/138683736     x264_macroblock_probe_skip [57]
                1.38    0.00 6746231/138683736     x264_mb_mc_0xywh [53]
                1.90    0.00 9331157/138683736     x264_mb_mc_8x8 [45]
               24.90    0.00 122123149/138683736     refine_subpel [4]
[24]     6.8   28.28    0.00 138683736         mc_chroma [24]
-----------------------------------------------
                1.00    0.00 4526784/107763172     x264_macroblock_probe_skip [57]
                1.23    0.00 5557471/107763172     x264_mb_encode_i4x4 [56]
                7.11    0.00 32058289/107763172     x264_mb_encode_8x8_chroma [28]
               14.56    0.00 65620628/107763172     x264_macroblock_encode [9]
[25]     5.7   23.91    0.00 107763172         quant_4x4 [25]
-----------------------------------------------
                1.42   16.06 1086788/1086788     x264_macroblock_analyse [2]
[26]     4.2    1.42   16.06 1086788         x264_mb_analyse_intra [26]
                0.22    6.05 4252669/22774688     x264_pixel_satd_16x16 [17]
                4.52    0.00 51624211/162598642     x264_pixel_satd_4x4 [30]
                0.13    2.18 5314152/5499265     x264_mb_encode_i4x4 [56]
                0.81    0.00 1050365/1084129     predict_16x16_p [85]
                0.28    0.00 5910363/5915942     predict_4x4_ddr [103]
                0.27    0.00 5918643/5921427     predict_4x4_vl [105]
                0.23    0.00 5931543/5935100     predict_4x4_ddl [107]
                0.22    0.00 5892076/5897632     predict_4x4_vr [109]
                0.20    0.00 5924114/5928935     predict_4x4_hd [110]
                0.20    0.00 8545793/8630313     predict_4x4_dc [112]
                0.18    0.00 5905171/5908430     predict_4x4_hu [113]
                0.12    0.00 1049122/1129362     predict_16x16_dc [120]
                0.10    0.00 6762151/6805888     predict_4x4_v [124]
                0.09    0.00 5774625/5774625     predict_4x4_mode_available [129]
                0.09    0.00 6526098/6555880     predict_4x4_h [128]
                0.08    0.00 1075987/1159237     predict_16x16_h [133]
                0.06    0.00 1044570/1137086     predict_16x16_v [139]
                0.00    0.01  172001/2946188     mc_copy_w16 [106]
                0.01    0.00   42549/42549       predict_4x4_dc_top [175]
                0.00    0.00 1053207/1053207     predict_16x16_mode_available [194]
                0.00    0.00   64625/64625       predict_4x4_dc_left [195]
                0.00    0.00   27085/30750       predict_16x16_dc_left [200]
                0.00    0.00    6858/6859        predict_16x16_dc_top [202]
                0.00    0.00     165/165         predict_4x4_dc_128 [229]
                0.00    0.00     103/107         predict_16x16_dc_128 [230]
-----------------------------------------------
                0.20   15.08 7116667/7116667     x264_me_search_ref [3]
[27]     3.7    0.20   15.08 7116667         x264_pixel_sad_x3_16x16 [27]
               15.08    0.00 21392812/89478775     x264_pixel_sad_16x16 [7]
-----------------------------------------------
                1.19   13.88 4305802/4305802     x264_macroblock_encode [9]
[28]     3.6    1.19   13.88 4305802         x264_mb_encode_8x8_chroma [28]
                7.11    0.00 32058289/107763172     quant_4x4 [25]
                0.18    3.55 7980024/25991649     sub8x8_dct [32]
                1.46    0.00 7507643/7507643     pixel_var2_8x8 [67]
                0.01    0.38  621867/5349546     add8x8_idct [48]
                0.29    0.00 1182491/1182491     add8x8_idct_dc [102]
                0.28    0.00 4529258/5094699     x264_decimate_score15 [100]
                0.21    0.00 8463026/8873217     quant_2x2_dc [108]
                0.18    0.00 5019409/26084566     dequant_4x4 [81]
                0.03    0.12  440964/440964      sub8x8_dct_dc [118]
                0.08    0.00 5130449/27079001     zigzag_scan_4x4_frame [95]
-----------------------------------------------
                0.54   14.26 24404406/24404406     x264_me_search_ref [3]
[29]     3.6    0.54   14.26 24404406         x264_pixel_sad_x3_8x8 [29]
               14.26    0.00 73175225/270695970     x264_pixel_sad_8x8 [8]
-----------------------------------------------
                0.02    0.00  192127/162598642     x264_mb_cache_fenc_satd [141]
                1.03    0.00 11731850/162598642     x264_pixel_satd_4x8 [73]
                1.51    0.00 17237473/162598642     x264_mb_analyse_inter_p16x16 [6]
                4.52    0.00 51624211/162598642     x264_mb_analyse_intra [26]
                7.17    0.00 81812981/162598642     refine_subpel [4]
[30]     3.4   14.24    0.00 162598642         x264_pixel_satd_4x4 [30]
-----------------------------------------------
                0.61    0.00 5483839/109861660     x264_mb_encode_i4x4 [56]
               11.55    0.00 104377821/109861660     sub8x8_dct [32]
[31]     2.9   12.16    0.00 109861660         sub4x4_dct [31]
-----------------------------------------------
                0.03    0.67 1507454/25991649     x264_macroblock_probe_skip [57]
                0.18    3.55 7980024/25991649     x264_mb_encode_8x8_chroma [28]
                0.38    7.34 16504171/25991649     sub16x16_dct [34]
[32]     2.9    0.60   11.55 25991649         sub8x8_dct [32]
               11.55    0.00 104377821/109861660     sub4x4_dct [31]
-----------------------------------------------
                0.01   11.23   17261/17261       x264_slices_write [1]
[33]     2.7    0.01   11.23   17261         x264_fdec_filter_row [33]
                0.02    7.81   16689/16689       x264_frame_filter [35]
                1.07    2.28   16432/16432       x264_frame_deblock_row [49]
                0.01    0.02   16360/16360       x264_frame_expand_border_filtered [154]
                0.00    0.02   16911/16911       x264_frame_expand_border [168]
                0.01    0.00   16466/16466       x264_frame_cond_broadcast [176]
-----------------------------------------------
                0.23    7.72 4079622/4079622     x264_macroblock_encode [9]
[34]     1.9    0.23    7.72 4079622         sub16x16_dct [34]
                0.38    7.34 16504171/25991649     sub8x8_dct [32]
-----------------------------------------------
                0.02    7.81   16689/16689       x264_fdec_filter_row [33]
[35]     1.9    0.02    7.81   16689         x264_frame_filter [35]
                7.81    0.00   17228/17228       hpel_filter [36]
-----------------------------------------------
                7.81    0.00   17228/17228       x264_frame_filter [35]
[36]     1.9    7.81    0.00   17228         hpel_filter [36]
-----------------------------------------------
                0.02    7.13 1067571/1067571     x264_macroblock_analyse [2]
[37]     1.7    0.02    7.13 1067571         x264_intra_rd [37]
                0.05    6.89  453478/3175740     x264_rd_cost_mb [10]
                0.04    0.14  447169/4183702     x264_analyse_update_cache [63]
-----------------------------------------------
                1.45    0.00 3741849/18251142     x264_me_search_ref [3]
                1.90    0.00 4885169/18251142     x264_pixel_sad_x3_16x8 [58]
                3.74    0.00 9624124/18251142     x264_pixel_sad_x4_16x8 [44]
[38]     1.7    7.09    0.00 18251142         x264_pixel_sad_16x8 [38]
-----------------------------------------------
                1.37    0.00 3779418/18324723     x264_me_search_ref [3]
                1.77    0.00 4901723/18324723     x264_pixel_sad_x3_8x16 [60]
                3.49    0.00 9643582/18324723     x264_pixel_sad_x4_8x16 [47]
[39]     1.6    6.63    0.00 18324723         x264_pixel_sad_8x16 [39]
-----------------------------------------------
                0.15    6.22 3732858/3732858     x264_macroblock_encode [9]
[40]     1.5    0.15    6.22 3732858         x264_mb_mc [40]
                0.31    3.32 4652682/4652682     x264_mb_mc_8x8 [45]
                0.21    2.38 3355803/3355803     x264_mb_mc_0xywh [53]
-----------------------------------------------
                0.10    5.57 3184792/3184792     x264_rd_cost_mb [10]
[41]     1.4    0.10    5.57 3184792         x264_pixel_hadamard_ac_16x16 [41]
                5.57    0.00 12775437/12775437     pixel_hadamard_ac [42]
-----------------------------------------------
                5.57    0.00 12775437/12775437     x264_pixel_hadamard_ac_16x16 [41]
[42]     1.3    5.57    0.00 12775437         pixel_hadamard_ac [42]
-----------------------------------------------
                0.08    1.26  475389/1542193     x264_analyse_update_cache [63]
                0.17    2.84 1066804/1542193     x264_macroblock_analyse [2]
[43]     1.0    0.24    4.10 1542193         x264_mb_analyse_intra_chroma [43]
                0.18    2.93 8366113/114525323     x264_pixel_satd_8x8 [12]
                0.63    0.00 2063121/3391992     predict_8x8c_p [77]
                0.14    0.00 2076390/3945607     predict_8x8c_dc [104]
                0.12    0.00 2119942/3597017     predict_8x8c_h [111]
                0.06    0.00 2076579/3559193     predict_8x8c_v [125]
                0.02    0.00 1063430/1063430     predict_8x8chroma_mode_available [159]
                0.02    0.00   55191/70833       predict_8x8c_dc_left [164]
                0.00    0.00   13655/15946       predict_8x8c_dc_top [201]
                0.00    0.00     203/234         predict_8x8c_dc_128 [228]
-----------------------------------------------
                0.01    1.26  808464/2400778     refine_subpel [4]
                0.02    2.48 1592314/2400778     x264_me_search_ref [3]
[44]     0.9    0.03    3.74 2400778         x264_pixel_sad_x4_16x8 [44]
                3.74    0.00 9624124/18251142     x264_pixel_sad_16x8 [38]
-----------------------------------------------
                0.31    3.32 4652682/4652682     x264_mb_mc [40]
[45]     0.9    0.31    3.32 4652682         x264_mb_mc_8x8 [45]
                1.90    0.00 9331157/138683736     mc_chroma [24]
                1.31    0.10 4621806/8185892     mc_luma [54]
-----------------------------------------------
                0.31    0.00 2004799/23386082     x264_mb_encode_i4x4 [56]
                3.29    0.00 21381283/23386082     add8x8_idct [48]
[46]     0.9    3.60    0.00 23386082         add4x4_idct [46]
-----------------------------------------------
                0.03    1.17  814974/2422591     refine_subpel [4]
                0.06    2.32 1607617/2422591     x264_me_search_ref [3]
[47]     0.9    0.10    3.49 2422591         x264_pixel_sad_x4_8x16 [47]
                3.49    0.00 9643582/18324723     x264_pixel_sad_8x16 [39]
-----------------------------------------------
                0.01    0.35  561713/5349546     add16x16_idct [98]
                0.01    0.38  621867/5349546     x264_mb_encode_8x8_chroma [28]
                0.06    2.56 4165966/5349546     x264_macroblock_encode [9]
[48]     0.8    0.07    3.29 5349546         add8x8_idct [48]
                3.29    0.00 21381283/23386082     add4x4_idct [46]
-----------------------------------------------
                1.07    2.28   16432/16432       x264_fdec_filter_row [33]
[49]     0.8    1.07    2.28   16432         x264_frame_deblock_row [49]
                0.85    0.00 2251204/2251204     deblock_v_luma_c [83]
                0.62    0.00 2328328/2328328     deblock_h_luma_c [90]
                0.39    0.00 2775273/2775273     deblock_v_chroma_c [96]
                0.36    0.00 2867890/2867890     deblock_h_chroma_c [97]
                0.02    0.00 1326552/3960775     x264_prefetch_fenc [137]
                0.02    0.00   29518/29518       deblock_v_luma_intra_c [165]
                0.01    0.00   59514/59514       deblock_v_chroma_intra_c [174]
                0.00    0.00   60951/60951       deblock_h_chroma_intra_c [196]
                0.00    0.00   30803/30803       deblock_h_luma_intra_c [199]
-----------------------------------------------
                0.17    3.15 4475813/4475813     refine_subpel [4]
[50]     0.8    0.17    3.15 4475813         x264_pixel_satd_8x16 [50]
                3.15    0.00 18091026/458171553     x264_pixel_satd_8x4 [5]
-----------------------------------------------
                0.13    3.12 4423140/4423140     refine_subpel [4]
[51]     0.8    0.13    3.12 4423140         x264_pixel_satd_16x8 [51]
                3.12    0.00 17931729/458171553     x264_pixel_satd_8x4 [5]
-----------------------------------------------
                0.88    2.08 3140494/3140494     x264_rd_cost_mb [10]
[52]     0.7    0.88    2.08 3140494         x264_macroblock_size_cavlc [52]
                0.67    0.94 12296614/12296614     block_residual_write_cavlc [64]
                0.09    0.37 6583841/6583841     cavlc_mb_mvd [93]
                0.03    0.00 2408493/2408493     cavlc_qp_delta [155]
-----------------------------------------------
                0.21    2.38 3355803/3355803     x264_mb_mc [40]
[53]     0.6    0.21    2.38 3355803         x264_mb_mc_0xywh [53]
                1.38    0.00 6746231/138683736     mc_chroma [24]
                0.93    0.07 3282195/8185892     mc_luma [54]
-----------------------------------------------
                0.08    0.01  281891/8185892     x264_macroblock_probe_skip [57]
                0.93    0.07 3282195/8185892     x264_mb_mc_0xywh [53]
                1.31    0.10 4621806/8185892     x264_mb_mc_8x8 [45]
[54]     0.6    2.32    0.19 8185892         mc_luma [54]
                0.19    0.00 2940856/12521661     mc_copy [86]
-----------------------------------------------
                1.75    0.71   12990/12990       x264_slicetype_analyse [18]
[55]     0.6    1.75    0.71   12990         x264_macroblock_tree_propagate [55]
                0.71    0.00  590523/590523      mbtree_propagate_cost [88]
-----------------------------------------------
                0.00    0.08  185113/5499265     x264_macroblock_encode [9]
                0.13    2.18 5314152/5499265     x264_mb_analyse_intra [26]
[56]     0.6    0.14    2.25 5499265         x264_mb_encode_i4x4 [56]
                1.23    0.00 5557471/107763172     quant_4x4 [25]
                0.61    0.00 5483839/109861660     sub4x4_dct [31]
                0.31    0.00 2004799/23386082     add4x4_idct [46]
                0.07    0.00 1979310/26084566     dequant_4x4 [81]
                0.03    0.00 2013963/27079001     zigzag_scan_4x4_frame [95]
-----------------------------------------------
                0.09    1.99  290490/290490      x264_mb_analyse_inter_p16x16 [6]
[57]     0.5    0.09    1.99  290490         x264_macroblock_probe_skip [57]
                1.00    0.00 4526784/107763172     quant_4x4 [25]
                0.03    0.67 1507454/25991649     sub8x8_dct [32]
                0.10    0.00  483199/138683736     mc_chroma [24]
                0.08    0.01  281891/8185892     mc_luma [54]
                0.06    0.00  478261/6934578     x264_pixel_ssd_8x8 [82]
                0.01    0.00  237914/16541560     x264_decimate_score16 [80]
                0.01    0.00  410191/8873217     quant_2x2_dc [108]
                0.00    0.00  259348/27079001     zigzag_scan_4x4_frame [95]
                0.00    0.00   12652/5094699     x264_decimate_score15 [100]
-----------------------------------------------
                0.06    1.90 1630927/1630927     x264_me_search_ref [3]
[58]     0.5    0.06    1.90 1630927         x264_pixel_sad_x3_16x8 [58]
                1.90    0.00 4885169/18251142     x264_pixel_sad_16x8 [38]
-----------------------------------------------
                0.00    0.02   47333/4353212     x264_mb_cache_fenc_satd [141]
                0.07    1.82 4305879/4353212     x264_mb_analyse_inter_p16x16 [6]
[59]     0.5    0.07    1.84 4353212         x264_pixel_sa8d_8x8 [59]
                1.84    0.00 4329498/4329498     sa8d_8x8 [61]
-----------------------------------------------
                0.07    1.77 1636178/1636178     x264_me_search_ref [3]
[60]     0.4    0.07    1.77 1636178         x264_pixel_sad_x3_8x16 [60]
                1.77    0.00 4901723/18324723     x264_pixel_sad_8x16 [39]
-----------------------------------------------
                1.84    0.00 4329498/4329498     x264_pixel_sa8d_8x8 [59]
[61]     0.4    1.84    0.00 4329498         sa8d_8x8 [61]
-----------------------------------------------
                1.83    0.00 3194658/3194658     x264_rd_cost_mb [10]
[62]     0.4    1.83    0.00 3194658         x264_pixel_ssd_16x16 [62]
-----------------------------------------------
                0.02    0.08  237935/4183702     x264_mb_analyse_inter_p16x16 [6]
                0.04    0.14  447169/4183702     x264_intra_rd [37]
                0.10    0.34 1061306/4183702     x264_macroblock_analyse [2]
                0.24    0.78 2437292/4183702     x264_mb_analyse_p_rd [13]
[63]     0.4    0.41    1.34 4183702         x264_analyse_update_cache [63]
                0.08    1.26  475389/1542193     x264_mb_analyse_intra_chroma [43]
-----------------------------------------------
                0.67    0.94 12296614/12296614     x264_macroblock_size_cavlc [52]
[64]     0.4    0.67    0.94 12296614         block_residual_write_cavlc [64]
                0.52    0.25 9032705/11867775     x264_coeff_level_run16 [78]
                0.08    0.03 2117059/2500137     x264_coeff_level_run15 [119]
                0.03    0.02 1155385/1501353     x264_coeff_level_run4 [138]
-----------------------------------------------
                0.02    1.53     358/358         x264_encoder_encode [16]
[65]     0.4    0.02    1.53     358         x264_frame_init_lowres [65]
                1.53    0.00     357/357         frame_init_lowres_core [66]
                0.00    0.00     358/358         x264_frame_expand_border_lowres [189]
-----------------------------------------------
                1.53    0.00     357/357         x264_frame_init_lowres [65]
[66]     0.4    1.53    0.00     357         frame_init_lowres_core [66]
-----------------------------------------------
                1.46    0.00 7507643/7507643     x264_mb_encode_8x8_chroma [28]
[67]     0.4    1.46    0.00 7507643         pixel_var2_8x8 [67]
-----------------------------------------------
                0.10    1.21     365/365         x264_encoder_encode [16]
[68]     0.3    0.10    1.21     365         x264_adaptive_quant_frame [68]
                0.07    1.14 1322442/1322442     ac_energy_mb [69]
-----------------------------------------------
                0.07    1.14 1322442/1322442     x264_adaptive_quant_frame [68]
[69]     0.3    0.07    1.14 1322442         ac_energy_mb [69]
                0.84    0.00 1262399/1262399     x264_pixel_var_16x16 [84]
                0.29    0.00 2585814/2585814     x264_pixel_var_8x8 [101]
                0.00    0.00 1306430/3950329     x264_emms [193]
-----------------------------------------------
                0.00    1.16     359/359         rate_estimate_qscale [71]
[70]     0.3    0.00    1.16     359         x264_rc_analyse_slice [70]
                0.00    0.77     360/13906       x264_slicetype_frame_cost [20]
                0.00    0.36       4/349         x264_slicetype_analyse [18]
                0.03    0.00     360/360         x264_slicetype_frame_cost_recalculate [153]
                0.00    0.00     358/710         x264_lowres_context_init [190]
-----------------------------------------------
                0.00    1.16     356/356         x264_ratecontrol_start [72]
[71]     0.3    0.00    1.16     356         rate_estimate_qscale [71]
                0.00    1.16     359/359         x264_rc_analyse_slice [70]
                0.00    0.00     370/370         predict_size [213]
                0.00    0.00     361/361         clip_qscale [215]
                0.00    0.00     353/353         get_qscale [220]
                0.00    0.00     345/345         x264_ratecontrol_set_estimated_size [226]
                0.00    0.00       3/3           qp2qscale [235]
-----------------------------------------------
                0.00    1.16     349/349         x264_encoder_encode [16]
[72]     0.3    0.00    1.16     349         x264_ratecontrol_start [72]
                0.00    1.16     356/356         rate_estimate_qscale [71]
                0.00    0.00     363/721         get_zone [211]
                0.00    0.00     352/3950329     x264_emms [193]
-----------------------------------------------
                0.12    1.03 5855975/5855975     refine_subpel [4]
[73]     0.3    0.12    1.03 5855975         x264_pixel_satd_4x8 [73]
                1.03    0.00 11731850/162598642     x264_pixel_satd_4x4 [30]
-----------------------------------------------
                0.66    0.48 1350566/1350566     x264_slices_write [1]
[74]     0.3    0.66    0.48 1350566         x264_macroblock_cache_load [74]
                0.04    0.17 2612276/6531768     mc_copy_w8 [92]
                0.03    0.08 1303734/2946188     mc_copy_w16 [106]
                0.08    0.00 5175449/5175449     copy_column8 [136]
                0.01    0.05 1338893/1338893     x264_mb_predict_mv_pskip [142]
                0.02    0.00 1308998/3960775     x264_prefetch_fenc [137]
-----------------------------------------------
                0.08    0.00 1404449/19743981     cavlc_mb_mvd [127]
                0.37    0.00 6471748/19743981     cavlc_mb_mvd [93]
                0.67    0.00 11867784/19743981     x264_macroblock_analyse [2]
[75]     0.3    1.12    0.00 19743981         x264_mb_predict_mv [75]
-----------------------------------------------
                0.35    0.73 1028988/1028988     x264_slices_write [1]
[76]     0.3    0.35    0.73 1028988         x264_macroblock_write_cavlc [76]
                0.27    0.28 3571975/3571975     block_residual_write_cavlc [91]
                0.02    0.08 1375995/1375995     cavlc_mb_mvd [127]
                0.02    0.00  740119/740119      bs_write1 [160]
                0.02    0.00  734652/734652      cavlc_qp_delta [161]
                0.02    0.00  102454/102454      bs_write [163]
                0.01    0.00 1263124/1263124     bs_write_te [169]
                0.01    0.00  251275/251275      bs_write_ue [173]
-----------------------------------------------
                0.01    0.00   26967/3391992     x264_macroblock_encode [9]
                0.40    0.00 1301904/3391992     x264_slicetype_mb_cost [21]
                0.63    0.00 2063121/3391992     x264_mb_analyse_intra_chroma [43]
[77]     0.2    1.03    0.00 3391992         predict_8x8c_p [77]
-----------------------------------------------
                0.16    0.08 2835070/11867775     block_residual_write_cavlc [91]
                0.52    0.25 9032705/11867775     block_residual_write_cavlc [64]
[78]     0.2    0.68    0.33 11867775         x264_coeff_level_run16 [78]
                0.33    0.00 11659502/11659502     x264_coeff_last16 [99]
-----------------------------------------------
                0.01    0.00  190365/17408005     x264_mb_cache_fenc_satd [141]
                0.97    0.00 17217640/17408005     x264_mb_analyse_inter_p16x16 [6]
[79]     0.2    0.98    0.00 17408005         x264_pixel_sad_4x4 [79]
-----------------------------------------------
                0.01    0.00  237914/16541560     x264_macroblock_probe_skip [57]
                0.96    0.00 16303646/16541560     x264_macroblock_encode [9]
[80]     0.2    0.97    0.00 16541560         x264_decimate_score16 [80]
-----------------------------------------------
                0.07    0.00 1979310/26084566     x264_mb_encode_i4x4 [56]
