Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.28    2850/2850        x264_fdec_filter_row [63]
                0.03    0.25   48390/48390       x264_macroblock_write_cabac [64]
                0.06    0.02   59400/59400       x264_macroblock_cache_save [95]
                0.05    0.02   59400/59400       x264_macroblock_cache_load [97]
                0.01    0.00   59004/59004       x264_cabac_mb_skip [139]
                0.01    0.00   59400/59400       x264_ratecontrol_mb [161]
                0.01    0.00     150/150         x264_cabac_context_init [166]
                0.00    0.00   59400/59400       x264_bitstream_check_buffer [214]
                0.00    0.00   59250/59290       x264_cabac_encode_terminal [215]
                0.00    0.00     150/153         x264_nal_start [266]
                0.00    0.00     150/150         x264_slice_header_write [285]
                0.00    0.00     150/150         x264_cabac_encode_init [277]
                0.00    0.00     150/150         x264_cabac_encode_flush [276]
                0.00    0.00     150/153         x264_nal_end [265]
-----------------------------------------------
                0.00   23.07     150/150         x264_encoder_encode [4]
[6]     85.4    0.00   23.07     150         x264_slices_write [6]
                0.01   23.06     150/150         x264_slice_write [5]
-----------------------------------------------
                0.05   21.28   59400/59400       x264_slice_write [5]
[7]     79.0    0.05   21.28   59400         x264_macroblock_analyse [7]
                0.03    4.11   28272/28272       x264_mb_analyse_inter_p8x8_mixed_ref [14]
                0.02    3.44   20569/20569       x264_mb_analyse_inter_b8x8 [19]
                0.00    2.33   36899/36899       x264_mb_analyse_b_rd [21]
                0.01    2.03   29700/29700       x264_mb_analyse_inter_p16x16 [26]
                0.01    1.88   29304/29304       x264_mb_analyse_inter_b16x16 [27]
                0.00    1.80   28272/28272       x264_mb_analyse_p_rd [28]
                0.02    1.04   49237/49237       x264_mb_analyse_intra [33]
                0.00    1.02   48121/253940      x264_rd_cost_mb [10]
                0.00    0.87   17964/17964       x264_mb_analyse_inter_p8x16 [35]
                0.00    0.86   17964/17964       x264_mb_analyse_inter_p16x8 [38]
                0.00    0.58   20569/20569       x264_refine_bidir [49]
                0.00    0.22    2573/2573        x264_mb_analyse_inter_b16x8 [67]
                0.00    0.21    2456/2456        x264_mb_analyse_inter_b8x16 [70]
                0.00    0.20   49237/49237       x264_intra_rd [72]
                0.00    0.09   28272/38677       x264_mb_analyse_intra_chroma [83]
                0.00    0.08   29304/301507      x264_mb_mc [36]
                0.07    0.00  475200/3795189     x264_pixel_satd_4x4 [48]
                0.00    0.06   29304/283244      x264_pixel_hadamard_ac_16x16 [46]
                0.00    0.06  118800/735028      x264_pixel_sa8d_8x8 [56]
                0.00    0.05   29304/29304       x264_mb_analyse_inter_direct [100]
                0.03    0.00   59004/59157       x264_mb_analyse_load_costs [119]
                0.01    0.02  106093/308055      x264_analyse_update_cache [94]
                0.00    0.02   29304/29304       x264_mb_predict_mv_direct16x16 [125]
                0.02    0.00  118800/12287601     x264_pixel_sad_8x8 [22]
                0.02    0.00   29304/283244      x264_pixel_ssd_16x16 [71]
                0.02    0.00  475200/927552      x264_pixel_sad_4x4 [113]
                0.01    0.00   58608/569408      x264_pixel_ssd_8x8 [82]
                0.01    0.00   59400/59400       x264_adaptive_quant [159]
                0.01    0.00   59400/59400       x264_mb_analyse_init [160]
                0.00    0.00   59400/59550       x264_ratecontrol_qp [212]
                0.00    0.00   59400/59400       prefetch_ref_null [213]
-----------------------------------------------
                0.00    0.19    9824/793300      x264_mb_analyse_inter_b8x16 [70]
                0.00    0.20   10292/793300      x264_mb_analyse_inter_b16x8 [67]
                0.02    0.85   42685/793300      x264_mb_analyse_inter_p16x8 [38]
                0.02    0.86   43256/793300      x264_mb_analyse_inter_p8x16 [35]
                0.03    1.69   85079/793300      x264_mb_analyse_inter_p16x16 [26]
                0.03    1.73   87516/793300      x264_mb_analyse_inter_b16x16 [27]
                0.05    2.91  146916/793300      x264_slicetype_mb_cost [17]
                0.06    3.26  164552/793300      x264_mb_analyse_inter_b8x8 [19]
                0.07    4.03  203180/793300      x264_mb_analyse_inter_p8x8_mixed_ref [14]
[8]     59.2    0.28   15.73  793300         x264_me_search_ref [8]
                0.25    7.91  793300/793300      refine_subpel [9]
                1.45    0.00 1471257/4823896     x264_pixel_sad_16x16 [13]
                0.01    1.36  345190/551683      x264_pixel_sad_x4_16x16 [24]
                0.00    1.13  381969/381969      x264_pixel_sad_x3_16x16 [31]
                0.01    0.78 1029296/1597642     x264_pixel_sad_x4_8x8 [30]
                0.77    0.00 2676263/9893189     get_ref [20]
                0.01    0.65 1143904/1143904     x264_pixel_sad_x3_8x8 [43]
                0.42    0.00 2233433/12287601     x264_pixel_sad_8x8 [22]
                0.00    0.20  105954/163845      x264_pixel_sad_x4_16x8 [60]
                0.01    0.19  106160/164295      x264_pixel_sad_x4_8x16 [61]
                0.01    0.16  113418/113418      x264_pixel_sad_x3_16x8 [75]
                0.01    0.15  113457/113457      x264_pixel_sad_x3_8x16 [77]
                0.13    0.00  276323/1271957     x264_pixel_sad_16x8 [47]
                0.12    0.00  281850/1279401     x264_pixel_sad_8x16 [51]
-----------------------------------------------
                0.25    7.91  793300/793300      x264_me_search_ref [8]
[9]     30.2    0.25    7.91  793300         refine_subpel [9]
                1.81    0.00 6275383/9893189     get_ref [20]
                0.07    1.52 3483992/4944288     x264_pixel_satd_8x8 [23]
                0.06    1.43  817287/1180486     x264_pixel_satd_16x16 [25]
                0.01    0.81  206493/551683      x264_pixel_sad_x4_16x16 [24]
                0.62    0.00 2380884/4172374     mc_chroma [32]
                0.01    0.43  568346/1597642     x264_pixel_sad_x4_8x8 [30]
                0.01    0.28  318362/345259      x264_pixel_satd_8x16 [59]
                0.01    0.28  316638/353010      x264_pixel_satd_16x8 [58]
                0.22    0.00 1397394/3795189     x264_pixel_satd_4x4 [48]
                0.00    0.11   57891/163845      x264_pixel_sad_x4_16x8 [60]
                0.00    0.10   58135/164295      x264_pixel_sad_x4_8x16 [61]
                0.00    0.08  268046/268046      x264_pixel_satd_4x8 [93]
                0.06    0.00  272818/22398358     x264_pixel_satd_8x4 [12]
-----------------------------------------------
                0.00    0.11    5285/253940      x264_mb_analyse_inter_p16x16 [26]
                0.00    0.19    9056/253940      x264_intra_rd [72]
                0.00    1.02   48121/253940      x264_macroblock_analyse [7]
                0.00    1.77   83260/253940      x264_mb_analyse_p_rd [28]
                0.01    2.30  108218/253940      x264_mb_analyse_b_rd [21]
[10]    20.0    0.01    5.40  253940         x264_rd_cost_mb [10]
                0.11    4.09  253940/313340      x264_macroblock_encode [11]
                0.00    0.54  253940/283244      x264_pixel_hadamard_ac_16x16 [46]
                0.09    0.28  235873/235873      x264_macroblock_size_cabac [54]
                0.18    0.00  253940/283244      x264_pixel_ssd_16x16 [71]
                0.12    0.00  507880/569408      x264_pixel_ssd_8x8 [82]
-----------------------------------------------
                0.02    0.96   59400/313340      x264_slice_write [5]
                0.11    4.09  253940/313340      x264_rd_cost_mb [10]
[11]    19.2    0.13    5.05  313340         x264_macroblock_encode [11]
                0.08    0.86  302645/302645      x264_mb_encode_8x8_chroma [34]
                0.02    0.77  272203/301507      x264_mb_mc [36]
                0.73    0.00  119404/122304      x264_quant_8x8_trellis [41]
                0.00    0.65  214268/216742      sub16x16_dct [42]
                0.61    0.00 3148208/4161037     quant_4x4 [40]
                0.37    0.00  280080/463048      x264_quant_4x4_trellis [44]
                0.00    0.33   77972/77972       sub16x16_dct8 [57]
                0.01    0.19  306400/327346      add8x8_idct [69]
                0.12    0.00  119937/167069      add8x8_idct8 [74]
                0.10    0.00  192484/239902      quant_8x8 [85]
                0.08    0.00 1031425/1225106     zigzag_scan_4x4_frame [89]
                0.04    0.00 1031425/1216644     dequant_4x4 [101]
                0.00    0.02    2474/2474        x264_mb_encode_i16x16 [123]
                0.02    0.00  112646/112646      x264_decimate_score64 [135]
                0.00    0.02    5984/50318       x264_mb_encode_i8x8 [81]
                0.01    0.00  119937/167069      dequant_8x8 [131]
                0.01    0.00  682133/688049      x264_decimate_score16 [143]
                0.00    0.01   12882/112915      x264_mb_encode_i4x4 [96]
                0.00    0.00    6794/146262      predict_8x8c_dc [134]
                0.00    0.00    5984/152612      predict_8x8_filter [148]
                0.00    0.00     716/140184      predict_8x8c_p [103]
                0.00    0.00    3574/145636      predict_8x8c_v [151]
                0.00    0.00    6622/144250      mc_copy_w16 [179]
                0.00    0.00     199/44546       predict_16x16_p [111]
                0.00    0.00     723/60705       predict_8x8_dc [158]
                0.00    0.00     349/143726      predict_8x8_hd [116]
                0.00    0.00     343/146184      predict_8x8_ddl [115]
                0.00    0.00     674/110480      predict_4x4_ddl [154]
                0.00    0.00     272/143125      predict_8x8_vr [117]
                0.00    0.00     339/146401      predict_8x8_vl [133]
                0.00    0.00     474/147412      predict_8x8_hu [150]
                0.00    0.00     297/143246      predict_8x8_ddr [152]
                0.00    0.00  155971/203103      zigzag_scan_8x8_frame [192]
                0.00    0.00    9267/10695       x264_macroblock_encode_skip [227]
                0.00    0.00    4524/7118        predict_8x8c_dc_top [230]
                0.00    0.00    4506/147184      predict_8x8c_h [196]
                0.00    0.00    3688/139313      predict_4x4_h [197]
                0.00    0.00    2930/125290      predict_4x4_v [199]
                0.00    0.00    1569/73974       predict_8x8_h [208]
                0.00    0.00    1428/1428        x264_macroblock_encode_pskip [249]
                0.00    0.00    1332/124742      predict_4x4_dc [200]
                0.00    0.00    1202/65170       predict_8x8_v [211]
                0.00    0.00    1087/47843       predict_16x16_h [217]
                0.00    0.00     902/109242      predict_4x4_hu [202]
                0.00    0.00     778/106354      predict_4x4_hd [203]
                0.00    0.00     740/105856      predict_4x4_ddr [204]
                0.00    0.00     674/105426      predict_4x4_vr [205]
                0.00    0.00     673/110269      predict_4x4_vl [201]
                0.00    0.00     538/3748        predict_8x8c_dc_left [236]
                0.00    0.00     446/7692        predict_4x4_dc_top [229]
                0.00    0.00     421/47101       predict_16x16_v [219]
                0.00    0.00     380/44727       predict_16x16_dc [220]
                0.00    0.00     374/4632        predict_8x8_dc_top [234]
                0.00    0.00     354/2687        predict_16x16_dc_top [240]
                0.00    0.00     158/308         predict_8x8c_dc_128 [257]
                0.00    0.00      37/2296        predict_4x4_dc_left [246]
                0.00    0.00      30/2439        predict_16x16_dc_left [242]
                0.00    0.00      29/3670        predict_8x8_dc_left [237]
                0.00    0.00      13/309         predict_8x8_dc_128 [256]
                0.00    0.00       8/106         predict_4x4_dc_128 [286]
                0.00    0.00       3/151         predict_16x16_dc_128 [268]
-----------------------------------------------
                0.06    0.00  272818/22398358     refine_subpel [9]
                0.30    0.00 1381036/22398358     x264_pixel_satd_8x16 [59]
                0.31    0.00 1412040/22398358     x264_pixel_satd_16x8 [58]
                2.06    0.00 9443888/22398358     x264_pixel_satd_16x16 [25]
                2.16    0.00 9888576/22398358     x264_pixel_satd_8x8 [23]
[12]    18.1    4.89    0.00 22398358         x264_pixel_satd_8x4 [12]
-----------------------------------------------
                1.13    0.00 1145907/4823896     x264_pixel_sad_x3_16x16 [31]
                1.45    0.00 1471257/4823896     x264_me_search_ref [8]
                2.18    0.00 2206732/4823896     x264_pixel_sad_x4_16x16 [24]
[13]    17.6    4.75    0.00 4823896         x264_pixel_sad_16x16 [13]
-----------------------------------------------
                0.03    4.11   28272/28272       x264_macroblock_analyse [7]
[14]    15.3    0.03    4.11   28272         x264_mb_analyse_inter_p8x8_mixed_ref [14]
                0.07    4.03  203180/793300      x264_me_search_ref [8]
                0.01    0.00  203180/992920      x264_mb_predict_mv [102]
-----------------------------------------------
                0.00    0.05       1/77          x264_rc_analyse_slice [108]
                0.00    3.69      76/77          x264_slicetype_decide [16]
[15]    13.8    0.00    3.74      77         x264_slicetype_analyse [15]
                0.00    2.43    5311/7934        x264_slicetype_frame_cost [18]
                0.00    1.24      76/76          x264_macroblock_tree [29]
                0.00    0.07     151/151         scenecut [98]
                0.00    0.00      76/153         x264_lowres_context_init [184]
-----------------------------------------------
                0.00    3.69      76/76          x264_encoder_encode [4]
[16]    13.7    0.00    3.69      76         x264_slicetype_decide [16]
                0.00    3.69      76/77          x264_slicetype_analyse [15]
-----------------------------------------------
                0.03    3.60  147312/147312      x264_slicetype_frame_cost [18]
[17]    13.4    0.03    3.60  147312         x264_slicetype_mb_cost [17]
                0.05    2.91  146916/793300      x264_me_search_ref [8]
                0.02    0.42  961659/4944288     x264_pixel_satd_8x8 [23]
                0.03    0.00  115740/9893189     get_ref [20]
                0.03    0.00   87516/140184      predict_8x8c_p [103]
                0.02    0.00   86499/478816      pixel_avg_8x8 [86]
                0.02    0.00   87516/143125      predict_8x8_vr [117]
                0.02    0.00   87516/143726      predict_8x8_hd [116]
                0.02    0.00   87516/146184      predict_8x8_ddl [115]
                0.01    0.00   87516/146262      predict_8x8c_dc [134]
                0.01    0.00   87516/146401      predict_8x8_vl [133]
                0.00    0.00  147312/384912      mc_copy_w8 [126]
                0.01    0.00   87516/143246      predict_8x8_ddr [152]
                0.01    0.00   87516/145636      predict_8x8c_v [151]
                0.01    0.00   87516/147412      predict_8x8_hu [150]
                0.01    0.00   87516/152612      predict_8x8_filter [148]
                0.00    0.00   87516/147184      predict_8x8c_h [196]
-----------------------------------------------
                0.00    0.07     151/7934        scenecut [98]
                0.00    1.13    2472/7934        x264_macroblock_tree [29]
                0.00    2.43    5311/7934        x264_slicetype_analyse [15]
[18]    13.4    0.00    3.63    7934         x264_slicetype_frame_cost [18]
                0.03    3.60  147312/147312      x264_slicetype_mb_cost [17]
                0.00    0.00     372/179339      x264_emms [193]
-----------------------------------------------
                0.02    3.44   20569/20569       x264_macroblock_analyse [7]
[19]    12.8    0.02    3.44   20569         x264_mb_analyse_inter_b8x8 [19]
                0.06    3.26  164552/793300      x264_me_search_ref [8]
                0.05    0.00  164552/9893189     get_ref [20]
                0.00    0.04   82276/4944288     x264_pixel_satd_8x8 [23]
                0.02    0.00   82276/478816      pixel_avg_8x8 [86]
                0.01    0.00  164552/992920      x264_mb_predict_mv [102]
                0.00    0.00   82276/182076      x264_mb_cache_mv_b8x8 [138]
-----------------------------------------------
                0.00    0.00    9824/9893189     x264_mb_analyse_inter_b8x16 [70]
                0.00    0.00   10292/9893189     x264_mb_analyse_inter_b16x8 [67]
                0.00    0.00   14254/9893189     x264_mb_mc_8x8 [62]
                0.02    0.00   58608/9893189     x264_mb_analyse_inter_b16x16 [27]
                0.02    0.00   64466/9893189     x264_mb_mc [36]
                0.03    0.00  115740/9893189     x264_slicetype_mb_cost [17]
                0.05    0.00  164552/9893189     x264_mb_analyse_inter_b8x8 [19]
                0.05    0.00  167297/9893189     x264_me_refine_bidir_satd [50]
                0.10    0.00  336510/9893189     x264_mb_mc_direct8x8 [52]
                0.77    0.00 2676263/9893189     x264_me_search_ref [8]
                1.81    0.00 6275383/9893189     refine_subpel [9]
[20]    10.5    2.85    0.00 9893189         get_ref [20]
-----------------------------------------------
                0.00    2.33   36899/36899       x264_macroblock_analyse [7]
[21]     8.6    0.00    2.33   36899         x264_mb_analyse_b_rd [21]
                0.01    2.30  108218/253940      x264_rd_cost_mb [10]
                0.01    0.02  108218/308055      x264_analyse_update_cache [94]
-----------------------------------------------
                0.02    0.00  113088/12287601     x264_mb_analyse_inter_p16x16 [26]
                0.02    0.00  118800/12287601     x264_macroblock_analyse [7]
                0.42    0.00 2233433/12287601     x264_me_search_ref [8]
                0.65    0.00 3431712/12287601     x264_pixel_sad_x3_8x8 [43]
                1.21    0.00 6390568/12287601     x264_pixel_sad_x4_8x8 [30]
[22]     8.6    2.33    0.00 12287601         x264_pixel_sad_8x8 [22]
-----------------------------------------------
                0.00    0.03   79579/4944288     x264_me_refine_bidir_satd [50]
                0.00    0.04   82276/4944288     x264_mb_analyse_inter_b8x8 [19]
                0.00    0.05  117216/4944288     x264_mb_analyse_inter_direct [100]
                0.00    0.10  219566/4944288     x264_mb_analyse_intra_chroma [83]
                0.02    0.42  961659/4944288     x264_slicetype_mb_cost [17]
                0.07    1.52 3483992/4944288     refine_subpel [9]
[23]     8.4    0.10    2.16 4944288         x264_pixel_satd_8x8 [23]
                2.16    0.00 9888576/22398358     x264_pixel_satd_8x4 [12]
-----------------------------------------------
                0.01    0.81  206493/551683      refine_subpel [9]
                0.01    1.36  345190/551683      x264_me_search_ref [8]
[24]     8.1    0.02    2.18  551683         x264_pixel_sad_x4_16x16 [24]
                2.18    0.00 2206732/4823896     x264_pixel_sad_16x16 [13]
-----------------------------------------------
                0.00    0.05   29304/1180486     x264_mb_analyse_inter_b16x16 [27]
                0.01    0.26  146875/1180486     x264_me_refine_bidir_satd [50]
                0.01    0.33  187020/1180486     x264_mb_analyse_intra [33]
                0.06    1.43  817287/1180486     refine_subpel [9]
[25]     8.0    0.09    2.06 1180486         x264_pixel_satd_16x16 [25]
                2.06    0.00 9443888/22398358     x264_pixel_satd_8x4 [12]
-----------------------------------------------
                0.01    2.03   29700/29700       x264_macroblock_analyse [7]
[26]     7.6    0.01    2.03   29700         x264_mb_analyse_inter_p16x16 [26]
                0.03    1.69   85079/793300      x264_me_search_ref [8]
                0.00    0.11    5285/253940      x264_rd_cost_mb [10]
                0.07    0.00  452352/3795189     x264_pixel_satd_4x4 [48]
                0.00    0.06  113088/735028      x264_pixel_sa8d_8x8 [56]
                0.02    0.00  113088/12287601     x264_pixel_sad_8x8 [22]
                0.02    0.00   85079/252031      x264_mb_predict_mv_16x16 [99]
                0.00    0.02    3139/3139        x264_macroblock_probe_skip [137]
                0.01    0.00  452352/927552      x264_pixel_sad_4x4 [113]
                0.00    0.00    1428/308055      x264_analyse_update_cache [94]
                0.00    0.00   85079/172595      x264_mb_predict_mv_ref16x16 [194]
-----------------------------------------------
                0.01    1.88   29304/29304       x264_macroblock_analyse [7]
[27]     7.0    0.01    1.88   29304         x264_mb_analyse_inter_b16x16 [27]
                0.03    1.73   87516/793300      x264_me_search_ref [8]
                0.00    0.05   29304/1180486     x264_pixel_satd_16x16 [25]
                0.02    0.00   29304/203719      pixel_avg_16x16 [79]
                0.02    0.00   87516/252031      x264_mb_predict_mv_16x16 [99]
                0.02    0.00   58608/9893189     get_ref [20]
                0.00    0.00   87516/172595      x264_mb_predict_mv_ref16x16 [194]
-----------------------------------------------
                0.00    1.80   28272/28272       x264_macroblock_analyse [7]
[28]     6.6    0.00    1.80   28272         x264_mb_analyse_p_rd [28]
                0.00    1.77   83260/253940      x264_rd_cost_mb [10]
                0.01    0.02   83260/308055      x264_analyse_update_cache [94]
-----------------------------------------------
                0.00    1.24      76/76          x264_slicetype_analyse [15]
[29]     4.6    0.00    1.24      76         x264_macroblock_tree [29]
                0.00    1.13    2472/7934        x264_slicetype_frame_cost [18]
                0.08    0.03    2471/2471        x264_macroblock_tree_propagate [87]
                0.00    0.00      76/76          x264_macroblock_tree_finish [289]
-----------------------------------------------
                0.01    0.43  568346/1597642     refine_subpel [9]
                0.01    0.78 1029296/1597642     x264_me_search_ref [8]
[30]     4.5    0.01    1.21 1597642         x264_pixel_sad_x4_8x8 [30]
                1.21    0.00 6390568/12287601     x264_pixel_sad_8x8 [22]
-----------------------------------------------
                0.00    1.13  381969/381969      x264_me_search_ref [8]
[31]     4.2    0.00    1.13  381969         x264_pixel_sad_x3_16x16 [31]
                1.13    0.00 1145907/4823896     x264_pixel_sad_16x16 [13]
-----------------------------------------------
                0.00    0.00    2920/4172374     x264_macroblock_probe_skip [137]
                0.12    0.00  479342/4172374     x264_mb_mc_8x8 [62]
                0.15    0.00  561902/4172374     x264_mb_mc [36]
                0.19    0.00  747326/4172374     x264_mb_mc_direct8x8 [52]
                0.62    0.00 2380884/4172374     refine_subpel [9]
[32]     4.0    1.08    0.00 4172374         mc_chroma [32]
-----------------------------------------------
                0.02    1.04   49237/49237       x264_macroblock_analyse [7]
[33]     3.9    0.02    1.04   49237         x264_mb_analyse_intra [33]
                0.01    0.33  187020/1180486     x264_pixel_satd_16x16 [25]
                0.00    0.25  503140/735028      x264_pixel_sa8d_8x8 [56]
                0.15    0.00  934151/3795189     x264_pixel_satd_4x4 [48]
                0.00    0.13   44334/50318       x264_mb_encode_i8x8 [81]
                0.00    0.07  100033/112915      x264_mb_encode_i4x4 [96]
                0.04    0.00   44347/44546       predict_16x16_p [111]
                0.01    0.00   58325/146184      predict_8x8_ddl [115]
                0.01    0.00   55861/143726      predict_8x8_hd [116]
                0.01    0.00   55337/143125      predict_8x8_vr [117]
                0.01    0.00  109806/110480      predict_4x4_ddl [154]
                0.01    0.00   59982/60705       predict_8x8_dc [158]
                0.01    0.00   58546/146401      predict_8x8_vl [133]
                0.00    0.00   59422/147412      predict_8x8_hu [150]
                0.00    0.00   59112/152612      predict_8x8_filter [148]
                0.00    0.00   55433/143246      predict_8x8_ddr [152]
                0.00    0.00   18828/144250      mc_copy_w16 [179]
                0.00    0.00  166397/166397      predict_4x4_mode_available [195]
                0.00    0.00  135625/139313      predict_4x4_h [197]
                0.00    0.00  123410/124742      predict_4x4_dc [200]
                0.00    0.00  122360/125290      predict_4x4_v [199]
                0.00    0.00  109596/110269      predict_4x4_vl [201]
                0.00    0.00  108340/109242      predict_4x4_hu [202]
                0.00    0.00  105576/106354      predict_4x4_hd [203]
                0.00    0.00  105116/105856      predict_4x4_ddr [204]
                0.00    0.00  104752/105426      predict_4x4_vr [205]
                0.00    0.00   72405/73974       predict_8x8_h [208]
                0.00    0.00   63968/65170       predict_8x8_v [211]
                0.00    0.00   49237/49237       predict_16x16_mode_available [216]
                0.00    0.00   46756/47843       predict_16x16_h [217]
                0.00    0.00   46680/47101       predict_16x16_v [219]
                0.00    0.00   44347/44727       predict_16x16_dc [220]
                0.00    0.00    7246/7692        predict_4x4_dc_top [229]
                0.00    0.00    4258/4632        predict_8x8_dc_top [234]
                0.00    0.00    3641/3670        predict_8x8_dc_left [237]
                0.00    0.00    2409/2439        predict_16x16_dc_left [242]
                0.00    0.00    2333/2687        predict_16x16_dc_top [240]
                0.00    0.00    2259/2296        predict_4x4_dc_left [246]
                0.00    0.00     296/309         predict_8x8_dc_128 [256]
                0.00    0.00     148/151         predict_16x16_dc_128 [268]
                0.00    0.00      98/106         predict_4x4_dc_128 [286]
-----------------------------------------------
                0.08    0.86  302645/302645      x264_macroblock_encode [11]
[34]     3.5    0.08    0.86  302645         x264_mb_encode_8x8_chroma [34]
                0.23    0.00  172984/463048      x264_quant_4x4_trellis [44]
                0.00    0.19  251230/1130087     sub8x8_dct [39]
                0.16    0.00  831936/4161037     quant_4x4 [40]
                0.15    0.00  584138/584138      pixel_var2_8x8 [80]
                0.00    0.09  181339/181339      sub8x8_dct_dc [91]
                0.01    0.00   72376/72416       x264_quant_dc_trellis [156]
                0.01    0.00  360193/362064      quant_2x2_dc [144]
                0.00    0.01   12574/327346      add8x8_idct [69]
                0.01    0.00   86283/1225106     zigzag_scan_4x4_frame [89]
                0.00    0.00   86283/1216644     dequant_4x4 [101]
                0.00    0.00   70758/74423       x264_decimate_score15 [207]
                0.00    0.00   31225/31225       add8x8_idct_dc [222]
-----------------------------------------------
                0.00    0.87   17964/17964       x264_macroblock_analyse [7]
[35]     3.2    0.00    0.87   17964         x264_mb_analyse_inter_p8x16 [35]
                0.02    0.86   43256/793300      x264_me_search_ref [8]
                0.00    0.00   43256/992920      x264_mb_predict_mv [102]
-----------------------------------------------
                0.00    0.08   29304/301507      x264_macroblock_analyse [7]
                0.02    0.77  272203/301507      x264_macroblock_encode [11]
[36]     3.2    0.02    0.85  301507         x264_mb_mc [36]
                0.02    0.28  158924/205408      x264_mb_mc_direct8x8 [52]
                0.02    0.28  279028/279028      x264_mb_mc_8x8 [62]
                0.15    0.00  561902/4172374     mc_chroma [32]
                0.05    0.00  216485/482194      mc_luma [84]
                0.02    0.00   27540/203719      pixel_avg_16x16 [79]
                0.02    0.00   64466/9893189     get_ref [20]
                0.01    0.00   55080/478816      pixel_avg_8x8 [86]
                0.00    0.00    2081/28978       pixel_avg_8x16 [164]
                0.00    0.00    2612/38984       pixel_avg_16x8 [163]
                0.00    0.00    5224/5224        pixel_avg_8x4 [231]
                0.00    0.00    4162/4162        pixel_avg_4x8 [235]
-----------------------------------------------
                0.02    0.00  112915/4633263     x264_mb_encode_i4x4 [96]
                0.85    0.00 4520348/4633263     sub8x8_dct [39]
[37]     3.2    0.87    0.00 4633263         sub4x4_dct [37]
-----------------------------------------------
                0.00    0.86   17964/17964       x264_macroblock_analyse [7]
[38]     3.2    0.00    0.86   17964         x264_mb_analyse_inter_p16x8 [38]
                0.02    0.85   42685/793300      x264_me_search_ref [8]
                0.00    0.00   42685/992920      x264_mb_predict_mv [102]
-----------------------------------------------
                0.00    0.01   11889/1130087     x264_macroblock_probe_skip [137]
                0.00    0.19  251230/1130087     x264_mb_encode_8x8_chroma [34]
                0.00    0.65  866968/1130087     sub16x16_dct [42]
[39]     3.2    0.01    0.85 1130087         sub8x8_dct [39]
                0.85    0.00 4520348/4633263     sub4x4_dct [37]
-----------------------------------------------
                0.01    0.00   38378/4161037     x264_macroblock_probe_skip [137]
                0.01    0.00   38944/4161037     x264_mb_encode_i16x16 [123]
                0.02    0.00  103571/4161037     x264_mb_encode_i4x4 [96]
                0.16    0.00  831936/4161037     x264_mb_encode_8x8_chroma [34]
                0.61    0.00 3148208/4161037     x264_macroblock_encode [11]
[40]     3.0    0.81    0.00 4161037         quant_4x4 [40]
-----------------------------------------------
                0.02    0.00    2900/122304      x264_mb_encode_i8x8 [81]
                0.73    0.00  119404/122304      x264_macroblock_encode [11]
[41]     2.8    0.74    0.00  122304         x264_quant_8x8_trellis [41]
-----------------------------------------------
                0.00    0.01    2474/216742      x264_mb_encode_i16x16 [123]
                0.00    0.65  214268/216742      x264_macroblock_encode [11]
[42]     2.4    0.01    0.66  216742         sub16x16_dct [42]
                0.00    0.65  866968/1130087     sub8x8_dct [39]
-----------------------------------------------
                0.01    0.65 1143904/1143904     x264_me_search_ref [8]
[43]     2.4    0.01    0.65 1143904         x264_pixel_sad_x3_8x8 [43]
                0.65    0.00 3431712/12287601     x264_pixel_sad_8x8 [22]
-----------------------------------------------
                0.00    0.00     640/463048      x264_mb_encode_i16x16 [123]
                0.01    0.00    9344/463048      x264_mb_encode_i4x4 [96]
                0.23    0.00  172984/463048      x264_mb_encode_8x8_chroma [34]
                0.37    0.00  280080/463048      x264_macroblock_encode [11]
[44]     2.3    0.61    0.00  463048         x264_quant_4x4_trellis [44]
-----------------------------------------------
                0.60    0.00 1132976/1132976     x264_pixel_hadamard_ac_16x16 [46]
[45]     2.2    0.60    0.00 1132976         pixel_hadamard_ac [45]
-----------------------------------------------
                0.00    0.06   29304/283244      x264_macroblock_analyse [7]
                0.00    0.54  253940/283244      x264_rd_cost_mb [10]
[46]     2.2    0.00    0.60  283244         x264_pixel_hadamard_ac_16x16 [46]
                0.60    0.00 1132976/1132976     pixel_hadamard_ac [45]
-----------------------------------------------
                0.13    0.00  276323/1271957     x264_me_search_ref [8]
                0.16    0.00  340254/1271957     x264_pixel_sad_x3_16x8 [75]
                0.31    0.00  655380/1271957     x264_pixel_sad_x4_16x8 [60]
[47]     2.2    0.59    0.00 1271957         x264_pixel_sad_16x8 [47]
-----------------------------------------------
                0.07    0.00  452352/3795189     x264_mb_analyse_inter_p16x16 [26]
                0.07    0.00  475200/3795189     x264_macroblock_analyse [7]
                0.08    0.00  536092/3795189     x264_pixel_satd_4x8 [93]
                0.15    0.00  934151/3795189     x264_mb_analyse_intra [33]
                0.22    0.00 1397394/3795189     refine_subpel [9]
[48]     2.2    0.59    0.00 3795189         x264_pixel_satd_4x4 [48]
-----------------------------------------------
                0.00    0.58   20569/20569       x264_macroblock_analyse [7]
[49]     2.1    0.00    0.58   20569         x264_refine_bidir [49]
                0.03    0.55    5141/5141        x264_me_refine_bidir_satd [50]
-----------------------------------------------
                0.03    0.55    5141/5141        x264_refine_bidir [49]
