Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       3/3           x264_nal_start [197]
                0.00    0.00       3/3           x264_nal_end [196]
                0.00    0.00       1/1           x264_sei_version_write [236]
                0.00    0.00       1/1           x264_sps_write [237]
                0.00    0.00       1/1           x264_pps_write [226]
-----------------------------------------------
                0.01    9.07      75/75          x264_encoder_encode [3]
[4]     88.6    0.01    9.07      75         x264_slice_write [4]
                0.05    7.77   29700/29700       x264_macroblock_analyse [5]
                0.00    0.62    1425/1425        x264_fdec_filter_row [21]
                0.02    0.46   29700/77327       x264_macroblock_encode [11]
                0.04    0.02   29700/29700       x264_macroblock_cache_load [57]
                0.04    0.02   15325/15325       x264_macroblock_write_cavlc [58]
                0.02    0.02   29700/29700       x264_macroblock_cache_save [73]
                0.00    0.00   29700/29700       x264_ratecontrol_mb [111]
-----------------------------------------------
                0.05    7.77   29700/29700       x264_slice_write [4]
[5]     76.3    0.05    7.77   29700         x264_macroblock_analyse [5]
                0.07    4.15  153419/245900      x264_me_search_ref [6]
                0.02    2.29   29304/29304       x264_mb_analyse_inter_p16x16 [8]
                0.02    0.84   17418/17418       x264_mb_analyse_p_rd [19]
                0.01    0.21   17814/17814       x264_mb_analyse_intra [32]
                0.00    0.05   17418/19918       x264_mb_analyse_intra_chroma [56]
                0.00    0.05   17814/17814       x264_intra_rd [71]
                0.03    0.00  153419/280011      x264_mb_predict_mv [63]
                0.01    0.00   29700/29700       x264_adaptive_quant [85]
                0.01    0.00   29304/29455       x264_mb_analyse_load_costs [88]
                0.00    0.00     396/396         x264_mb_cache_fenc_satd [112]
                0.00    0.00   17814/66341       x264_analyse_update_cache [108]
                0.00    0.00   58608/58608       prefetch_ref_null [126]
                0.00    0.00   29700/29775       x264_ratecontrol_qp [139]
                0.00    0.00   17383/17383       x264_mb_analyse_transform_rd [149]
-----------------------------------------------
                0.01    0.79   29304/245900      x264_slicetype_mb_cost [17]
                0.03    1.71   63177/245900      x264_mb_analyse_inter_p16x16 [8]
                0.07    4.15  153419/245900      x264_macroblock_analyse [5]
[6]     66.0    0.12    6.65  245900         x264_me_search_ref [6]
                0.18    3.92  245900/245900      refine_subpel [7]
                0.60    0.00  126354/192561      x264_pixel_sad_x4_16x16 [18]
                0.39    0.00  311568/473903      x264_pixel_sad_x4_8x8 [23]
                0.32    0.00  128378/128378      x264_pixel_sad_x3_16x16 [28]
                0.29    0.00  318036/318036      x264_pixel_sad_x3_8x8 [29]
                0.21    0.00  417698/2265280     get_ref [13]
                0.19    0.00  246717/246717      x264_pixel_sad_16x16 [34]
                0.17    0.00  545619/616875      x264_pixel_sad_8x8 [33]
                0.08    0.00   27050/41476       x264_pixel_sad_x4_16x8 [41]
                0.08    0.00   26828/41149       x264_pixel_sad_x4_8x16 [42]
                0.07    0.00   58522/58522       x264_pixel_sad_8x16 [51]
                0.07    0.00   27214/27214       x264_pixel_sad_x3_8x16 [52]
                0.05    0.00   27462/27462       x264_pixel_sad_x3_16x8 [70]
                0.03    0.00   58640/58640       x264_pixel_sad_16x8 [80]
-----------------------------------------------
                0.18    3.92  245900/245900      x264_me_search_ref [6]
