-259301    223220    263328    61176    286
5210    -693    183148    391896    287
-357517    -261737    7092    -18753    288
-244945    -154017    -157649    -265193    289
87539    383732    16923    -44565    290
3391    -32073    515    -411265    291
162760    -403517    1264    -20093    292
-181005    -35817    262864    249448    293
141932    -323289    -234345    155232    294
-2413    -20949    -374529    -207173    295
-400025    -155915    744    -8363    296
245378    -76517    910    345648    297
-246551    281472    1286    -121373    298
4272    -24872    -427881    -49244    299
-284213    319944    23488    -18041    300
-10573    -55789    -84981    378192    301
-301441    -92705    -222405    176068    302
400    -12389    400096    -162677    303
-230283    -393165    -299    -1021    304
151064    -245561    -323577    -97105    305
270928    -264357    7184    -45909    306
-11755    9500    62270    411264    307
173234    379480    6918    -15057    308
45236    71340    -113973    369400    309
39220    -353113    246388    15872    310
-2105    5212    -283049    351056    311
-80537    428504    3264    -17    312
129060    -252241    24876    -353065    313
-174569    -346621    -158101    -141773    314
-9013    2056    -280441    -321369    315
-301997    267132    -285    -17677    316
4624    38124    292088    263456    317
173664    257116    -227309    -193493    318
15156    6124    -291401    342560    319
-415813    -154789    -581    -21953    320
6168    300672    265240    -130881    321
-385393    -63697    12432    -33305    322
-17653    -18605    -271521    304472    323
406752    -140407    -4881    -24203    324
-146681    137928    -342513    -107873    325
-84897    333456    -279153    46520    326
10156    -23213    -295297    307960    327
-352265    -261829    4840    -9069    328
-86557    -241057    -306537    -173741    329
32322    -381669    2522    -95733    330
-10844    -27233    95508    425016    331
-365445    -214481    5052    -681    332
-35177    -35529    118408    -356913    333
238276    233396    -264553    -95125    334
-6349    -16801    159788    -399945    335
-223797    -376601    3356    -1417    336
-285981    -105221    170092    -258149    337
43352    371364    19344    -60749    338
9700    16508    276768    -281249    339
-246725    339932    16256    -9941    340
125686    -3449    24762    -368889    341
-102869    317276    181080    201164    342
-2721    17736    189524    388568    343
-286269    333880    7880    -15309    344
-215549    -214585    193748    300968    345
273920    229464    -93377    -143809    346
-593    8616    -315713    315968    347
-274381    -320477    8036    -1893    348
26112    21072    -198361    -348673    349
42178    -313857    116726    -231913    350
4888    3132    -74705    430928    351
-291813    -328405    1448    -31101    352
237332    -117033    -271713    180868    353
311732    -232467    12084    -27239    354
20648    -10909    269304    327320    355
-207365    -369745    -2965    -21821    356
-54459    -156533    -170365    -324273    357
-149093    318064    -149673    237560    358
8140    -17613    104672    -422665    359
-440741    -16097    132    -17111    360
97052    257292    264448    -212441    361
346856    -107283    -22045    -131013    362
15198    -4673    166048    -366905    363
256696    310900    5624    -22069    364
32792    -39249    9428    -379657    365
317156    -37769    49228    299128    366
5932    -13229    403400    184408    367
-242167    -372777    -6063    5848    368
187686    181616    13678    334024    369
-379257    -39931    21776    -63847    370
-11057    7878    -394705    -167977    371
418832    -24370    4320    -12684    372
-32925    77276    122164    -362745    373
41648    319696    149224    -193005    374
-17917    -12215    -438353    -54415    375
193526    382092    -357    -6573    376
248924    8496    -256601    253892    377
49996    343440    -195109    -114433    378
-14173    10300    333976    -269705    379
316232    234468    14024    -35165    380
-29205    19340    -403737    -96105    381
-291057    -90177    -257713    178876    382
-3217    -6385    -418417    162792    383
424880    98271    -105    -22956    384
270456    150088    280144    95548    385
193868    350640    6908    -28521    386
-36401    -5741    -218281    -345673    387
-422121    -18425    4132    -16593    388
-41875    206008    15454    -366441    389
357944    60899    -251769    -4668    390
-22205    -26281    -6859    -422233    391
312884    293844    10188    -14341    392
-222805    -79401    8692    -335393    393
-347037    124138    23204    -101551    394
-15893    -14827    -394001    -149521    395
150622    389596    18930    -18581    396
-73037    -12495    340248    136596    397
282504    -191013    -195005    -204961    398
-16807    -17877    10884    428816    399
214996    376660    12968    3516    400
-254937    166082    310784    -4443    401
311732    -239341    13852    -42437    402
27358    7980    131728    380496    403
380344    -160525    8708    3142    404
124644    -62238    355968    39    405
310020    112844    99424    254868    406
-10253    -10513    -392641    -212569    407
341632    -246837    1592    -9021    408
-282829    -29301    -213261    292344    409
161764    -326353    -70901    -142973    410
4570    -4017    -38443    -417625    411
-58725    405956    9612    -12249    412
41452    1306    362784    -114407    413
-282633    -153189    254032    -102227    414
1339    -2953    -79775    -432417    415
324036    293888    7364    -12665    416
16208    -274197    -317521    -59413    417
-373077    -136479    25612    -38967    418
6276    -27015    -389841    138424    419
10426    415772    12978    -6133    420
-125761    -110973    281576    -206253    421
325072    158948    -200529    210216    422
1894    -13153    158460    403328    423
427224    103563    676    -14944    424
232352    124088    309672    154956    425
-192593    -315441    -6897    -119797    426
12386    -10873    197908    383192    427
5018    -395249    12566    -21705    428
23588    -34597    386904    60112    429
34244    -302113    -115445    281168    430
7824    -14261    -448513    -18669    431
222550    372564    15406    -7269    432
274848    -30309    -278105    206324    433
127258    353044    14198    -67821    434
-13225    12404    322768    -248581    435
-361921    -218251    10832    -8627    436
5920    85960    349680    115612    437
335656    -14237    225112    -98629    438
1176    -989    397400    -174269    439
-71331    -437145    7048    -321    440
225904    -133001    -326073    -153669    441
352688    -108751    -180513    -129025    442
-12857    12416    -54000    437424    443
-27595    -419545    5442    -28961    444
-10545    30808    169304    -360753    445
-174429    232388    -318225    -20269    446
-8517    852    341056    -262069    447
377360    208914    -4041    -12919    448
-250909    142536    97276    -299369    449
272228    -290405    11920    -44333    450
-5289    -27399    382648    151216    451
-321245    292668    -5261    -8717    452
-179677    52372    -184241    316968    453
-331065    -111173    -253345    96220    454
628    -26322    427824    -82415    455
377556    218688    5724    -13049    456
113684    -227957    -289153    174544    457
345080    141544    10040    -110377    458
-2617    -19745    283840    -311961    459
418876    -66063    10700    -28295    460
-36913    -49723    -373489    -113587    461
-160757    272624    -288273    40352    462
4480    -27325    -319777    298816    463
199744    380072    460    -1161    464
-89389    -299249    -123929    -290169    465
-374193    -151433    15480    -46193    466
1324    18642    -405561    -123423    467
27057    -436553    5979    -6793    468
81956    38557    -377457    -67057    469
-348769    -89645    228344    116396    470
-5908    11176    33603    -427105    471
176804    -384673    -2061    -5657    472
-45053    -280553    343048    -63969    473
-304069    215536    -118769    -144509    474
7196    10214    414720    33854    475
388872    22830    10160    -12303    476
11328    27444    -309313    245972    477
303884    -76045    -61877    -265081    478
1056    13588    168432    -394689    479
248752    350396    15536    -17293    480
217000    151164    -38937    331648    481
27750    388636    24722    -26101    482
23076    -13949    183604    -353401    483
335952    238064    6376    -10537    484
20880    -138637    -360633    107300    485
-340141    -133693    -77701    275240    486
-4045    -13257    -337033    277752    487
419412    -65645    17420    3614    488
-104375    266608    -99137    -341721    489
-7712    366508    -29518    -137829    490
19724    -4138    -415369    108584    491
-425501    -52729    21276    -14669    492
46804    -23365    -399393    26504    493
121400    292496    194388    215660    494
14700    -5749    -331601    -296129    495
247032    341248    1400    -13481    496
-33013    252252    274840    149724    497
188404    -336133    13276    -83753    498
-15434    -15381    49463    419800    499
-338049    255252    72    -10933    500
-61621    49020    -361609    -135305    501
-312993    75300    63856    -243045    502
-4017    -14207    361056    247656    503
-306861    -309909    4444    -11277    504
193736    138620    170024    316288    505
-352073    58    -244401    -92375    506
-14133    -13441    -439801    -53341    507
-392061    82980    9152    -32673    508
-28949    10908    -4457    393328    509
-51168    -301977    -77793    299208    510
-8861    -17368    428288    -81961    511
-313053    -310453    436    -17677    512
241444    202332    79764    291768    513
390520    -43285    29040    -25045    514
-5505    -29153    383056    60696    515
116286    427896    16156    -16473    516
-216545    118104    344808    39590    517
346544    -113425    -236873    -73503    518
-4186    -4141    56005    423040    519
28375    -430353    7293    -1697    520
-174949    -179809    316728    -75471    521
-160065    352776    23896    -80625    522
1216    -36092    415920    -54662    523
395484    -148527    15412    -24663    524
-42093    -74745    -273057    274152    525
229868    -222033    -48229    -262249    526
9290    -24597    63834    -430089    527
83087    -422201    -2822    -7697    528
-278249    55204    146672    287504    529
-50781    -389733    23056    -38685    530
-14725    13234    -347441    -232809    531
-227421    -366933    6068    -2069    532
118476    65928    -83677    373336    533
345552    -3729    -7465    282840    534
-369    5122    353480    229680    535
-398325    -197121    -14853    -7801    536
-189513    -220269    -321017    -157349    537
-72943    -374681    -41311    -144793    538
-1555    10088    142100    390144    539
379772    106295    8596    -13456    540
7909    37800    -115993    378144    541
-281657    -168209    264912    121040    542
-829    -1765    -104637    427712    543
-70287    -435373    13425    -3525    544
72644    -270873    -103499    -293977    545
-311689    272688    20892    -19265    546
25326    -10081    192872    -348913    547
391856    -104045    6976    -12357    548
15324    -189313    178404    339432    549
340544    -9023    -244281    139088    550
19024    -1493    -190381    -389737    551
-169231    -403765    9218    -4429    552
114310    220200    -85947    338176    553
-378517    -88247    1220    -99367    554
22420    -4435    -341137    -250465    555
-420657    -57089    17376    -28025    556
53592    -13597    -240825    313912    557
-11309    -320737    -259745    155060    558
16716    -3893    410904    159396    559
115087    -417345    -1534    -16185    560
273168    100080    -302601    -164137    561
366492    110464    16004    -65997    562
-20329    -7573    -152969    388840    563
-195639    359472    -1803    -7905    564
-74217    68800    -220269    303560    565
325608    -97771    244888    22722    566
-16017    -18707    -410921    112738    567
-363809    242040    5128    -19637    568
265796    79716    137688    -314169    569
228496    -303537    -131309    -141749    570
-5348    -1529    -53660    -430665    571
-394613    -100469    5180    -16501    572
-34295    -5441    168284    365128    573
-201525    215992    -191233    -225045    574
-18137    -19915    -430721    59796    575
-192555    -387585    10346    -4617    576
-298721    93820    289528    -70769    577
-162153    -364429    18640    -31069    578
8784    -24135    -373465    167948    579
368276    226800    2632    -14161    580
-170065    -115029    -291569    -205345    581
-356081    54957    -262705    22565    582
13992    -21489    -415937    120402    583
-41882    -438389    18879    -15045    584
193464    -138697    -234437    -243609    585
335616    -144201    14728    -85959    586
4508    -20957    -134453    411392    587
-39753    -405109    24068    -16941    588
25124    -75525    266128    -274993    589
-137945    293932    -264177    -126637    590
18492    -13477    375528    -204629    591
116800    -420765    -3905    -9781    592
22722    -301641    233728    -209269    593
-321797    227476    18940    -45409    594
-12465    2986    387984    -123655    595
-426761    -16319    -2881    -12521    596
-11383    104484    145444    -333361    597
-339085    24056    157728    220984    598
-1763    3748    -79663    424616    599
-432545    2298    -12321    -4965    600
173448    -230489    89940    345424    601
-98821    349900    -90779    -158173    602
-7909    -5726    -420049    86532    603
131112    -396737    5184    -20789    604
-35530    26164    -41574    -389673    605
307832    -66013    168560    -220573    606
-11021    -3941    -335009    286664    607
6611    -435469    9831    6636    608
176068    207696    -301721    113628    609
356596    152318    33924    -32919    610
8698    15900    78926    405280    611
159246    -395025    9578    2600    612
140900    -65529    -58691    -363313    613
-354589    -13009    -149517    248696    614
10104    5872    327576    -265137    615
-291201    -322641    -5161    -14377    616
-243257    147020    315736    -121385    617
236292    273448    -8669    -114329    618
11500    4202    341472    -246645    619
-123299    404376    11726    -12993    620
43286    25788    171684    -349393    621
140524    268976    -8693    295472    622
2898    -7041    193060    384432    623
91173    -438117    14887    -5965    624
-155205    222560    -65029    329192    625
-139443    -357785    28258    -79921    626
-4693    -31465    -252221    -331017    627
274200    317180    4536    -16133    628
-92125    -28185    245384    -284313    629
-296881    163436    179404    -155829    630
1872    -24449    -324873    -305273    631
-167833    395380    -9237    -16077    632
14336    267412    -331785    166536    633
-284809    196024    -183265    -118569    634
-11533    -23129    424456    -41073    635
-23330    409304    14593    -44825    636
-31725    -33657    -308633    -246585    637
-7205    -297397    -294017    133276    638
-4073    -19117    -415137    -137993    639
259748    362800    5748    -21017    640
-63449    306332    254512    146780    641
-204823    339552    23280    -25993    642
13971    -32517    -47286    -395465    643
-269329    -344353    8156    -16609    644
-222101    -32853    129872    -332265    645
78148    345004    -253497    -29917    646
26484    -4169    252932    -355745    647
464    443632    7934    -12753    648
19927    -254329    77914    -312209    649
-274489    -271089    15588    -87705    650
15120    -21697    -274729    -319073    651
-213881    355392    15488    -18033    652
-2869    -68925    284104    271224    653
264336    210556    -153969    -225365    654
-453    -21917    -255389    349528    655
-111319    422120    -1855    -10609    656
-209613    -220341    300384    53108    657
348068    152252    4980    -58085    658
-9613    9548    -78909    408224    659
363000    192280    9304    -21293    660
64372    99050    344872    137384    661
-11559    330776    72978    267672    662
-11971    -4041    -179881    -412057    663
406732    88462    4468    3614    664
-14465    -297121    -298169    231144    665
361764    -9361    -66649    -150753    666
-10649    10060    188644    -378841    667
-372517    176364    4572    -14979    668
-21561    42619    388072    32555    669
58568    -328513    260608    -60017    670
-3033    -2013    219400    -372953    671
13568    443788    14286    -3965    672
279952    -56265    -287689    -140829    673
-77725    -391013    9568    -33397    674
18396    -1677    -417705    -67697    675
-333845    279004    13020    2012    676
95624    -146399    347048    -93499    677
-6947    343000    -203321    201016    678
16826    -1049    -111511    419528    679
213384    371532    11100    3052    680
-71973    248400    243856    226764    681
188572    -326593    -4541    -103797    682
20702    6512    -19143    419672    683
336688    -237869    4664    -17205    684
55268    2750    327720    218412    685
304464    -81441    -159441    268344    686
436    -1489    -340625    -287993    687
-112907    434448    -13567    -13121    688
86468    256560    -312137    137560    689
-257945    285244    12088    -70553    690
-18165    -8515    406328    -51795    691
-48561    -425697    -15615    -26073    692
-96697    24744    282488    244780    693
130048    317404    232288    -69065    694
-13605    -20468    422728    102394    695
273720    -331541    14080    -13245    696
170260    214288    -265217    -255713    697
251764    252264    -155893    -141689    698
-21089    -11605    -269241    332968    699
341564    -232929    8068    -30769    700
-31517    -28429    308256    -234669    701
-278081    -109431    -303729    -67379    702
-4517    -11131    439440    42266    703
123172    415656    12524    -16209    704
-227789    -207897    132196    -255969    705
385004    91728    3212    -18653    706
21364    -14037    259960    313624    707
-431525    -46280    26580    -14460    708
-86513    -194329    -271009    241588    709
-26221    -356393    -264561    86012    710
11848    -951    386376    186796    711
94834    430944    -3433    -1793    712
241792    59014    -334441    89128    713
15046    376480    11837    -102249    714
15388    -14689    389816    -119047    715
285188    297700    14236    -17269    716
45836    -45697    -309529    -250601    717
-326937    -78429    -291873    30116    718
10420    -6162    -447409    24041    719
-136729    423872    -5405    -6425    720
255776    -156657    -40153    -311081    721
-64809    -378821    29604    -52341    722
-15157    1816    -287513    -311097    723
351660    -216845    4828    -10541    724
-50265    104440    -337465    -198905    725
-55065    -341857    217620    136840    726
-7649    -7829    287376    -323721    727
419316    -123017    -12933    -22337    728
272120    -98482    330320    22303    729
-317517    -177785    -105221    -149305    730
-7733    -1557    353248    243804    731
186192    355660    6320    -15421    732
-33369    7840    -394017    121024    733
150448    263520    -3337    -290729    734
-17853    -16633    409016    -191037    735
-56034    430264    -848    -3689    736
-97069    263384    -132533    299584    737
-328933    228736    11372    -43877    738
4144    18322    332072    -231533    739
20038    427760    3308    -2041    740
144112    -10210    -380641    -16656    741
2583    -345121    -92271    282800    742
2820    6113    -445097    27127    743
332364    268676    2316    -7069    744
-280677    -42269    13740    -342305    745
-351433    150724    -27121    -129089    746
1884    8140    -412033    -137397    747
-215877    -360213    -6389    -18253    748
30704    32198    -373601    -137973    749
-226625    207544    154668    252564    750
12335    -3261    -59540    -444585    751
-79410    431188    8127    -17013    752
-259453    35776    237312    230856    753
391548    14788    23180    -81485    754
-6103    -27685    -170361    379144    755
-404625    -107847    2576    -19931    756
-63473    -50169    -285153    -261881    757
-195593    -271985    78064    -244613    758
1698    -26141    143964    420168    759
24158    -433077    3176    -15917    760
-124263    210144    49448    352504    761
-154973    -316185    -214513    -90729    762
-8569    -22745    -349441    -263393    763
-286617    -286941    16456    -31437    764
-16793    -38541    -176617    370032    765
284112    -124909    -145241    277200    766
-12113    -9259    380856    229732    767
-341413    278156    -13893    -1773    768
-101041    -305017    173848    256784    769
-222241    -334169    20104    -24473    770
-1297    25620    278024    -282297    771
384756    -200421    -5773    -2661    772
204948    -50169    300840    -191193    773
-310905    -182439    -256993    -46847    774
-4881    -2341    415032    89592    775
-438053    -25790    -3653    15691    776
78920    228560    227504    -211549    777
374552    -84465    11224    -89201    778
34    6496    151892    -383393    779
-271865    -346121    9836    -18085    780
19794    61188    2842    382080    781
-337641    -6489    -108881    -256673    782
-2501    11098    -405313    -165561    783
-434185    -93880    1824    -16914    784
283552    78412    261992    188332    785
-327409    224828    11712    -43929    786
5108    -25419    -379497    175900    787
-305057    300348    6264    -32729    788
-88165    -99749    191068    332232    789
-248413    -227477    49084    270112    790
8172    -13929    335640    -274921    791
-147103    410336    3866    -19977    792
93800    268716    -349777    45344    793
-237733    288524    -43149    -140601    794
7120    -7257    424896    40416    795
-28920    -403241    22489    -26217    796
2206    -37745    229612    325416    797
134632    295904    284576    31392    798
14096    -16241    415720    162704    799
-438277    43724    -13533    -21279    800
-213853    182976    -215969    -236205    801
372332    123430    7716    -36179    802
-18481    -11301    -198841    -357937    803
-199085    -381049    6812    -19705    804
-59453    158920    338656    151376    805
-248813    -253173    -237521    165184    806
-6321    -16110    -432945    31791    807
-401081    187278    -3289    -18727    808
-27931    -263145    85666    319464    809
144502    346428    -11751    -118801    810
-8325    -9503    -387513    173472    811
95240    399192    -7325    -14361    812
-53255    -9809    63018    384888    813
-195629    251268    -208401    213464    814
-14215    -2221    223572    -374889    815
-432785    -117124    11144    -2934    816
-199473    -220329    -334545    -9001    817
-106245    -386785    18400    -59857    818
19256    6536    245064    332192    819
417252    75381    3292    -16030    820
91448    -43181    61878    383520    821
-315233    -163949    251280    -17595    822
2831    8588    11793    426024    823
266312    325936    15832    -8681    824
-227885    -152705    -70689    -336265    825
-364853    13646    -153065    -137529    826
10000    21868    -419537    -118065    827
72640    383004    11596    -21237    828
22576    5576    379904    88572    829
265880    -69021    -267841    -144945    830
3739    -7781    114    439040    831
-415573    148556    -8549    -8593    832
292992    74106    234680    -182805    833
-254789    301596    15196    -28397    834
-17671    3532    -101879    394560    835
139870    -404333    4898    -7901    836
129376    156370    -373689    13174    837
272200    220896    -264521    52452    838
-4814    7252    -50992    423120    839
-429093    66621    -1221    -3494    840
-241889    36444    -330329    -95893    841
-336305    -200049    13464    -97121    842
-10989    -1473    278096    299232    843
-382421    159922    184    -7831    844
-46071    48692    -23263    -374121    845
297464    -159649    -288121    -59527    846
3946    -9349    -140281    -426577    847
-444245    -111603    16112    -9383    848
-169457    238464    110692    -290009    849
353884    146514    34524    -45099    850
20414    -19673    115538    -399465    851
102820    424552    12644    -7161    852
25392    -118521    -102153    -352585    853
252996    211948    194876    194252    854
9440    -7533    389504    200260    855
55702    424748    5758    -17981    856
-234161    170588    259052    224676    857
320440    -136281    -92857    -154261    858
24620    -13065    -106841    408368    859
-410221    39028    14020    -20189    860
45916    -26155    -315217    -230393    861
-279105    -135449    94660    -271977    862
11070    -10785    220708    372976    863
-442193    -50869    14872    -13601    864
-53829    -283561    -230465    242368    865
-53169    -386709    15224    -46589    866
-7977    -38957    370296    142076    867
-407629    -73652    19516    -18822    868
