-39118 	 -53895
-11 	 693
1168 	 -283
22728 	 -40601
-2771 	 -22374
-5084 	 -8542
830 	 -250
-61883 	 15054
-9594 	 65318
-82 	 -115
-12678 	 -61110
19062 	 15495
-40156 	 -20378
459 	 -1478
1125 	 163
-17571 	 18453
-40063 	 -21793
720 	 261
3249 	 324
42393 	 -65016
4198 	 -21507
-25318 	 24982
690 	 -495
-39832 	 -45894
-33024 	 28418
474 	 -718
44041 	 -24137
39224 	 2392
31104 	 55853
2053 	 1376
371 	 -113
-13267 	 -35890
17957 	 -51582
-613 	 14
1649 	 -253
-48206 	 49741
13499 	 59219
-23583 	 -49386
691 	 131
-25155 	 38301
3030 	 -56858
661 	 170
37164 	 -38157
1451 	 -29018
-53807 	 61670
-1429 	 310
951 	 -404
3800 	 -46180
-61295 	 -44766
436 	 -941
2251 	 345
-6856 	 -17354
53644 	 15878
-27204 	 -64493
114 	 -126
62274 	 7618
62188 	 -24776
-293 	 -77
11029 	 802
23396 	 -45631
-22196 	 -30915
880 	 -4921
814 	 126
46350 	 -61260
34358 	 55074
956 	 483
876 	 -48
-57833 	 25135
-59999 	 5269
46310 	 -5751
553 	 -589
999 	 60335
-22315 	 -42497
-46 	 -349
52638 	 -658
-20256 	 29298
-33358 	 48409
1007 	 -1117
1018 	 217
57904 	 -60327
-20191 	 -39415
419 	 410
4006 	 295
-21929 	 -28829
23716 	 9675
-14454 	 -1134
849 	 -373
-45736 	 -40648
64364 	 -14993
707 	 -556
-62709 	 -34400
-1304 	 -24371
27128 	 58422
899 	 1865
430 	 -276
-55629 	 49569
-43025 	 -65254
-582 	 -428
1872 	 -127
26429 	 65286
-22712 	 -48246
-21838 	 3567
509 	 209
-57146 	 24711
23824 	 32272
435 	 274
21395 	 -1710
-12359 	 -26532
-54307 	 -58193
-1357 	 -543
1106 	 -287
-63587 	 -58446
46702 	 47597
761 	 -726
2343 	 420
39391 	 35870
-60607 	 -26800
20138 	 49390
158 	 -318
2836 	 58873
63676 	 20323
-261 	 -381
21793 	 -667
44255 	 -1342
-50618 	 -36825
2598 	 -3223
665 	 188
-17725 	 38985
-52445 	 -27598
488 	 721
983 	 -187
-25750 	 59617
623 	 59507
-1739 	 -39993
738 	 -453
-33029 	 29636
-15924 	 -31544
4 	 104
7351 	 -64533
23479 	 -19670
2464 	 -20146
-237 	 -1524
1193 	 39
17292 	 49390
-64295 	 29627
911 	 -29
2776 	 384
38088 	 50192
18089 	 -45405
-21792 	 36061
488 	 -530
28231 	 -31747
48645 	 48921
185 	 -745
6992 	 51514
-2083 	 -18352
-44337 	 -62043
2932 	 258
403 	 46
46682 	 45368
-5877 	 32590
-410 	 428
1402 	 -309
-56191 	 -55698
42229 	 -18462
-44147 	 4774
811 	 -36
-35903 	 46593
2835 	 55412
807 	 -41
-9471 	 2560
31764 	 -15134
22309 	 10205
-1039 	 1152
758 	 -445
44978 	 -20143
31343 	 -14223
33 	 -968
2165 	 210
-17523 	 5128
-62454 	 16999
42615 	 35580
173 	 56
52644 	 46066
37785 	 23846
-164 	 204
7161 	 534
14319 	 -48233
-50424 	 -3293
-2127 	 -5938
913 	 -14
58428 	 34601
3729 	 33063
1257 	 18
857 	 90
58378 	 -36562
-945 	 -64883
-21616 	 10807
322 	 -620
45218 	 -18741
-48635 	 15296
234 	 -600
-41029 	 -9379
-14292 	 -3299
54401 	 5610
1303 	 -193
871 	 133
-31289 	 -1643
55039 	 -50181
-79 	 288
6290 	 448
64921 	 36898
42964 	 -42424
-3643 	 -6001
929 	 -80
5262 	 36064
41887 	 -50715
830 	 -138
48372 	 -16466
-17578 	 12730
63940 	 -52044
-776 	 1416
684 	 -437
-51022 	 52502
-13912 	 31682
-116 	 -923
2126 	 148
-51659 	 -48111
-51035 	 23751
33988 	 -9276
219 	 113
38688 	 -54099
-61258 	 2907
66 	 170
51668 	 -6817
-9461 	 -63038
-28021 	 -41780
-501 	 -1446
1201 	 -20
56605 	 55811
65138 	 27941
941 	 -161
2652 	 405
-62319 	 46407
11101 	 -7816
61450 	 7430
412 	 -517
41595 	 -17720
44998 	 59906
77 	 -717
-64313 	 22197
-46442 	 -20294
38278 	 -52221
3123 	 -302
436 	 96
13284 	 37944
30381 	 -56783
-279 	 550
1311 	 -309
-16957 	 -35135
-7043 	 -23726
-15509 	 -53823
831 	 -113
-63590 	 39258
43007 	 56073
-74 	 -264
8132 	 4526
-18479 	 -24957
-31334 	 59492
828 	 -1282
1060 	 206
52823 	 18729
38464 	 -1772
539 	 374
3682 	 299
7302 	 6023
23924 	 42994
-18800 	 3540
797 	 -427
34706 	 -24022
-33772 	 -11728
631 	 -630
-16321 	 -1984
-10744 	 -42616
-47991 	 -63684
1343 	 1757
397 	 -217
-94 	 -45736
58097 	 -28632
-621 	 -266
1793 	 -181
-23609 	 -6807
5923 	 -53076
-35849 	 5942
581 	 192
-35346 	 -52528
32468 	 -20249
525 	 250
1936 	 -394
39730 	 24137
-41028 	 -45274
-1435 	 -236
1055 	 -338
53323 	 -61360
45971 	 -43416
654 	 -826
2305 	 400
8699 	 352
-2847 	 -29951
17794 	 -61791
129 	 -249
32485 	 35354
-36288 	 -17202
-292 	 -270
16163 	 567
-11208 	 -2917
-32817 	 45796
2093 	 -3903
724 	 175
38706 	 -8823
-1061 	 33674
675 	 662
932 	 -138
-43960 	 54517
-34457 	 15091
44399 	 -21186
678 	 -514
48132 	 14465
18191 	 -45652
35 	 -473
2101 	 11567
-9235 	 44737
-56641 	 362
1218 	 -784
950 	 209
-30517 	 -52794
-59826 	 -46021
213 	 415
4682 	 316
24472 	 49755
45287 	 -16804
-9157 	 -4577
909 	 -266
-60152 	 43374
40559 	 -61566
798 	 -406
1862 	 14520
32731 	 32462
55109 	 -50317
180 	 1854
510 	 -359
21956 	 -44135
33410 	 9268
-452 	 -668
1986 	 -25
65288 	 6375
8578 	 -53171
-60942 	 25326
387 	 204
243 	 -31956
-45409 	 50799
282 	 273
22196 	 48354
-41254 	 -20555
35799 	 65266
-1111 	 -987
1168 	 -189
30674 	 49162
54390 	 -55436
889 	 -525
2428 	 432
21364 	 -17117
-26456 	 36272
28962 	 54928
234 	 -418
-43179 	 37487
7928 	 -60413
-165 	 -544
39629 	 -13780
-10965 	 3656
42017 	 49067
3098 	 -2052
567 	 180
53207 	 -45650
-62729 	 -60307
171 	 734
1090 	 -254
-36167 	 -14732
3769 	 -45586
28938 	 39309
808 	 -330
63143 	 -41510
36987 	 53168
-63 	 -28
5048 	 -13341
27810 	 -18046
33886 	 -47815
207 	 -1537
1157 	 123
-5277 	 30366
-61351 	 34153
809 	 165
3044 	 346
-28223 	 -52512
-64526 	 -30802
-13699 	 54567
617 	 -520
-34611 	 -37517
9774 	 -63283
369 	 -746
-21334 	 10329
39487 	 11443
-16352 	 18759
2432 	 1027
372 	 -50
-45712 	 -45649
-20871 	 -49015
-564 	 180
1558 	 -283
61760 	 -11748
-52874 	 16606
34209 	 3217
746 	 77
14895 	 -63108
54994 	 -45280
728 	 101
-31603 	 -54087
15594 	 63269
15194 	 -27933
-1338 	 640
881 	 -429
-62843 	 -46938
-16165 	 -55172
289 	 -976
2221 	 300
9470 	 18331
-13200 	 -34615
17678 	 5409
124 	 -53
-41742 	 64579
41878 	 -51344
-263 	 35
9205 	 712
-7143 	 16899
-33921 	 21762
-85 	 -5415
859 	 81
-38989 	 27530
52224 	 -60480
1095 	 331
859 	 5
-39152 	 53973
18392 	 -34172
-59584 	 -2130
469 	 -614
16192 	 46875
37402 	 -33815
127 	 -550
449 	 -64894
-45275 	 7163
-14763 	 -40139
1300 	 -490
904 	 180
-53028 	 60551
47882 	 -5430
57 	 371
5384 	 365
-10788 	 -4075
29403 	 -53831
-6081 	 -5659
931 	 -173
-24808 	 62229
-35575 	 36167
832 	 -273
-22779 	 -55457
-25445 	 -49196
40760 	 41458
-337 	 1691
591 	 -408
21773 	 -44749
-19408 	 -55046
-299 	 -818
2063 	 61
-3497 	 64090
-39236 	 25988
-41200 	 -41453
296 	 170
32449 	 12325
23010 	 -41342
166 	 236
-6469 	 5557
51064 	 -3556
-10490 	 -11807
-831 	 -1260
1195 	 -104
49705 	 -54832
-41831 	 -8193
939 	 -345
2524 	 425
-58806 	 48414
18513 	 49278
-40132 	 -33422
317 	 -479
-55010 	 1877
63458 	 44451
-54 	 -647
45588 	 -62802
33497 	 -56005
-13685 	 -55711
3218 	 -1142
495 	 148
31342 	 41658
-53547 	 25898
-68 	 671
1195 	 -291
-35704 	 62638
-60244 	 4088
1084 	 42322
834 	 -222
56727 	 3078
-51572 	 -11103
-84 	 -145
-16412 	 -54521
-16129 	 -41817
-58827 	 63788
539 	 -1448
1113 	 174
-52313 	 27375
45727 	 -56309
687 	 289
3326 	 317
-16512 	 14865
-33605 	 -60819
-24861 	 18351
713 	 -484
-28163 	 -60185
-59189 	 25878
508 	 -704
-21957 	 -27234
-60381 	 26056
16487 	 10760
1917 	 1473
373 	 -134
-58795 	 -45350
26221 	 48908
-622 	 -41
1679 	 -241
58890 	 58500
-40851 	 21325
-55340 	 24045
671 	 146
-10864 	 50390
-31766 	 8459
636 	 190
13455 	 874
51354 	 -7624
-30778 	 -38698
-1444 	 199
973 	 -393
-45710 	 -51106
43804 	 46889
483 	 -924
2261 	 358
31327 	 32767
-46682 	 11543
-23322 	 -12654
113 	 -151
32837 	 -9387
-13095 	 43633
-298 	 -116
11795 	 816
-43309 	 34999
-48311 	 39034
1161 	 -4734
797 	 138
-12188 	 40852
-31948 	 -55472
904 	 527
884 	 -67
-33235 	 -58968
3649 	 -61005
2125 	 -56472
580 	 -577
-41245 	 33857
52795 	 -44201
-33 	 -375
-25066 	 -9731
-57021 	 5741
-63617 	 -50465
1058 	 -1055
1004 	 218
7038 	 52057
38199 	 7420
378 	 416
4126 	 296
-14193 	 -18461
-51282 	 -38610
-13220 	 -2124
864 	 -353
-45177 	 11076
20220 	 -41447
729 	 -528
57825 	 24725
62018 	 20507
56588 	 -52855
751 	 1881
444 	 -294
-49209 	 52961
-55864 	 -59831
-562 	 -480
1896 	 -108
-60542 	 -50477
60908 	 -14024
37103 	 -35516
484 	 212
-41220 	 49411
-24602 	 56995
404 	 278
-3517 	 -18902
-18085 	 -54568
-13878 	 -5850
-1319 	 -639
1121 	 -269
7666 	 32470
58100 	 -19206
792 	 -689
2358 	 424
-47828 	 -53644
-23411 	 -62486
-54028 	 12646
171 	 -340
-3950 	 -59137
62077 	 -23084
-246 	 -416
24402 	 -1623
-12208 	 28501
-54226 	 8508
2731 	 -2990
645 	 189
47302 	 60080
-43320 	 -61113
424 	 732
1002 	 -202
25168 	 225
-11789 	 53067
11930 	 60354
755 	 -430
58586 	 -42823
31635 	 33205
-12 	 79
-58376 	 4734
21671 	 -5711
-11738 	 -31923
-147 	 -1539
1187 	 57
49940 	 -9918
39 	 48128
896 	 12
2823 	 377
11556 	 -9284
11174 	 5804
-52457 	 65302
514 	 -531
-31990 	 -57426
65407 	 -43819
222 	 -750
-62436 	 -22698
-38459 	 -21251
51717 	 49448
2848 	 429
394 	 28
52329 	 -54938
-64510 	 44825
-447 	 382
1433 	 -306
31034 	 63362
-19781 	 -23968
408 	 -31125
801 	 -11
40010 	 23709
-60109 	 -3420
795 	 -10
4153 	 -4014
32191 	 -1261
-24304 	 62897
-1113 	 1056
783 	 -444
1436 	 -44147
62359 	 54492
84 	 -976
2177 	 229
-53704 	 46563
-9492 	 -21957
-27881 	 65028
160 	 36
-45074 	 16493
37868 	 -25736
-189 	 173
7500 	 567
-37655 	 -63242
31726 	 -20965
-1672 	 -5871
904 	 6
38220 	 21502
-64449 	 -64970
1232 	 86
855 	 74
22218 	 -8260
38734 	 15695
-12557 	 -9095
351 	 -622
-20229 	 44335
16822 	 -60650
179 	 -578
-57968 	 -7121
283 	 62957
-61011 	 63100
1311 	 -340
886 	 159
-53878 	 36237
28163 	 27911
-14 	 334
5807 	 402
-7511 	 13992
-43228 	 -46088
-4796 	 -5901
933 	 -126
-41157 	 54510
51407 	 45883
835 	 -205
-24861 	 59662
-15669 	 -32090
-34112 	 -37426
-568 	 1566
637 	 -425
14479 	 -53868
-22948 	 -23136
-210 	 -877
2096 	 105
-51089 	 59294
62527 	 16408
46580 	 -12694
256 	 144
-38680 	 55665
6136 	 31008
113 	 206
-44935 	 27307
8256 	 -63808
6213 	 61087
-671 	 -1364
1200 	 -61
4437 	 -34742
-34095 	 -17628
946 	 -253
2583 	 416
-43010 	 -35667
-49996 	 19244
35283 	 50059
363 	 -501
-19562 	 -63291
1548 	 53748
9 	 -686
13416 	 29336
17614 	 41443
-38123 	 -50553
3195 	 -710
464 	 124
-41403 	 -28831
-7676 	 41806
-178 	 617
1252 	 -302
-58860 	 -57662
20650 	 -17203
-38250 	 1912
836 	 -167
54884 	 -28947
53108 	 8842
-83 	 -205
-7318 	 62181
-10924 	 -55584
-63687 	 44628
690 	 -1374
1087 	 193
-36090 	 -54801
-59316 	 36820
615 	 336
3494 	 306
-34490 	 50860
-21357 	 -43245
-22097 	 9120
757 	 -458
46779 	 57453
-35005 	 -25398
572 	 -671
1342 	 -6126
-3914 	 18674
-62652 	 46379
1634 	 1635
382 	 -176
29840 	 -19317
-58399 	 62836
-629 	 -154
1737 	 -213
-7727 	 62698
-40097 	 -23088
-43086 	 -2675
627 	 172
-61657 	 -40235
-49245 	 -37358
582 	 224
-786 	 -26719
-24920 	 37799
9725 	 25279
-1454 	 -20
1016 	 -368
38255 	 63642
-39596 	 -63117
572 	 -880
2282 	 381
-3417 	 60542
55825 	 -26778
-18162 	 -43834
118 	 -200
13030 	 -65524
-58822 	 -47471
-300 	 -193
13666 	 780
-52739 	 -28088
-45732 	 -51850
1665 	 -4333
761 	 159
-45643 	 -59392
21720 	 -53815
793 	 602
906 	 -103
2832 	 57143
-32554 	 -19975
-61814 	 -6611
631 	 -549
46728 	 -45773
-49776 	 -13850
-1 	 -426
-12859 	 -8837
-30733 	 -22899
56076 	 -7221
1148 	 -924
977 	 216
-45479 	 -60636
64239 	 20352
295 	 421
4388 	 303
36594 	 25989
9774 	 -1004
-11034 	 -3590
889 	 -310
59410 	 29196
-31530 	 34302
768 	 -469
44684 	 -18788
-51093 	 -27165
26185 	 19911
461 	 1886
474 	 -329
