Port, Packet #, Arrival Time, Inter-Packet Time, Inter-Message Time, messageType, sequenceId, embedded Time
M -> S, 2350, 426.994474173, 0.000037193, 1.999997139, 0xB: GENER:ANNOUNCE, 6596, 0.000000000
M -> S, 2351, 426.994489193, 0.000015020, 1.999997139, 0x2: EVENT:PATH_DELAY_REQ, 6596, 1312261542.011600300
M -> S, 2352, 426.994573116, 0.000083923, 1.000023127, 0x8: GENER:FOLLOW_UP, 13193, 1312261542.011548000
M <- S, 2353, 426.995442152, 0.000869036, 1.999997139, 0x3: EVENT:PATH_DELAY_RESP, 6596, 1312261542.011754000
M <- S, 2354, 426.995455027, 0.000012875, 1.999995947, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6596, 1312261542.012280000
M -> S, 2355, 427.994433165, 0.998978138, 0.999996185, 0x0: EVENT:SYNC, 13194, 1312261543.011530900
M -> S, 2356, 427.994533062, 0.000099897, 0.999959946, 0x8: GENER:FOLLOW_UP, 13194, 1312261543.011544000
M <- S, 2357, 428.070451975, 0.075918913, 2.000070810, 0x2: EVENT:PATH_DELAY_REQ, 6579, 1312261543.087250700
M -> S, 2358, 428.070641041, 0.000189066, 2.000056028, 0x3: EVENT:PATH_DELAY_RESP, 6579, 1312261543.087565900
M -> S, 2359, 428.070726156, 0.000085115, 2.000055075, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6579, 1312261543.087753100
M -> S, 2360, 428.994438171, 0.923712015, 1.000005007, 0x0: EVENT:SYNC, 13195, 1312261544.011536100
M -> S, 2361, 428.994467020, 0.000028849, 1.999992847, 0xB: GENER:ANNOUNCE, 6597, 0.000000000
M -> S, 2362, 428.994482040, 0.000015020, 1.999992847, 0x2: EVENT:PATH_DELAY_REQ, 6597, 1312261544.011592900
M -> S, 2363, 428.994565964, 0.000083923, 1.000032902, 0x8: GENER:FOLLOW_UP, 13195, 1312261544.011549000
M <- S, 2364, 428.995457172, 0.000891209, 2.000015020, 0x3: EVENT:PATH_DELAY_RESP, 6597, 1312261544.011742100
M <- S, 2365, 428.995467186, 0.000010014, 2.000012159, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6597, 1312261544.012298100
M -> S, 2366, 429.994441986, 0.998974800, 1.000003815, 0x0: EVENT:SYNC, 13196, 1312261545.011538700
M -> S, 2367, 429.994544983, 0.000102997, 0.999979019, 0x8: GENER:FOLLOW_UP, 13196, 1312261545.011554000
M <- S, 2368, 430.070435047, 0.075890064, 1.999983072, 0x2: EVENT:PATH_DELAY_REQ, 6580, 1312261545.087270300
M -> S, 2369, 430.070650101, 0.000215054, 2.000009060, 0x3: EVENT:PATH_DELAY_RESP, 6580, 1312261545.087549000
M -> S, 2370, 430.070737123, 0.000087023, 2.000010967, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6580, 1312261545.087762100
M -> S, 2371, 430.994462013, 0.923724890, 1.000020027, 0x0: EVENT:SYNC, 13197, 1312261546.011559200
M -> S, 2372, 430.994492054, 0.000030041, 2.000025034, 0xB: GENER:ANNOUNCE, 6598, 0.000000000
M -> S, 2373, 430.994507074, 0.000015020, 2.000025034, 0x2: EVENT:PATH_DELAY_REQ, 6598, 1312261546.011618100
M -> S, 2374, 430.994593143, 0.000086069, 1.000048161, 0x8: GENER:FOLLOW_UP, 13197, 1312261546.011573100
M <- S, 2375, 430.995481968, 0.000888824, 2.000024796, 0x3: EVENT:PATH_DELAY_RESP, 6598, 1312261546.011770000
M <- S, 2376, 430.995495081, 0.000013113, 2.000027895, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6598, 1312261546.012324100
M -> S, 2377, 431.994441032, 0.998945951, 0.999979019, 0x0: EVENT:SYNC, 13198, 1312261547.011538000
M -> S, 2378, 431.994543076, 0.000102043, 0.999949932, 0x8: GENER:FOLLOW_UP, 13198, 1312261547.011552100
M <- S, 2379, 432.069728136, 0.075185061, 1.999293089, 0x2: EVENT:PATH_DELAY_REQ, 6581, 1312261547.086573100
M -> S, 2380, 432.069941044, 0.000212908, 1.999290943, 0x3: EVENT:PATH_DELAY_RESP, 6581, 1312261547.086842100
M -> S, 2381, 432.070028067, 0.000087023, 1.999290943, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6581, 1312261547.087053100
M -> S, 2382, 432.994456053, 0.924427986, 1.000015020, 0x0: EVENT:SYNC, 13199, 1312261548.011553800
M -> S, 2383, 432.994487047, 0.000030994, 1.999994993, 0xB: GENER:ANNOUNCE, 6599, 0.000000000
M -> S, 2384, 432.994502068, 0.000015020, 1.999994993, 0x2: EVENT:PATH_DELAY_REQ, 6599, 1312261548.011613400
M -> S, 2385, 432.994585991, 0.000083923, 1.000042915, 0x8: GENER:FOLLOW_UP, 13199, 1312261548.011567100
M <- S, 2386, 432.995468140, 0.000882149, 1.999986172, 0x3: EVENT:PATH_DELAY_RESP, 6599, 1312261548.011780000
M <- S, 2387, 432.995481014, 0.000012875, 1.999985933, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6599, 1312261548.012310000
M -> S, 2388, 433.994446039, 0.998965025, 0.999989986, 0x0: EVENT:SYNC, 13200, 1312261549.011543500
M -> S, 2389, 433.994547129, 0.000101089, 0.999961138, 0x8: GENER:FOLLOW_UP, 13200, 1312261549.011558100
M <- S, 2390, 434.069766045, 0.075218916, 2.000037909, 0x2: EVENT:PATH_DELAY_REQ, 6582, 1312261549.086564100
M -> S, 2391, 434.069980145, 0.000214100, 2.000039101, 0x3: EVENT:PATH_DELAY_RESP, 6582, 1312261549.086880000
M -> S, 2392, 434.070065975, 0.000085831, 2.000037909, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6582, 1312261549.087093100
M -> S, 2393, 434.994445086, 0.924379110, 0.999999046, 0x0: EVENT:SYNC, 13201, 1312261550.011542800
M -> S, 2394, 434.994476080, 0.000030994, 1.999989033, 0xB: GENER:ANNOUNCE, 6600, 0.000000000
M -> S, 2395, 434.994491100, 0.000015020, 1.999989033, 0x2: EVENT:PATH_DELAY_REQ, 6600, 1312261550.011602200
M -> S, 2396, 434.994574070, 0.000082970, 1.000026941, 0x8: GENER:FOLLOW_UP, 13201, 1312261550.011557100
M <- S, 2397, 434.995455980, 0.000881910, 1.999987841, 0x3: EVENT:PATH_DELAY_RESP, 6600, 1312261550.011766900
M <- S, 2398, 434.995469093, 0.000013113, 1.999988079, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6600, 1312261550.012295000
M -> S, 2399, 435.994440079, 0.998970985, 0.999994993, 0x0: EVENT:SYNC, 13202, 1312261551.011537300
M -> S, 2400, 435.994542122, 0.000102043, 0.999968052, 0x8: GENER:FOLLOW_UP, 13202, 1312261551.011550900
M <- S, 2401, 436.070616007, 0.076073885, 2.000849962, 0x2: EVENT:PATH_DELAY_REQ, 6583, 1312261551.087453600
M -> S, 2402, 436.070832014, 0.000216007, 2.000851870, 0x3: EVENT:PATH_DELAY_RESP, 6583, 1312261551.087729900
M -> S, 2403, 436.070919037, 0.000087023, 2.000853062, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6583, 1312261551.087944000
M -> S, 2404, 436.994445086, 0.923526049, 1.000005007, 0x0: EVENT:SYNC, 13203, 1312261552.011542800
M -> S, 2405, 436.994477034, 0.000031948, 2.000000954, 0xB: GENER:ANNOUNCE, 6601, 0.000000000
M -> S, 2406, 436.994491100, 0.000014067, 2.000000000, 0x2: EVENT:PATH_DELAY_REQ, 6601, 1312261552.011602600
M -> S, 2407, 436.994575024, 0.000083923, 1.000032902, 0x8: GENER:FOLLOW_UP, 13203, 1312261552.011555900
M <- S, 2408, 436.995452166, 0.000877142, 1.999996185, 0x3: EVENT:PATH_DELAY_RESP, 6601, 1312261552.011754000
M <- S, 2409, 436.995465040, 0.000012875, 1.999995947, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6601, 1312261552.012290000
M -> S, 2410, 437.994439125, 0.998974085, 0.999994040, 0x0: EVENT:SYNC, 13204, 1312261553.011536400
M -> S, 2411, 437.994541168, 0.000102043, 0.999966145, 0x8: GENER:FOLLOW_UP, 13204, 1312261553.011549900
M <- S, 2412, 438.069725990, 0.075184822, 1.999109983, 0x2: EVENT:PATH_DELAY_REQ, 6584, 1312261553.086567200
M -> S, 2413, 438.069941044, 0.000215054, 1.999109030, 0x3: EVENT:PATH_DELAY_RESP, 6584, 1312261553.086839900
M -> S, 2414, 438.070027113, 0.000086069, 1.999108076, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6584, 1312261553.087053100
M -> S, 2415, 438.994446039, 0.924418926, 1.000006914, 0x0: EVENT:SYNC, 13205, 1312261554.011543800
M -> S, 2416, 438.994477987, 0.000031948, 2.000000954, 0xB: GENER:ANNOUNCE, 6602, 0.000000000
M -> S, 2417, 438.994493008, 0.000015020, 2.000001907, 0x2: EVENT:PATH_DELAY_REQ, 6602, 1312261554.011603800
M -> S, 2418, 438.994575977, 0.000082970, 1.000034809, 0x8: GENER:FOLLOW_UP, 13205, 1312261554.011557100
M <- S, 2419, 438.995470047, 0.000894070, 2.000017881, 0x3: EVENT:PATH_DELAY_RESP, 6602, 1312261554.011751900
M <- S, 2420, 438.995483160, 0.000013113, 2.000018120, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6602, 1312261554.012311900
M -> S, 2421, 439.994445086, 0.998961926, 0.999999046, 0x0: EVENT:SYNC, 13206, 1312261555.011541100
M -> S, 2422, 439.994548082, 0.000102997, 0.999972105, 0x8: GENER:FOLLOW_UP, 13206, 1312261555.011555900
M <- S, 2423, 440.070677996, 0.076129913, 2.000952005, 0x2: EVENT:PATH_DELAY_REQ, 6585, 1312261555.087473600
M -> S, 2424, 440.070892096, 0.000214100, 2.000951052, 0x3: EVENT:PATH_DELAY_RESP, 6585, 1312261555.087791900
M -> S, 2425, 440.070979118, 0.000087023, 2.000952005, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6585, 1312261555.088004100
M -> S, 2426, 440.994441032, 0.923461914, 0.999995947, 0x0: EVENT:SYNC, 13207, 1312261556.011537600
M -> S, 2427, 440.994472980, 0.000031948, 1.999994993, 0xB: GENER:ANNOUNCE, 6603, 0.000000000
M -> S, 2428, 440.994488001, 0.000015020, 1.999994993, 0x2: EVENT:PATH_DELAY_REQ, 6603, 1312261556.011599100
M -> S, 2429, 440.994570971, 0.000082970, 1.000022888, 0x8: GENER:FOLLOW_UP, 13207, 1312261556.011552100
M <- S, 2430, 440.995468140, 0.000897169, 1.999998093, 0x3: EVENT:PATH_DELAY_RESP, 6603, 1312261556.011787900
M <- S, 2431, 440.995481014, 0.000012875, 1.999997854, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6603, 1312261556.012310000
M -> S, 2432, 441.994439125, 0.998958111, 0.999998093, 0x0: EVENT:SYNC, 13208, 1312261557.011538000
M -> S, 2433, 441.994542122, 0.000102997, 0.999971151, 0x8: GENER:FOLLOW_UP, 13208, 1312261557.011550900
M <- S, 2434, 442.069770098, 0.075227976, 1.999092102, 0x2: EVENT:PATH_DELAY_REQ, 6586, 1312261557.086596000
M -> S, 2435, 442.069982052, 0.000211954, 1.999089956, 0x3: EVENT:PATH_DELAY_RESP, 6586, 1312261557.086884000
M -> S, 2436, 442.070069075, 0.000087023, 1.999089956, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6586, 1312261557.087094100
M -> S, 2437, 442.994451046, 0.924381971, 1.000011921, 0x0: EVENT:SYNC, 13209, 1312261558.011548000
M -> S, 2438, 442.994485140, 0.000034094, 2.000012159, 0xB: GENER:ANNOUNCE, 6604, 0.000000000
M -> S, 2439, 442.994501114, 0.000015974, 2.000013113, 0x2: EVENT:PATH_DELAY_REQ, 6604, 1312261558.011612400
M -> S, 2440, 442.994594097, 0.000092983, 1.000051975, 0x8: GENER:FOLLOW_UP, 13209, 1312261558.011562100
M <- S, 2441, 442.995469093, 0.000874996, 2.000000954, 0x3: EVENT:PATH_DELAY_RESP, 6604, 1312261558.011776900
M <- S, 2442, 442.995481014, 0.000011921, 2.000000000, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6604, 1312261558.012310000
M -> S, 2443, 443.994456053, 0.998975039, 1.000005007, 0x0: EVENT:SYNC, 13210, 1312261559.011548800
M -> S, 2444, 443.994574070, 0.000118017, 0.999979973, 0x8: GENER:FOLLOW_UP, 13210, 1312261559.011567100
M <- S, 2445, 444.069720030, 0.075145960, 1.999949932, 0x2: EVENT:PATH_DELAY_REQ, 6587, 1312261559.086603600
M -> S, 2446, 444.069933176, 0.000213146, 1.999951124, 0x3: EVENT:PATH_DELAY_RESP, 6587, 1312261559.086834000
M -> S, 2447, 444.070019960, 0.000086784, 1.999950886, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6587, 1312261559.087045000
M -> S, 2448, 444.994448185, 0.924428225, 0.999992132, 0x0: EVENT:SYNC, 13211, 1312261560.011545900
M -> S, 2449, 444.994481087, 0.000032902, 1.999995947, 0xB: GENER:ANNOUNCE, 6605, 0.000000000
M -> S, 2450, 444.994495153, 0.000014067, 1.999994040, 0x2: EVENT:PATH_DELAY_REQ, 6605, 1312261560.011606500
M -> S, 2451, 444.994579077, 0.000083923, 1.000005007, 0x8: GENER:FOLLOW_UP, 13211, 1312261560.011560000
M <- S, 2452, 444.995474100, 0.000895023, 2.000005007, 0x3: EVENT:PATH_DELAY_RESP, 6605, 1312261560.011771000
M <- S, 2453, 444.995486975, 0.000012875, 2.000005960, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6605, 1312261560.012316000
M -> S, 2454, 445.994445086, 0.998958111, 0.999996901, 0x0: EVENT:SYNC, 13212, 1312261561.011541800
M -> S, 2455, 445.994549036, 0.000103951, 0.999969959, 0x8: GENER:FOLLOW_UP, 13212, 1312261561.011555900
M <- S, 2456, 446.069811106, 0.075262070, 2.000091076, 0x2: EVENT:PATH_DELAY_REQ, 6588, 1312261561.086613700
M -> S, 2457, 446.070003986, 0.000192881, 2.000070810, 0x3: EVENT:PATH_DELAY_RESP, 6588, 1312261561.086925000
M -> S, 2458, 446.070090055, 0.000086069, 2.000070095, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6588, 1312261561.087116000
M -> S, 2459, 446.994435072, 0.924345016, 0.999989986, 0x0: EVENT:SYNC, 13213, 1312261562.011535400
M -> S, 2460, 446.994462967, 0.000027895, 1.999981880, 0xB: GENER:ANNOUNCE, 6606, 0.000000000
M -> S, 2461, 446.994477034, 0.000014067, 1.999981880, 0x2: EVENT:PATH_DELAY_REQ, 6606, 1312261562.011588800
M -> S, 2462, 446.994560003, 0.000082970, 1.000010967, 0x8: GENER:FOLLOW_UP, 13213, 1312261562.011547100
M <- S, 2463, 446.995458126, 0.000898123, 1.999984026, 0x3: EVENT:PATH_DELAY_RESP, 6606, 1312261562.011742100
M <- S, 2464, 446.995467186, 0.000009060, 1.999980211, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6606, 1312261562.012305000
M -> S, 2465, 447.994448185, 0.998980999, 1.000013113, 0x0: EVENT:SYNC, 13214, 1312261563.011545200
M -> S, 2466, 447.994551182, 0.000102997, 0.999991179, 0x8: GENER:FOLLOW_UP, 13214, 1312261563.011559000
M <- S, 2467, 448.069857121, 0.075305939, 2.000046015, 0x2: EVENT:PATH_DELAY_REQ, 6589, 1312261563.086701200
M -> S, 2468, 448.070073128, 0.000216007, 2.000069141, 0x3: EVENT:PATH_DELAY_RESP, 6589, 1312261563.086971000
M -> S, 2469, 448.070160151, 0.000087023, 2.000070095, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6589, 1312261563.087184900
M -> S, 2470, 448.994450092, 0.924289942, 1.000001907, 0x0: EVENT:SYNC, 13215, 1312261564.011546600
M -> S, 2471, 448.994482994, 0.000032902, 2.000020027, 0xB: GENER:ANNOUNCE, 6607, 0.000000000
M -> S, 2472, 448.994498014, 0.000015020, 2.000020981, 0x2: EVENT:PATH_DELAY_REQ, 6607, 1312261564.011609100
M -> S, 2473, 448.994583130, 0.000085115, 1.000031948, 0x8: GENER:FOLLOW_UP, 13215, 1312261564.011560900
M <- S, 2474, 448.995468140, 0.000885010, 2.000010014, 0x3: EVENT:PATH_DELAY_RESP, 6607, 1312261564.011781900
M <- S, 2475, 448.995480061, 0.000011921, 2.000012875, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6607, 1312261564.012296000
M -> S, 2476, 449.994444132, 0.998964071, 0.999994040, 0x0: EVENT:SYNC, 13216, 1312261565.011540700
M -> S, 2477, 449.994554996, 0.000110865, 0.999971867, 0x8: GENER:FOLLOW_UP, 13216, 1312261565.011555000
M <- S, 2478, 450.069888115, 0.075333118, 2.000030994, 0x2: EVENT:PATH_DELAY_REQ, 6590, 1312261565.086727600
M -> S, 2479, 450.070100069, 0.000211954, 2.000026941, 0x3: EVENT:PATH_DELAY_RESP, 6590, 1312261565.087002000
M -> S, 2480, 450.070186138, 0.000086069, 2.000025988, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6590, 1312261565.087212100
M -> S, 2481, 450.994449139, 0.924263000, 1.000005007, 0x0: EVENT:SYNC, 13217, 1312261566.011546100
M -> S, 2482, 450.994481087, 0.000031948, 1.999998093, 0xB: GENER:ANNOUNCE, 6608, 0.000000000
M -> S, 2483, 450.994495153, 0.000014067, 1.999997139, 0x2: EVENT:PATH_DELAY_REQ, 6608, 1312261566.011606900
M -> S, 2484, 450.994580030, 0.000084877, 1.000025034, 0x8: GENER:FOLLOW_UP, 13217, 1312261566.011560000
M <- S, 2485, 450.995460033, 0.000880003, 1.999991894, 0x3: EVENT:PATH_DELAY_RESP, 6608, 1312261566.011804100
M <- S, 2486, 450.995474100, 0.000014067, 1.999994040, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6608, 1312261566.012303100
M -> S, 2487, 451.994456053, 0.998981953, 1.000006914, 0x0: EVENT:SYNC, 13218, 1312261567.011552600
M -> S, 2488, 451.994559050, 0.000102997, 0.999979019, 0x8: GENER:FOLLOW_UP, 13218, 1312261567.011567100
M <- S, 2489, 452.070031166, 0.075472116, 2.000143051, 0x2: EVENT:PATH_DELAY_REQ, 6591, 1312261567.086805300
M -> S, 2490, 452.070240021, 0.000208855, 2.000139952, 0x3: EVENT:PATH_DELAY_RESP, 6591, 1312261567.087145100
M -> S, 2491, 452.070326090, 0.000086069, 2.000139952, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6591, 1312261567.087352000
M -> S, 2492, 452.994462013, 0.924135923, 1.000005960, 0x0: EVENT:SYNC, 13219, 1312261568.011558100
M -> S, 2493, 452.994495153, 0.000033140, 2.000014067, 0xB: GENER:ANNOUNCE, 6609, 0.000000000
M -> S, 2494, 452.994510174, 0.000015020, 2.000015020, 0x2: EVENT:PATH_DELAY_REQ, 6609, 1312261568.011621000
M -> S, 2495, 452.994595051, 0.000084877, 1.000036001, 0x8: GENER:FOLLOW_UP, 13219, 1312261568.011573100
M <- S, 2496, 452.995462179, 0.000867128, 2.000002146, 0x3: EVENT:PATH_DELAY_RESP, 6609, 1312261568.011786900
M <- S, 2497, 452.995479107, 0.000016928, 2.000005007, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6609, 1312261568.012301900
M -> S, 2498, 453.994446039, 0.998966932, 0.999984026, 0x0: EVENT:SYNC, 13220, 1312261569.011543800
M -> S, 2499, 453.994547129, 0.000101089, 0.999952078, 0x8: GENER:FOLLOW_UP, 13220, 1312261569.011558100
M <- S, 2500, 454.070015192, 0.075468063, 1.999984026, 0x2: EVENT:PATH_DELAY_REQ, 6592, 1312261569.086853000
M -> S, 2501, 454.070245981, 0.000230789, 2.000005960, 0x3: EVENT:PATH_DELAY_RESP, 6592, 1312261569.087129100
M -> S, 2502, 454.070333958, 0.000087976, 2.000007868, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6592, 1312261569.087358000
M -> S, 2503, 454.994438171, 0.924104214, 0.999992132, 0x0: EVENT:SYNC, 13221, 1312261570.011536100
M -> S, 2504, 454.994467974, 0.000029802, 1.999972820, 0xB: GENER:ANNOUNCE, 6610, 0.000000000
M -> S, 2505, 454.994482040, 0.000014067, 1.999971867, 0x2: EVENT:PATH_DELAY_REQ, 6610, 1312261570.011593800
M -> S, 2506, 454.994565964, 0.000083923, 1.000018835, 0x8: GENER:FOLLOW_UP, 13221, 1312261570.011549900
M <- S, 2507, 454.995434999, 0.000869036, 1.999972820, 0x3: EVENT:PATH_DELAY_RESP, 6610, 1312261570.011749000
M <- S, 2508, 454.995445967, 0.000010967, 1.999966860, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6610, 1312261570.012279000
M -> S, 2509, 455.994450092, 0.999004126, 1.000011921, 0x0: EVENT:SYNC, 13222, 1312261571.011547300
M -> S, 2510, 455.994549990, 0.000099897, 0.999984026, 0x8: GENER:FOLLOW_UP, 13222, 1312261571.011560900
M <- S, 2511, 456.069960117, 0.075410128, 1.999944925, 0x2: EVENT:PATH_DELAY_REQ, 6593, 1312261571.086807300
M -> S, 2512, 456.070163012, 0.000202894, 1.999917030, 0x3: EVENT:PATH_DELAY_RESP, 6593, 1312261571.087074000
M -> S, 2513, 456.070248127, 0.000085115, 1.999914169, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6593, 1312261571.087275000
M -> S, 2514, 456.994467020, 0.924218893, 1.000016928, 0x0: EVENT:SYNC, 13223, 1312261572.011562300
M -> S, 2515, 456.994500160, 0.000033140, 2.000032187, 0xB: GENER:ANNOUNCE, 6611, 0.000000000
M -> S, 2516, 456.994515181, 0.000015020, 2.000033140, 0x2: EVENT:PATH_DELAY_REQ, 6611, 1312261572.011626200
M -> S, 2517, 456.994601011, 0.000085831, 1.000051022, 0x8: GENER:FOLLOW_UP, 13223, 1312261572.011578100
M <- S, 2518, 456.995460987, 0.000859976, 2.000025988, 0x3: EVENT:PATH_DELAY_RESP, 6611, 1312261572.011790000
M <- S, 2519, 456.995476961, 0.000015974, 2.000030994, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6611, 1312261572.012303100
M -> S, 2520, 457.994433165, 0.998956203, 0.999966145, 0x0: EVENT:SYNC, 13224, 1312261573.011531800
M -> S, 2521, 457.994532108, 0.000098944, 0.999931097, 0x8: GENER:FOLLOW_UP, 13224, 1312261573.011544000
M <- S, 2522, 458.070050001, 0.075517893, 2.000089884, 0x2: EVENT:PATH_DELAY_REQ, 6594, 1312261573.086853500
M -> S, 2523, 458.070254087, 0.000204086, 2.000091076, 0x3: EVENT:PATH_DELAY_RESP, 6594, 1312261573.087163900
M -> S, 2524, 458.070338964, 0.000084877, 2.000090837, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6594, 1312261573.087366100
M -> S, 2525, 458.994465113, 0.924126148, 1.000031948, 0x0: EVENT:SYNC, 13225, 1312261574.011557600
M -> S, 2526, 458.994508028, 0.000042915, 2.000007868, 0xB: GENER:ANNOUNCE, 6612, 0.000000000
M -> S, 2527, 458.994523048, 0.000015020, 2.000007868, 0x2: EVENT:PATH_DELAY_REQ, 6612, 1312261574.011634100
M -> S, 2528, 458.994610071, 0.000087023, 1.000077963, 0x8: GENER:FOLLOW_UP, 13225, 1312261574.011575000
M <- S, 2529, 458.995476961, 0.000866890, 2.000015974, 0x3: EVENT:PATH_DELAY_RESP, 6612, 1312261574.011809100
M <- S, 2530, 458.995493174, 0.000016212, 2.000016212, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6612, 1312261574.012317900
M -> S, 2531, 459.994426012, 0.998932838, 0.999960899, 0x0: EVENT:SYNC, 13226, 1312261575.011526600
M -> S, 2532, 459.994522095, 0.000096083, 0.999912024, 0x8: GENER:FOLLOW_UP, 13226, 1312261575.011538000
M <- S, 2533, 460.070024014, 0.075501919, 1.999974012, 0x2: EVENT:PATH_DELAY_REQ, 6595, 1312261575.086865200
M -> S, 2534, 460.070232153, 0.000208139, 1.999978065, 0x3: EVENT:PATH_DELAY_RESP, 6595, 1312261575.087137900
M -> S, 2535, 460.070317984, 0.000085831, 1.999979019, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6595, 1312261575.087343900
M -> S, 2536, 460.994436026, 0.924118042, 1.000010014, 0x0: EVENT:SYNC, 13227, 1312261576.011534900
M -> S, 2537, 460.994464159, 0.000028133, 1.999956131, 0xB: GENER:ANNOUNCE, 6613, 0.000000000
M -> S, 2538, 460.994479179, 0.000015020, 1.999956131, 0x2: EVENT:PATH_DELAY_REQ, 6613, 1312261576.011589800
M -> S, 2539, 460.994562149, 0.000082970, 1.000040054, 0x8: GENER:FOLLOW_UP, 13227, 1312261576.011547100
M <- S, 2540, 460.995404959, 0.000842810, 1.999927998, 0x3: EVENT:PATH_DELAY_RESP, 6613, 1312261576.011719900
M <- S, 2541, 460.995413065, 0.000008106, 1.999919891, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6613, 1312261576.012255900
M -> S, 2542, 461.994431019, 0.999017954, 0.999994993, 0x0: EVENT:SYNC, 13228, 1312261577.011530400
M -> S, 2543, 461.994529009, 0.000097990, 0.999966860, 0x8: GENER:FOLLOW_UP, 13228, 1312261577.011543000
M <- S, 2544, 462.070145130, 0.075616121, 2.000121117, 0x2: EVENT:PATH_DELAY_REQ, 6596, 1312261577.086999200
M -> S, 2545, 462.070352077, 0.000206947, 2.000119925, 0x3: EVENT:PATH_DELAY_RESP, 6596, 1312261577.087259100
M -> S, 2546, 462.070438147, 0.000086069, 2.000120163, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6596, 1312261577.087464100
M -> S, 2547, 462.994420052, 0.923981905, 0.999989033, 0x0: EVENT:SYNC, 13229, 1312261578.011521300
M -> S, 2548, 462.994446993, 0.000026941, 1.999982834, 0xB: GENER:ANNOUNCE, 6614, 0.000000000
M -> S, 2549, 462.994462013, 0.000015020, 1.999982834, 0x2: EVENT:PATH_DELAY_REQ, 6614, 1312261578.011573100
M -> S, 2550, 462.994543076, 0.000081062, 1.000014067, 0x8: GENER:FOLLOW_UP, 13229, 1312261578.011531100
M <- S, 2551, 462.995403051, 0.000859976, 1.999998093, 0x3: EVENT:PATH_DELAY_RESP, 6614, 1312261578.011740000
M <- S, 2552, 462.995411158, 0.000008106, 1.999998093, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6614, 1312261578.012249900
M -> S, 2553, 463.994459152, 0.999047995, 1.000039101, 0x0: EVENT:SYNC, 13230, 1312261579.011553000
M -> S, 2554, 463.994565964, 0.000106812, 1.000022888, 0x8: GENER:FOLLOW_UP, 13230, 1312261579.011570000
M <- S, 2555, 464.070234060, 0.075668097, 2.000088930, 0x2: EVENT:PATH_DELAY_REQ, 6597, 1312261579.087046600
M -> S, 2556, 464.070455074, 0.000221014, 2.000102997, 0x3: EVENT:PATH_DELAY_RESP, 6597, 1312261579.087348000
M -> S, 2557, 464.070542097, 0.000087023, 2.000103951, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6597, 1312261579.087567100
M -> S, 2558, 464.994441032, 0.923898935, 0.999981880, 0x0: EVENT:SYNC, 13231, 1312261580.011539200
M -> S, 2559, 464.994470119, 0.000029087, 2.000023127, 0xB: GENER:ANNOUNCE, 6615, 0.000000000
M -> S, 2560, 464.994485140, 0.000015020, 2.000023127, 0x2: EVENT:PATH_DELAY_REQ, 6615, 1312261580.011596200
M -> S, 2561, 464.994569063, 0.000083923, 1.000003099, 0x8: GENER:FOLLOW_UP, 13231, 1312261580.011553000
