Port, Packet #, Arrival Time, Inter-Packet Time, Inter-Message Time, messageType, sequenceId, embedded Time
M <- S, 13001, 2362.995485067, 0.000914097, 2.000027895, 0x3: EVENT:PATH_DELAY_RESP, 7564, 1312263478.011476000
M <- S, 13002, 2362.995496035, 0.000010967, 2.000026941, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7564, 1312263478.012015100
M -> S, 13003, 2363.994445086, 0.998949051, 1.000003099, 0x0: EVENT:SYNC, 15130, 1312263479.011543000
M -> S, 13004, 2363.994547129, 0.000102043, 0.999976158, 0x8: GENER:FOLLOW_UP, 15130, 1312263479.011557100
M <- S, 13005, 2364.070611000, 0.076063871, 1.999972820, 0x2: EVENT:PATH_DELAY_REQ, 7547, 1312263479.087149400
M -> S, 13006, 2364.070816040, 0.000205040, 1.999963999, 0x3: EVENT:PATH_DELAY_RESP, 7547, 1312263479.087724900
M -> S, 13007, 2364.070901155, 0.000085115, 1.999963045, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7547, 1312263479.087928100
M -> S, 13008, 2364.994455099, 0.923553944, 1.000010014, 0x0: EVENT:SYNC, 15131, 1312263480.011550900
M -> S, 13009, 2364.994486094, 0.000030994, 2.000014067, 0xB: GENER:ANNOUNCE, 7565, 0.000000000
M -> S, 13010, 2364.994501114, 0.000015020, 2.000014067, 0x2: EVENT:PATH_DELAY_REQ, 7565, 1312263480.011611700
M -> S, 13011, 2364.994592190, 0.000091076, 1.000045061, 0x8: GENER:FOLLOW_UP, 15131, 1312263480.011565900
M <- S, 13012, 2364.995465040, 0.000872850, 1.999979973, 0x3: EVENT:PATH_DELAY_RESP, 7565, 1312263480.011456000
M <- S, 13013, 2364.995476961, 0.000011921, 1.999980927, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7565, 1312263480.011998900
M -> S, 13014, 2365.994445086, 0.998968124, 0.999989986, 0x0: EVENT:SYNC, 15132, 1312263481.011542100
M -> S, 13015, 2365.994554043, 0.000108957, 0.999961853, 0x8: GENER:FOLLOW_UP, 15132, 1312263481.011555900
M <- S, 13016, 2366.070593119, 0.076039076, 1.999982119, 0x2: EVENT:PATH_DELAY_REQ, 7548, 1312263481.087085500
M -> S, 13017, 2366.070809126, 0.000216007, 1.999993086, 0x3: EVENT:PATH_DELAY_RESP, 7548, 1312263481.087707000
M -> S, 13018, 2366.070895195, 0.000086069, 1.999994040, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7548, 1312263481.087920900
M -> S, 13019, 2366.994449139, 0.923553944, 1.000004053, 0x0: EVENT:SYNC, 15133, 1312263482.011546900
M -> S, 13020, 2366.994479179, 0.000030041, 1.999993086, 0xB: GENER:ANNOUNCE, 7566, 0.000000000
M -> S, 13021, 2366.994493961, 0.000014782, 1.999992847, 0x2: EVENT:PATH_DELAY_REQ, 7566, 1312263482.011605500
M -> S, 13022, 2366.994578123, 0.000084162, 1.000024080, 0x8: GENER:FOLLOW_UP, 15133, 1312263482.011560900
M <- S, 13023, 2366.995447159, 0.000869036, 1.999982119, 0x3: EVENT:PATH_DELAY_RESP, 7566, 1312263482.011462900
M <- S, 13024, 2366.995460987, 0.000013828, 1.999984026, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7566, 1312263482.011987900
M -> S, 13025, 2367.994443178, 0.998982191, 0.999994040, 0x0: EVENT:SYNC, 15134, 1312263483.011539700
M -> S, 13026, 2367.994552135, 0.000108957, 0.999974012, 0x8: GENER:FOLLOW_UP, 15134, 1312263483.011554000
M <- S, 13027, 2368.070559978, 0.076007843, 1.999966860, 0x2: EVENT:PATH_DELAY_REQ, 7549, 1312263483.087096000
M -> S, 13028, 2368.070775032, 0.000215054, 1.999965906, 0x3: EVENT:PATH_DELAY_RESP, 7549, 1312263483.087673900
M -> S, 13029, 2368.070861101, 0.000086069, 1.999965906, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7549, 1312263483.087887000
M -> S, 13030, 2368.994452000, 0.923590899, 1.000008821, 0x0: EVENT:SYNC, 15135, 1312263484.011547600
M -> S, 13031, 2368.994482040, 0.000030041, 2.000002861, 0xB: GENER:ANNOUNCE, 7567, 0.000000000
M -> S, 13032, 2368.994498968, 0.000016928, 2.000005007, 0x2: EVENT:PATH_DELAY_REQ, 7567, 1312263484.011608800
M -> S, 13033, 2368.994592190, 0.000093222, 1.000040054, 0x8: GENER:FOLLOW_UP, 15135, 1312263484.011563100
M <- S, 13034, 2368.995450020, 0.000857830, 2.000002861, 0x3: EVENT:PATH_DELAY_RESP, 7567, 1312263484.011471000
M <- S, 13035, 2368.995465040, 0.000015020, 2.000004053, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7567, 1312263484.011995100
M -> S, 13036, 2369.994429111, 0.998964071, 0.999977112, 0x0: EVENT:SYNC, 15136, 1312263485.011528300
M -> S, 13037, 2369.994529963, 0.000100851, 0.999937773, 0x8: GENER:FOLLOW_UP, 15136, 1312263485.011540900
M <- S, 13038, 2370.070544004, 0.076014042, 1.999984026, 0x2: EVENT:PATH_DELAY_REQ, 7550, 1312263485.087093800
M -> S, 13039, 2370.070763111, 0.000219107, 1.999988079, 0x3: EVENT:PATH_DELAY_RESP, 7550, 1312263485.087657900
M -> S, 13040, 2370.070849180, 0.000086069, 1.999988079, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7550, 1312263485.087874900
M -> S, 13041, 2370.994446039, 0.923596859, 1.000016928, 0x0: EVENT:SYNC, 15137, 1312263486.011544200
M -> S, 13042, 2370.994477034, 0.000030994, 1.999994993, 0xB: GENER:ANNOUNCE, 7568, 0.000000000
M -> S, 13043, 2370.994492054, 0.000015020, 1.999993086, 0x2: EVENT:PATH_DELAY_REQ, 7568, 1312263486.011603600
M -> S, 13044, 2370.994583130, 0.000091076, 1.000053167, 0x8: GENER:FOLLOW_UP, 15137, 1312263486.011558100
M <- S, 13045, 2370.995442152, 0.000859022, 1.999992132, 0x3: EVENT:PATH_DELAY_RESP, 7568, 1312263486.011471000
M <- S, 13046, 2370.995455027, 0.000012875, 1.999989986, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7568, 1312263486.011992900
M -> S, 13047, 2371.994438171, 0.998983145, 0.999992132, 0x0: EVENT:SYNC, 15138, 1312263487.011535900
M -> S, 13048, 2371.994539976, 0.000101805, 0.999956846, 0x8: GENER:FOLLOW_UP, 15138, 1312263487.011549000
M <- S, 13049, 2372.070531130, 0.075991154, 1.999987125, 0x2: EVENT:PATH_DELAY_REQ, 7551, 1312263487.087049700
M -> S, 13050, 2372.070741177, 0.000210047, 1.999978065, 0x3: EVENT:PATH_DELAY_RESP, 7551, 1312263487.087645100
M -> S, 13051, 2372.070827007, 0.000085831, 1.999977827, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7551, 1312263487.087853000
M -> S, 13052, 2372.994448185, 0.923621178, 1.000010014, 0x0: EVENT:SYNC, 15139, 1312263488.011545400
M -> S, 13053, 2372.994477987, 0.000029802, 2.000000954, 0xB: GENER:ANNOUNCE, 7569, 0.000000000
M -> S, 13054, 2372.994492054, 0.000014067, 2.000000000, 0x2: EVENT:PATH_DELAY_REQ, 7569, 1312263488.011604100
M -> S, 13055, 2372.994575977, 0.000083923, 1.000036001, 0x8: GENER:FOLLOW_UP, 15139, 1312263488.011559000
M <- S, 13056, 2372.995465040, 0.000889063, 2.000022888, 0x3: EVENT:PATH_DELAY_RESP, 7569, 1312263488.011518000
M <- S, 13057, 2372.995476007, 0.000010967, 2.000020981, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7569, 1312263488.012032000
M -> S, 13058, 2373.994441032, 0.998965025, 0.999992847, 0x0: EVENT:SYNC, 15140, 1312263489.011538300
M -> S, 13059, 2373.994549990, 0.000108957, 0.999974012, 0x8: GENER:FOLLOW_UP, 15140, 1312263489.011552100
M <- S, 13060, 2374.070465088, 0.075915098, 1.999933958, 0x2: EVENT:PATH_DELAY_REQ, 7552, 1312263489.087031100
M -> S, 13061, 2374.070677042, 0.000211954, 1.999935865, 0x3: EVENT:PATH_DELAY_RESP, 7552, 1312263489.087579000
M -> S, 13062, 2374.070764065, 0.000087023, 1.999937057, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7552, 1312263489.087789100
M -> S, 13063, 2374.994441032, 0.923676968, 1.000000000, 0x0: EVENT:SYNC, 15141, 1312263490.011539200
M -> S, 13064, 2374.994477987, 0.000036955, 2.000000000, 0xB: GENER:ANNOUNCE, 7570, 0.000000000
M -> S, 13065, 2374.994493008, 0.000015020, 2.000000954, 0x2: EVENT:PATH_DELAY_REQ, 7570, 1312263490.011604500
M -> S, 13066, 2374.994575977, 0.000082970, 1.000025988, 0x8: GENER:FOLLOW_UP, 15141, 1312263490.011552100
M <- S, 13067, 2374.995462179, 0.000886202, 1.999997139, 0x3: EVENT:PATH_DELAY_RESP, 7570, 1312263490.011524900
M <- S, 13068, 2374.995476007, 0.000013828, 2.000000000, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7570, 1312263490.012028000
M -> S, 13069, 2375.994446993, 0.998970985, 1.000005960, 0x0: EVENT:SYNC, 15142, 1312263491.011544200
M -> S, 13070, 2375.994556189, 0.000109196, 0.999980211, 0x8: GENER:FOLLOW_UP, 15142, 1312263491.011558100
M <- S, 13071, 2376.070405006, 0.075848818, 1.999939919, 0x2: EVENT:PATH_DELAY_REQ, 7553, 1312263491.086977200
M -> S, 13072, 2376.070620060, 0.000215054, 1.999943018, 0x3: EVENT:PATH_DELAY_RESP, 7553, 1312263491.087518900
M -> S, 13073, 2376.070705175, 0.000085115, 1.999941111, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7553, 1312263491.087732100
M -> S, 13074, 2376.994475126, 0.923769951, 1.000028133, 0x0: EVENT:SYNC, 15143, 1312263492.011571900
M -> S, 13075, 2376.994506121, 0.000030994, 2.000028133, 0xB: GENER:ANNOUNCE, 7571, 0.000000000
M -> S, 13076, 2376.994520187, 0.000014067, 2.000027180, 0x2: EVENT:PATH_DELAY_REQ, 7571, 1312263492.011631300
M -> S, 13077, 2376.994611979, 0.000091791, 1.000055790, 0x8: GENER:FOLLOW_UP, 15143, 1312263492.011586000
M <- S, 13078, 2376.995473146, 0.000861168, 2.000010967, 0x3: EVENT:PATH_DELAY_RESP, 7571, 1312263492.011522100
M <- S, 13079, 2376.995486021, 0.000012875, 2.000010014, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7571, 1312263492.012044900
M -> S, 13080, 2377.994446039, 0.998960018, 0.999970913, 0x0: EVENT:SYNC, 15144, 1312263493.011541600
M -> S, 13081, 2377.994549036, 0.000102997, 0.999937057, 0x8: GENER:FOLLOW_UP, 15144, 1312263493.011557100
M <- S, 13082, 2378.070453167, 0.075904131, 2.000048161, 0x2: EVENT:PATH_DELAY_REQ, 7554, 1312263493.086991800
M -> S, 13083, 2378.070666075, 0.000212908, 2.000046015, 0x3: EVENT:PATH_DELAY_RESP, 7554, 1312263493.087567100
M -> S, 13084, 2378.070752144, 0.000086069, 2.000046968, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7554, 1312263493.087778100
M -> S, 13085, 2378.994446993, 0.923694849, 1.000000954, 0x0: EVENT:SYNC, 15145, 1312263494.011545200
M -> S, 13086, 2378.994477987, 0.000030994, 1.999971867, 0xB: GENER:ANNOUNCE, 7572, 0.000000000
M -> S, 13087, 2378.994493008, 0.000015020, 1.999972820, 0x2: EVENT:PATH_DELAY_REQ, 7572, 1312263494.011604800
M -> S, 13088, 2378.994579077, 0.000086069, 1.000030041, 0x8: GENER:FOLLOW_UP, 15145, 1312263494.011559000
M <- S, 13089, 2378.995443106, 0.000864029, 1.999969959, 0x3: EVENT:PATH_DELAY_RESP, 7572, 1312263494.011491100
M <- S, 13090, 2378.995455980, 0.000012875, 1.999969959, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7572, 1312263494.012022000
M -> S, 13091, 2379.994444132, 0.998988152, 0.999997139, 0x0: EVENT:SYNC, 15146, 1312263495.011540700
M -> S, 13092, 2379.994546175, 0.000102043, 0.999967098, 0x8: GENER:FOLLOW_UP, 15146, 1312263495.011555000
M <- S, 13093, 2380.070295095, 0.075748920, 1.999841928, 0x2: EVENT:PATH_DELAY_REQ, 7555, 1312263495.086879000
M -> S, 13094, 2380.070508003, 0.000212908, 1.999841928, 0x3: EVENT:PATH_DELAY_RESP, 7555, 1312263495.087409000
M -> S, 13095, 2380.070595026, 0.000087023, 1.999842882, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7555, 1312263495.087620000
M -> S, 13096, 2380.994449139, 0.923854113, 1.000005007, 0x0: EVENT:SYNC, 15147, 1312263496.011546400
M -> S, 13097, 2380.994480133, 0.000030994, 2.000002146, 0xB: GENER:ANNOUNCE, 7573, 0.000000000
M -> S, 13098, 2380.994495153, 0.000015020, 2.000002146, 0x2: EVENT:PATH_DELAY_REQ, 7573, 1312263496.011606200
M -> S, 13099, 2380.994587183, 0.000092030, 1.000041008, 0x8: GENER:FOLLOW_UP, 15147, 1312263496.011560900
M <- S, 13100, 2380.995454073, 0.000866890, 2.000010967, 0x3: EVENT:PATH_DELAY_RESP, 7573, 1312263496.011495100
M <- S, 13101, 2380.995468140, 0.000014067, 2.000012159, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7573, 1312263496.012033900
M -> S, 13102, 2381.994440079, 0.998971939, 0.999990940, 0x0: EVENT:SYNC, 15148, 1312263497.011538500
M -> S, 13103, 2381.994548082, 0.000108004, 0.999960899, 0x8: GENER:FOLLOW_UP, 15148, 1312263497.011552100
M <- S, 13104, 2382.070333004, 0.075784922, 2.000037909, 0x2: EVENT:PATH_DELAY_REQ, 7556, 1312263497.086919800
M -> S, 13105, 2382.070549011, 0.000216007, 2.000041008, 0x3: EVENT:PATH_DELAY_RESP, 7556, 1312263497.087446900
M -> S, 13106, 2382.070635080, 0.000086069, 2.000040054, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7556, 1312263497.087660100
M -> S, 13107, 2382.994459152, 0.923824072, 1.000019073, 0x0: EVENT:SYNC, 15149, 1312263498.011554000
M -> S, 13108, 2382.994491100, 0.000031948, 2.000010967, 0xB: GENER:ANNOUNCE, 7574, 0.000000000
M -> S, 13109, 2382.994505167, 0.000014067, 2.000010014, 0x2: EVENT:PATH_DELAY_REQ, 7574, 1312263498.011616700
M -> S, 13110, 2382.994589090, 0.000083923, 1.000041008, 0x8: GENER:FOLLOW_UP, 15149, 1312263498.011570000
M <- S, 13111, 2382.995475054, 0.000885963, 2.000020981, 0x3: EVENT:PATH_DELAY_RESP, 7574, 1312263498.011559000
M <- S, 13112, 2382.995491028, 0.000015974, 2.000022888, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7574, 1312263498.012062100
M -> S, 13113, 2383.994441032, 0.998950005, 0.999981880, 0x0: EVENT:SYNC, 15150, 1312263499.011537800
M -> S, 13114, 2383.994551182, 0.000110149, 0.999962091, 0x8: GENER:FOLLOW_UP, 15150, 1312263499.011552100
M <- S, 13115, 2384.070322037, 0.075770855, 1.999989033, 0x2: EVENT:PATH_DELAY_REQ, 7557, 1312263499.086873800
M -> S, 13116, 2384.070536137, 0.000214100, 1.999987125, 0x3: EVENT:PATH_DELAY_RESP, 7557, 1312263499.087436000
M -> S, 13117, 2384.070621014, 0.000084877, 1.999985933, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7557, 1312263499.087647900
M -> S, 13118, 2384.994457960, 0.923836946, 1.000016928, 0x0: EVENT:SYNC, 15151, 1312263500.011554200
M -> S, 13119, 2384.994489193, 0.000031233, 1.999998093, 0xB: GENER:ANNOUNCE, 7575, 0.000000000
M -> S, 13120, 2384.994503975, 0.000014782, 1.999998808, 0x2: EVENT:PATH_DELAY_REQ, 7575, 1312263500.011615000
M -> S, 13121, 2384.994596004, 0.000092030, 1.000044823, 0x8: GENER:FOLLOW_UP, 15151, 1312263500.011569000
M <- S, 13122, 2384.995468140, 0.000872135, 1.999993086, 0x3: EVENT:PATH_DELAY_RESP, 7575, 1312263500.011524000
M <- S, 13123, 2384.995481014, 0.000012875, 1.999989986, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7575, 1312263500.012058000
M -> S, 13124, 2385.994448185, 0.998967171, 0.999990225, 0x0: EVENT:SYNC, 15152, 1312263501.011544900
M -> S, 13125, 2385.994549990, 0.000101805, 0.999953985, 0x8: GENER:FOLLOW_UP, 15152, 1312263501.011559000
M <- S, 13126, 2386.070233107, 0.075683117, 1.999911070, 0x2: EVENT:PATH_DELAY_REQ, 7558, 1312263501.086830600
M -> S, 13127, 2386.070448160, 0.000215054, 1.999912024, 0x3: EVENT:PATH_DELAY_RESP, 7558, 1312263501.087347000
M -> S, 13128, 2386.070533991, 0.000085831, 1.999912977, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7558, 1312263501.087559900
M -> S, 13129, 2386.994450092, 0.923916101, 1.000001907, 0x0: EVENT:SYNC, 15153, 1312263502.011546600
M -> S, 13130, 2386.994482040, 0.000031948, 1.999992847, 0xB: GENER:ANNOUNCE, 7576, 0.000000000
M -> S, 13131, 2386.994496107, 0.000014067, 1.999992132, 0x2: EVENT:PATH_DELAY_REQ, 7576, 1312263502.011607900
M -> S, 13132, 2386.994580984, 0.000084877, 1.000030994, 0x8: GENER:FOLLOW_UP, 15153, 1312263502.011560900
M <- S, 13133, 2386.995434999, 0.000854015, 1.999966860, 0x3: EVENT:PATH_DELAY_RESP, 7576, 1312263502.011526100
M <- S, 13134, 2386.995449066, 0.000014067, 1.999968052, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7576, 1312263502.012031100
M -> S, 13135, 2387.994441986, 0.998992920, 0.999991894, 0x0: EVENT:SYNC, 15154, 1312263503.011539200
M -> S, 13136, 2387.994549990, 0.000108004, 0.999969006, 0x8: GENER:FOLLOW_UP, 15154, 1312263503.011553000
M <- S, 13137, 2388.070228100, 0.075678110, 1.999994993, 0x2: EVENT:PATH_DELAY_REQ, 7559, 1312263503.086778600
M -> S, 13138, 2388.070446014, 0.000217915, 1.999997854, 0x3: EVENT:PATH_DELAY_RESP, 7559, 1312263503.087342000
M -> S, 13139, 2388.070540190, 0.000094175, 2.000006199, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7559, 1312263503.087558000
M -> S, 13140, 2388.994443178, 0.923902988, 1.000001192, 0x0: EVENT:SYNC, 15155, 1312263504.011539700
M -> S, 13141, 2388.994472980, 0.000029802, 1.999990940, 0xB: GENER:ANNOUNCE, 7577, 0.000000000
M -> S, 13142, 2388.994490147, 0.000017166, 1.999994040, 0x2: EVENT:PATH_DELAY_REQ, 7577, 1312263504.011599800
M -> S, 13143, 2388.994580984, 0.000090837, 1.000030994, 0x8: GENER:FOLLOW_UP, 15155, 1312263504.011554000
M <- S, 13144, 2388.995442152, 0.000861168, 2.000007153, 0x3: EVENT:PATH_DELAY_RESP, 7577, 1312263504.011508000
M <- S, 13145, 2388.995455027, 0.000012875, 2.000005960, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7577, 1312263504.012038000
M -> S, 13146, 2389.994448185, 0.998993158, 1.000005007, 0x0: EVENT:SYNC, 15156, 1312263505.011545200
M -> S, 13147, 2389.994558096, 0.000109911, 0.999977112, 0x8: GENER:FOLLOW_UP, 15156, 1312263505.011560000
M <- S, 13148, 2390.070244074, 0.075685978, 2.000015974, 0x2: EVENT:PATH_DELAY_REQ, 7560, 1312263505.086841100
M -> S, 13149, 2390.070482016, 0.000237942, 2.000036001, 0x3: EVENT:PATH_DELAY_RESP, 7560, 1312263505.087358000
M -> S, 13150, 2390.070571184, 0.000089169, 2.000030994, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7560, 1312263505.087594000
M -> S, 13151, 2390.994452000, 0.923880816, 1.000003815, 0x0: EVENT:SYNC, 15157, 1312263506.011549200
M -> S, 13152, 2390.994482994, 0.000030994, 2.000010014, 0xB: GENER:ANNOUNCE, 7578, 0.000000000
M -> S, 13153, 2390.994498014, 0.000015020, 2.000007868, 0x2: EVENT:PATH_DELAY_REQ, 7578, 1312263506.011609100
M -> S, 13154, 2390.994582176, 0.000084162, 1.000024080, 0x8: GENER:FOLLOW_UP, 15157, 1312263506.011563100
M <- S, 13155, 2390.995419979, 0.000837803, 1.999977827, 0x3: EVENT:PATH_DELAY_RESP, 7578, 1312263506.011519900
M <- S, 13156, 2390.995434046, 0.000014067, 1.999979019, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7578, 1312263506.012025100
M -> S, 13157, 2391.994438171, 0.999004126, 0.999986172, 0x0: EVENT:SYNC, 15158, 1312263507.011534000
M -> S, 13158, 2391.994548082, 0.000109911, 0.999965906, 0x8: GENER:FOLLOW_UP, 15158, 1312263507.011549000
M <- S, 13159, 2392.070161104, 0.075613022, 1.999917030, 0x2: EVENT:PATH_DELAY_REQ, 7561, 1312263507.086765300
M -> S, 13160, 2392.070398092, 0.000236988, 1.999916077, 0x3: EVENT:PATH_DELAY_RESP, 7561, 1312263507.087275000
M -> S, 13161, 2392.070486069, 0.000087976, 1.999914885, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7561, 1312263507.087508900
M -> S, 13162, 2392.994449139, 0.923963070, 1.000010967, 0x0: EVENT:SYNC, 15159, 1312263508.011545700
M -> S, 13163, 2392.994480133, 0.000030994, 1.999997139, 0xB: GENER:ANNOUNCE, 7579, 0.000000000
M -> S, 13164, 2392.994495153, 0.000015020, 1.999997139, 0x2: EVENT:PATH_DELAY_REQ, 7579, 1312263508.011606000
M -> S, 13165, 2392.994587183, 0.000092030, 1.000039101, 0x8: GENER:FOLLOW_UP, 15159, 1312263508.011560000
M <- S, 13166, 2392.995419025, 0.000831842, 1.999999046, 0x3: EVENT:PATH_DELAY_RESP, 7579, 1312263508.011522100
M <- S, 13167, 2392.995431185, 0.000012159, 1.999997139, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7579, 1312263508.012028900
M -> S, 13168, 2393.994445086, 0.999013901, 0.999995947, 0x0: EVENT:SYNC, 15160, 1312263509.011540900
M -> S, 13169, 2393.994554996, 0.000109911, 0.999967813, 0x8: GENER:FOLLOW_UP, 15160, 1312263509.011555900
M <- S, 13170, 2394.070208073, 0.075653076, 2.000046968, 0x2: EVENT:PATH_DELAY_REQ, 7562, 1312263509.086779400
M -> S, 13171, 2394.070425034, 0.000216961, 2.000026941, 0x3: EVENT:PATH_DELAY_RESP, 7562, 1312263509.087322000
M -> S, 13172, 2394.070511103, 0.000086069, 2.000025034, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7562, 1312263509.087537100
M -> S, 13173, 2394.994450092, 0.923938990, 1.000005007, 0x0: EVENT:SYNC, 15161, 1312263510.011547800
M -> S, 13174, 2394.994480133, 0.000030041, 2.000000000, 0xB: GENER:ANNOUNCE, 7580, 0.000000000
M -> S, 13175, 2394.994495153, 0.000015020, 2.000000000, 0x2: EVENT:PATH_DELAY_REQ, 7580, 1312263510.011606500
M -> S, 13176, 2394.994579077, 0.000083923, 1.000024080, 0x8: GENER:FOLLOW_UP, 15161, 1312263510.011560900
M <- S, 13177, 2394.995472193, 0.000893116, 2.000053167, 0x3: EVENT:PATH_DELAY_RESP, 7580, 1312263510.011586900
M <- S, 13178, 2394.995484114, 0.000011921, 2.000052929, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7580, 1312263510.012093100
M -> S, 13179, 2395.994441986, 0.998957872, 0.999991894, 0x0: EVENT:SYNC, 15162, 1312263511.011538700
M -> S, 13180, 2395.994543076, 0.000101089, 0.999963999, 0x8: GENER:FOLLOW_UP, 15162, 1312263511.011553000
M <- S, 13181, 2396.070120096, 0.075577021, 1.999912024, 0x2: EVENT:PATH_DELAY_REQ, 7563, 1312263511.086757200
M -> S, 13182, 2396.070320129, 0.000200033, 1.999895096, 0x3: EVENT:PATH_DELAY_RESP, 7563, 1312263511.087234000
M -> S, 13183, 2396.070405960, 0.000085831, 1.999894857, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7563, 1312263511.087431000
M -> S, 13184, 2396.994449139, 0.924043179, 1.000007153, 0x0: EVENT:SYNC, 15163, 1312263512.011545900
M -> S, 13185, 2396.994480133, 0.000030994, 2.000000000, 0xB: GENER:ANNOUNCE, 7581, 0.000000000
M -> S, 13186, 2396.994493961, 0.000013828, 1.999998808, 0x2: EVENT:PATH_DELAY_REQ, 7581, 1312263512.011606000
M -> S, 13187, 2396.994579077, 0.000085115, 1.000036001, 0x8: GENER:FOLLOW_UP, 15163, 1312263512.011560000
M <- S, 13188, 2396.995443106, 0.000864029, 1.999970913, 0x3: EVENT:PATH_DELAY_RESP, 7581, 1312263512.011557100
M <- S, 13189, 2396.995455980, 0.000012875, 1.999971867, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7581, 1312263512.012072100
M -> S, 13190, 2397.994445086, 0.998989105, 0.999995947, 0x0: EVENT:SYNC, 15164, 1312263513.011540700
M -> S, 13191, 2397.994554996, 0.000109911, 0.999975920, 0x8: GENER:FOLLOW_UP, 15164, 1312263513.011555900
M <- S, 13192, 2398.070079088, 0.075524092, 1.999958992, 0x2: EVENT:PATH_DELAY_REQ, 7564, 1312263513.086713800
M -> S, 13193, 2398.070294142, 0.000215054, 1.999974012, 0x3: EVENT:PATH_DELAY_RESP, 7564, 1312263513.087193000
M -> S, 13194, 2398.070381165, 0.000087023, 1.999975204, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7564, 1312263513.087405900
M -> S, 13195, 2398.994452000, 0.924070835, 1.000006914, 0x0: EVENT:SYNC, 15165, 1312263514.011549000
M -> S, 13196, 2398.994482994, 0.000030994, 2.000002861, 0xB: GENER:ANNOUNCE, 7582, 0.000000000
M -> S, 13197, 2398.994497061, 0.000014067, 2.000003099, 0x2: EVENT:PATH_DELAY_REQ, 7582, 1312263514.011608800
M -> S, 13198, 2398.994580984, 0.000083923, 1.000025988, 0x8: GENER:FOLLOW_UP, 15165, 1312263514.011563100
M <- S, 13199, 2398.995438099, 0.000857115, 1.999994993, 0x3: EVENT:PATH_DELAY_RESP, 7582, 1312263514.011570900
M <- S, 13200, 2398.995450974, 0.000012875, 1.999994993, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7582, 1312263514.012072100
M -> S, 13201, 2399.994459152, 0.999008179, 1.000007153, 0x0: EVENT:SYNC, 15166, 1312263515.011556400
M -> S, 13202, 2399.994570971, 0.000111818, 0.999989986, 0x8: GENER:FOLLOW_UP, 15166, 1312263515.011570000
M <- S, 13203, 2400.070042133, 0.075471163, 1.999963045, 0x2: EVENT:PATH_DELAY_REQ, 7565, 1312263515.086634400
M -> S, 13204, 2400.070255041, 0.000212908, 1.999960899, 0x3: EVENT:PATH_DELAY_RESP, 7565, 1312263515.087156100
M -> S, 13205, 2400.070341110, 0.000086069, 1.999959946, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 7565, 1312263515.087367100
M -> S, 13206, 2400.994475126, 0.924134016, 1.000015974, 0x0: EVENT:SYNC, 15167, 1312263516.011571900
M -> S, 13207, 2400.994505167, 0.000030041, 2.000022173, 0xB: GENER:ANNOUNCE, 7583, 0.000000000
M -> S, 13208, 2400.994520187, 0.000015020, 2.000023127, 0x2: EVENT:PATH_DELAY_REQ, 7583, 1312263516.011631300
M -> S, 13209, 2400.994604111, 0.000083923, 1.000033140, 0x8: GENER:FOLLOW_UP, 15167, 1312263516.011586000
