Field=Comment~String~Comment~100|Field=Currency~String~Currency~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Distributor~String~Distributor~100|Field=Distributor Number~String~Distributor Number~100|Field=Footprint~String~Footprint~100|Field=lead time~String~lead time~100|Field=LibRef~String~LibRef~100|Field=Manufacturer~String~Manufacturer~100|Field=Packaging unit~String~Packaging unit~100|Field=Part Number~String~Part Number~100|Field=PartType~String~PartType~100|Field=Pins~Integer~Pins~100|Field=Price~String~Price~100|Field=Quantity~Integer~Quantity~100|Field=RoHS~String~RoHS~100|Field=Value~String~Value~100|ReportField=ProjectFileName~PCB_60PIN_120PIN.PRJPCB|ReportField=ProjectFullPath~P:\fbe\microlab\GECKO3\GECKO3basic\PCB Projects\PCB_60PIN_120PIN.PRJPCB|ReportField=Title~Bill of Materials For Project [PCB_60PIN_120PIN.PRJPCB] (No PCB Document Selected)|ReportField=TotalQuantity~2|ReportField=ReportTime~12:12:44|ReportField=ReportDate~09.06.2008|ReportField=ReportDateTime~09.06.2008 12:12:44|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~ReportComponents|ReportField=GeneratorDescription~Component Reports|ReportField=VariantName~None|ReportField=Address1~Quellgasse 21|ReportField=Address2~CH-2500 Biel/Bienne|ReportField=Address3~Switzerland|ReportField=Address4~|ReportField=ApprovedBy~|ReportField=Author~mnb1|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=CurrentDate~09.06.2008|ReportField=CurrentTime~12:12:27|ReportField=Date~|ReportField=DocumentFullPathAndName~P:\fbe\microlab\GECKO3\GECKO3basic\PCB Projects\60Pin_120Pin.SCHDOC|ReportField=DocumentName~60Pin_120Pin.SCHDOC|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~09.06.2008|ReportField=Organization~Berne University of Applied Science|ReportField=Revision~1.0|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~GECKO3robot 60-120 Pin Converter|ReportField=DataSourceFileName~PCB_60PIN_120PIN.PRJPCB|ReportField=DataSourceFullPath~P:\fbe\microlab\GECKO3\GECKO3basic\PCB Projects\PCB_60PIN_120PIN.PRJPCB
AMP-FH-60-Plug|CHF|AMP Free Height System, 0.8mm, 60 Pin, Plug|JP1|Farnell|1098 336|amp_FH_.8mm_60pin_plug||AMP-FH-60-Plug|AMP|1|5177984-2|AMP-FH-60-Plug|60|3.7|1|yes|fh-60p-5mm
AMP-FH-120-RECEPTABLE-H9-H13|CHF|AMP Free Height System, 0.8mm, 120 Pin, 9 or 13mm Height, Receptable|JP2|Farnell|1098 349|amp_FH_.8mm_120pin_r_H9_H13||AMP-FH-120-RECEPTABLE-H9-H13|AMP|1|5177983-5|AMP-FH-120-RECEPTABLE-H9-H13|120|7.76|1|yes|fh-120r-5mm
