x, 0, x, fffX, x, x, x, x, x, x, x, x, xxxx, xx, xx, xx, xx, xx, xx, Xx, xxxx, xx, xx, xx
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8bb, fe, bb, 04, 55, aa, fe, 27, f8bb, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8bc, fe, 27, 04, 55, aa, fe, 27, f8bc, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8bc, fe, 27, 04, 55, aa, fe, 27, f8bc, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8bc, da, 27, 04, 55, aa, fe, 27, f8bc, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8bc, da, 27, 04, 55, aa, fe, 27, f8bc, 90, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 1, 0, 01fe, 00, 55, 04, 55, aa, fe, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 1, 0, 01fe, 00, 55, 04, 55, aa, fe, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 1, 0, 01fe, 42, 55, 04, 55, aa, fe, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 1, 1, 1, 01fe, 55, 55, 04, 55, aa, fe, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8bd, 70, 27, 04, 55, aa, fd, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8bd, 70, 27, 04, 55, aa, fd, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8bd, 7a, 27, 04, 55, aa, fd, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 1, 3, 1, f8bd, 7a, 27, 04, 55, aa, fd, 27, f8bd, da, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01fe, 00, be, 04, 55, aa, fd, 27, f8be, 7a, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01fe, 00, be, 04, 55, aa, fd, 27, f8be, 7a, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01fe, 55, be, 04, 55, aa, fd, 27, f8be, 7a, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 1, 2, 1, 01fe, 55, be, 04, 55, aa, fd, 27, f8be, 7a, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8be, 70, 27, 04, 55, aa, fe, 27, f8be, 7a, 55, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8be, 70, 27, 04, 55, aa, fe, 27, f8be, 7a, 55, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8be, c0, 27, 04, 55, aa, fe, 27, f8be, 7a, 55, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 1, 3, 1, f8be, c0, 27, 04, 55, aa, fe, 27, f8be, 7a, 55, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8bf, c0, bf, 04, 55, 55, fe, 25, f8bf, c0, 55, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8bf, c0, bf, 04, 55, 55, fe, 25, f8bf, c0, 55, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8bf, 55, bf, 04, 55, 55, fe, 25, f8bf, c0, 55, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8bf, 55, bf, 04, 55, 55, fe, 25, f8bf, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c0, 55, 25, 04, 55, 55, fe, 25, f8c0, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c0, 55, 25, 04, 55, 55, fe, 25, f8c0, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c0, d0, 25, 04, 55, 55, fe, 25, f8c0, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8c0, d0, 25, 04, 55, 55, fe, 25, f8c0, c0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c1, d0, c1, 04, 55, 55, fe, 27, f8c1, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c1, d0, c1, 04, 55, 55, fe, 27, f8c1, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c1, fe, c1, 04, 55, 55, fe, 27, f8c1, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8c1, fe, c1, 04, 55, 55, fe, 27, f8c1, d0, 55, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c2, fe, 27, 04, 55, 55, fe, 27, f8c2, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c2, fe, 27, 04, 55, 55, fe, 27, f8c2, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c2, 30, 27, 04, 55, 55, fe, 27, f8c2, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8c2, 30, 27, 04, 55, 55, fe, 27, f8c2, d0, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c3, 30, c3, 04, 55, 55, fe, 27, f8c3, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c3, 30, c3, 04, 55, 55, fe, 27, f8c3, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c3, fe, c3, 04, 55, 55, fe, 27, f8c3, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8c3, fe, c3, 04, 55, 55, fe, 27, f8c3, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c4, fe, 27, 04, 55, 55, fe, 27, f8c4, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c4, fe, 27, 04, 55, 55, fe, 27, f8c4, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c4, 90, 27, 04, 55, 55, fe, 27, f8c4, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8c4, 90, 27, 04, 55, 55, fe, 27, f8c4, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c5, 90, c5, 04, 55, 55, fe, 27, f8c5, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c5, 90, c5, 04, 55, 55, fe, 27, f8c5, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8c5, fe, c5, 04, 55, 55, fe, 27, f8c5, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8c5, fe, c5, 04, 55, 55, fe, 27, f8c5, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c6, fe, 27, 04, 55, 55, fe, 27, f8c6, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c6, fe, 27, 04, 55, 55, fe, 27, f8c6, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8c6, fa, 27, 04, 55, 55, fe, 27, f8c6, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8c6, fa, 27, 04, 55, 55, fe, 27, f8c6, 90, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01ff, 00, c7, 04, 55, 55, fe, 27, f8c7, fa, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01ff, 00, c7, 04, 55, 55, fe, 27, f8c7, fa, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 0, 2, 0, 01ff, aa, c7, 04, 55, 55, fe, 27, f8c7, fa, fe, f8
1, 0, 0, fffc, 0, 0, 4, 0, 0, 1, 2, 1, 01ff, aa, c7, 04, 55, 55, fe, 27, f8c7, fa, fe, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8c7, fe, 27, 04, 55, 55, ff, 27, f8c7, fa, aa, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8c7, fe, 27, 04, 55, 55, ff, 27, f8c7, fa, aa, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 0, 3, 0, f8c7, e0, 27, 04, 55, 55, ff, 27, f8c7, fa, aa, f8
1, 0, 0, fffc, 1, 0, 4, 0, 0, 1, 3, 1, f8c7, e0, 27, 04, 55, 55, ff, 27, f8c7, fa, aa, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8c8, e0, c8, 04, aa, 55, ff, a5, f8c8, e0, aa, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8c8, e0, c8, 04, aa, 55, ff, a5, f8c8, e0, aa, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8c8, aa, c8, 04, aa, 55, ff, a5, f8c8, e0, aa, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8c8, aa, c8, 04, aa, 55, ff, a5, f8c8, e0, aa, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c9, aa, a5, 04, aa, 55, ff, a5, f8c9, e0, aa, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c9, aa, a5, 04, aa, 55, ff, a5, f8c9, e0, aa, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8c9, d0, a5, 04, aa, 55, ff, a5, f8c9, e0, aa, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8c9, d0, a5, 04, aa, 55, ff, a5, f8c9, e0, aa, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ca, d0, ca, 04, aa, 55, ff, 27, f8ca, d0, aa, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ca, d0, ca, 04, aa, 55, ff, 27, f8ca, d0, aa, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ca, fe, ca, 04, aa, 55, ff, 27, f8ca, d0, aa, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8ca, fe, ca, 04, aa, 55, ff, 27, f8ca, d0, aa, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cb, fe, 27, 04, aa, 55, ff, 27, f8cb, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cb, fe, 27, 04, aa, 55, ff, 27, f8cb, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cb, 30, 27, 04, aa, 55, ff, 27, f8cb, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8cb, 30, 27, 04, aa, 55, ff, 27, f8cb, d0, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8cc, 30, cc, 04, aa, 55, ff, 27, f8cc, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8cc, 30, cc, 04, aa, 55, ff, 27, f8cc, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8cc, fe, cc, 04, aa, 55, ff, 27, f8cc, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8cc, fe, cc, 04, aa, 55, ff, 27, f8cc, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cd, fe, 27, 04, aa, 55, ff, 27, f8cd, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cd, fe, 27, 04, aa, 55, ff, 27, f8cd, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cd, 90, 27, 04, aa, 55, ff, 27, f8cd, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8cd, 90, 27, 04, aa, 55, ff, 27, f8cd, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ce, 90, ce, 04, aa, 55, ff, 27, f8ce, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ce, 90, ce, 04, aa, 55, ff, 27, f8ce, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8ce, fe, ce, 04, aa, 55, ff, 27, f8ce, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8ce, fe, ce, 04, aa, 55, ff, 27, f8ce, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cf, fe, 27, 04, aa, 55, ff, 27, f8cf, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cf, fe, 27, 04, aa, 55, ff, 27, f8cf, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8cf, 89, 27, 04, aa, 55, ff, 27, f8cf, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8cf, 89, 27, 04, aa, 55, ff, 27, f8cf, 90, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d0, 89, d0, 04, aa, 55, ff, 27, f8d0, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d0, 89, d0, 04, aa, 55, ff, 27, f8d0, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d0, 04, d0, 04, aa, 55, ff, 27, f8d0, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8d0, 04, d0, 04, aa, 55, ff, 27, f8d0, 89, fe, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d1, 04, 27, 04, aa, 55, ff, 27, f8d1, 89, 04, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d1, 04, 27, 04, aa, 55, ff, 27, f8d1, 89, 04, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d1, f0, 27, 04, aa, 55, ff, 27, f8d1, 89, 04, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8d1, f0, 27, 04, aa, 55, ff, 27, f8d1, 89, 04, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d2, f0, d2, 04, aa, 55, ff, 25, f8d2, f0, 04, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d2, f0, d2, 04, aa, 55, ff, 25, f8d2, f0, 04, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d2, fe, d2, 04, aa, 55, ff, 25, f8d2, f0, 04, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8d2, fe, d2, 04, aa, 55, ff, 25, f8d2, f0, 04, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d3, fe, 25, 04, aa, 55, ff, 25, f8d3, f0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d3, fe, 25, 04, aa, 55, ff, 25, f8d3, f0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d3, 89, 25, 04, aa, 55, ff, 25, f8d3, f0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8d3, 89, 25, 04, aa, 55, ff, 25, f8d3, f0, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d4, 89, d4, 04, aa, 55, ff, 25, f8d4, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d4, 89, d4, 04, aa, 55, ff, 25, f8d4, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d4, 00, d4, 04, aa, 55, ff, 25, f8d4, 89, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8d4, 00, d4, 04, aa, 55, ff, 25, f8d4, 89, fe, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d5, 00, 25, 04, aa, 55, ff, 25, f8d5, 89, 00, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d5, 00, 25, 04, aa, 55, ff, 25, f8d5, 89, 00, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8d5, d0, 25, 04, aa, 55, ff, 25, f8d5, 89, 00, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8d5, d0, 25, 04, aa, 55, ff, 25, f8d5, 89, 00, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d6, d0, d6, 04, aa, 55, ff, 27, f8d6, d0, 00, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d6, d0, d6, 04, aa, 55, ff, 27, f8d6, d0, 00, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8d6, fe, d6, 04, aa, 55, ff, 27, f8d6, d0, 00, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8d6, fe, d6, 04, aa, 55, ff, 27, f8d6, d0, 00, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d7, fe, 27, 04, aa, 55, ff, 27, f8d7, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d7, fe, 27, 04, aa, 55, ff, 27, f8d7, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8d7, 98, 27, 04, aa, 55, ff, 27, f8d7, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8d7, 98, 27, 04, aa, 55, ff, 27, f8d7, d0, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8d8, 98, 27, 04, aa, 55, ff, 27, f8d8, 98, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8d8, 98, 27, 04, aa, 55, ff, 27, f8d8, 98, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8d8, c9, 27, 04, aa, 55, ff, 27, f8d8, 98, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 1, 3, 1, f8d8, c9, 27, 04, aa, 55, ff, 27, f8d8, 98, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d9, c9, d9, 55, aa, 55, ff, 25, f8d9, c9, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d9, c9, d9, 55, aa, 55, ff, 25, f8d9, c9, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8d9, 55, d9, 55, aa, 55, ff, 25, f8d9, c9, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8d9, 55, d9, 55, aa, 55, ff, 25, f8d9, c9, fe, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8da, 55, 25, 55, aa, 55, ff, 25, f8da, c9, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8da, 55, 25, 55, aa, 55, ff, 25, f8da, c9, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8da, d0, 25, 55, aa, 55, ff, 25, f8da, c9, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8da, d0, 25, 55, aa, 55, ff, 25, f8da, c9, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8db, d0, db, 55, aa, 55, ff, 27, f8db, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8db, d0, db, 55, aa, 55, ff, 27, f8db, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8db, fe, db, 55, aa, 55, ff, 27, f8db, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8db, fe, db, 55, aa, 55, ff, 27, f8db, d0, 55, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8dc, fe, 27, 55, aa, 55, ff, 27, f8dc, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8dc, fe, 27, 55, aa, 55, ff, 27, f8dc, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8dc, 30, 27, 55, aa, 55, ff, 27, f8dc, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8dc, 30, 27, 55, aa, 55, ff, 27, f8dc, d0, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8dd, 30, dd, 55, aa, 55, ff, 27, f8dd, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8dd, 30, dd, 55, aa, 55, ff, 27, f8dd, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8dd, fe, dd, 55, aa, 55, ff, 27, f8dd, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8dd, fe, dd, 55, aa, 55, ff, 27, f8dd, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8de, fe, 27, 55, aa, 55, ff, 27, f8de, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8de, fe, 27, 55, aa, 55, ff, 27, f8de, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8de, 90, 27, 55, aa, 55, ff, 27, f8de, 30, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8de, 90, 27, 55, aa, 55, ff, 27, f8de, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8df, 90, df, 55, aa, 55, ff, 27, f8df, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8df, 90, df, 55, aa, 55, ff, 27, f8df, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8df, fe, df, 55, aa, 55, ff, 27, f8df, 90, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8df, fe, df, 55, aa, 55, ff, 27, f8df, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e0, fe, 27, 55, aa, 55, ff, 27, f8e0, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e0, fe, 27, 55, aa, 55, ff, 27, f8e0, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e0, a8, 27, 55, aa, 55, ff, 27, f8e0, 90, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8e0, a8, 27, 55, aa, 55, ff, 27, f8e0, 90, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8e1, a8, 27, 55, aa, 55, ff, 27, f8e1, a8, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8e1, a8, 27, 55, aa, 55, ff, 27, f8e1, a8, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 0, 3, 0, f8e1, c0, 27, 55, aa, 55, ff, 27, f8e1, a8, fe, f8
1, 0, 0, fffc, 1, 1, 5, 0, 0, 1, 3, 1, f8e1, c0, 27, 55, aa, 55, ff, 27, f8e1, a8, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8e2, c0, e2, 55, aa, 55, ff, 25, f8e2, c0, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8e2, c0, e2, 55, aa, 55, ff, 25, f8e2, c0, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 0, 3, 0, f8e2, 55, e2, 55, aa, 55, ff, 25, f8e2, c0, fe, f8
1, 0, 0, fffc, 0, 0, 6, 0, 0, 1, 3, 1, f8e2, 55, e2, 55, aa, 55, ff, 25, f8e2, c0, fe, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8e3, 55, 25, 55, aa, 55, ff, 25, f8e3, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8e3, 55, 25, 55, aa, 55, ff, 25, f8e3, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 0, 3, 0, f8e3, d0, 25, 55, aa, 55, ff, 25, f8e3, c0, 55, f8
1, 0, 0, fffc, 1, 0, 6, 0, 0, 1, 3, 1, f8e3, d0, 25, 55, aa, 55, ff, 25, f8e3, c0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e4, d0, e4, 55, aa, 55, ff, 27, f8e4, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e4, d0, e4, 55, aa, 55, ff, 27, f8e4, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e4, fe, e4, 55, aa, 55, ff, 27, f8e4, d0, 55, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 1, 3, 1, f8e4, fe, e4, 55, aa, 55, ff, 27, f8e4, d0, 55, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e5, fe, 27, 55, aa, 55, ff, 27, f8e5, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e5, fe, 27, 55, aa, 55, ff, 27, f8e5, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 0, 3, 0, f8e5, 30, 27, 55, aa, 55, ff, 27, f8e5, d0, fe, f8
1, 0, 0, fffc, 1, 0, 3, 0, 0, 1, 3, 1, f8e5, 30, 27, 55, aa, 55, ff, 27, f8e5, d0, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e6, 30, e6, 55, aa, 55, ff, 27, f8e6, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e6, 30, e6, 55, aa, 55, ff, 27, f8e6, 30, fe, f8
1, 0, 0, fffc, 0, 0, 3, 0, 0, 0, 3, 0, f8e6, fe, e6, 55, aa, 55, ff, 27, f8e6, 30, fe, f8
